STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
15702	NPC_xdm_dy_lsxg3	1		hunterinfo_15702	552							-1
15703	NPC_xdm_dy_lsxg2	1		hunterinfo_15703	552							-1
15701	NPC_xdm_dy_lsxg1	1		hunterinfo_15701	552							-1
15705	NPC_xdm_dy_lsxg5	1		hunterinfo_15705	552							-1
15707	NPC_xdm_dy_lsxg6	1		hunterinfo_15707	552							-1
15708	NPC_xdm_dy_lsxg7	1		hunterinfo_15708	552							-1
15710	NPC_xdm_dy_mpxg	1		hunterinfo_15710	552							-1
15711	NPC_xdm_dy_mpxg1	1		hunterinfo_15711	552							-1
15712	NPC_xdm_dy_mpxg2	1		hunterinfo_15712	552							-1
15713	NPC_xdm_dy_mpxg3	1		hunterinfo_15713	552							-1
15714	NPC_xdm_dy_mpxg4	1		hunterinfo_15714	552							-1
15715	NPC_xdm_dy_mpxg5	1		hunterinfo_15715	552							-1
15716	NPC_xdm_dy_mpxg6	1		hunterinfo_15716	552							-1
15717	NPC_xdm_dy_mpxg7	1		hunterinfo_15717	552							-1
15720	NPC_xdm_dy_lszf1	1		hunterinfo_15720	552							-1
15721	NPC_xdm_dy_lszf2	1		hunterinfo_15721	552							-1
15722	NPC_xdm_dy_lszf3	1		hunterinfo_15722	552							-1
15723	NPC_xdm_dy_lszf4	1		hunterinfo_15723	552							-1
15726	NPC_xdm_dy_mpzf1	1		hunterinfo_15726	552							-1
15727	NPC_xdm_dy_mpzf2	1		hunterinfo_15727	552							-1
15728	NPC_xdm_dy_mpzf3	1		hunterinfo_15728	552							-1
15729	NPC_xdm_dy_mpzf4	1		hunterinfo_15729	552							-1
