STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
12001	WorldNpc00462	1		hunterinfo_12001	12			1	QiecuoTitle_12001	QiecuoMenu_12001			
12007	monrm081000	1		hunterinfo_12007	12		1						
12107	WorldNpc00390	1		hunterinfo_12107	12			1	QiecuoTitle_12107	QiecuoMenu_12107	38090		
12010	WorldNpc00361	1		hunterinfo_12010	12			1	QiecuoTitle_12010	QiecuoMenu_12010	38092		
12011	monrm081400	2		hunterinfo_12011	12		1				38092		
12005	WorldNpc00457	1		hunterinfo_12005	12			1	QiecuoTitle_12005	QiecuoMenu_12005			
12009	monrm081100	1		hunterinfo_12009	12		1				38079		
12008	monrm081200	1		hunterinfo_12008	12		1				38076		
12106	WorldNpc00389	1		hunterinfo_12106	12			1	QiecuoTitle_12106	QiecuoMenu_12106	38089		
12108	WorldNpc00457	1		hunterinfo_12108	12			1	QiecuoTitle_12108	QiecuoMenu_12108	38061		
12109	WorldNpc00462	1		hunterinfo_12109	12			1	QiecuoTitle_12109	QiecuoMenu_12109	38001		
12002	WorldNpc00359	1		hunterinfo_12002	12			1	QiecuoTitle_12002	QiecuoMenu_12002			
12003	WorldNpc00360	1		hunterinfo_12003	12			1	QiecuoTitle_12003	QiecuoMenu_12003			
12105	WorldNpc00339	1		hunterinfo_12105	12			1	QiecuoTitle_12105	QiecuoMenu_12105			
12004	WorldNpc00361	1		hunterinfo_12004	12			1	QiecuoTitle_12004	QiecuoMenu_12004			
12110	monrm089003	1		hunterinfo_12110	12						38028	WorldNpc00359	
