STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
7232	WorldNpc06236	1		hunterinfo_7232	22			1	QiecuoTitle_7232	QiecuoMenu_7232	46445	
7240	WorldNpc05419	1		hunterinfo_7240	18			1	QiecuoTitle_7240	QiecuoMenu_7240	46483	
7241	WorldNpc05420	1		hunterinfo_7241	18			1	QiecuoTitle_7241	QiecuoMenu_7241	46485	
7242	WorldNpc05421	1		hunterinfo_7242	18			1	QiecuoTitle_7242	QiecuoMenu_7242	46487	
7243	WorldNpc05422	1		hunterinfo_7243	18			1	QiecuoTitle_7243	QiecuoMenu_7243	46493	
7245	WorldNpc05423	1		hunterinfo_7245	18			1	QiecuoTitle_7245	QiecuoMenu_7245	46499	
7246	WorldNpc05424	1		hunterinfo_7246	18			1	QiecuoTitle_7246	QiecuoMenu_7246	46510	
7247	WorldNpc05425	1		hunterinfo_7247	18			1	QiecuoTitle_7247	QiecuoMenu_7247	46513	
7248	WorldNpc05425	1		hunterinfo_7248	18			1	QiecuoTitle_7248	QiecuoMenu_7248	46521	
7249	WorldNpc05419	1		hunterinfo_7249	18			1	QiecuoTitle_7249	QiecuoMenu_7249	46526	
7250	WorldNpc02123	1		hunterinfo_7250	19			1	QiecuoTitle_7250	QiecuoMenu_7250	46533	
7251	WorldNpc02125	1		hunterinfo_7251	19			1	QiecuoTitle_7251	QiecuoMenu_7251	46538	
7252	WorldNpc02126	1		hunterinfo_7252	19			1	QiecuoTitle_7252	QiecuoMenu_7252	46545	
7253	WorldNpc02124	1		hunterinfo_7253	19			1	QiecuoTitle_7253	QiecuoMenu_7253	46548	
7254	WorldNpc02128	1		hunterinfo_7254	19			1	QiecuoTitle_7254	QiecuoMenu_7254	46556	
7257	WorldNpc02129	1		hunterinfo_7257	19			1	QiecuoTitle_7257	QiecuoMenu_7257	46565	
7258	WorldNpc02130	1		hunterinfo_7258	19			1	QiecuoTitle_7258	QiecuoMenu_7258	46567	
7219	WorldNpc03450	1		hunterinfo_7219	7			1	QiecuoTitle_7219	QiecuoMenu_7219	46388	
7238	WorldNpc06236	1		hunterinfo_7238	22			1	QiecuoTitle_7238	QiecuoMenu_7238	46471	
7236	WorldNpc06241	1		hunterinfo_7236	22			1	QiecuoTitle_7236	QiecuoMenu_7236	46464	
7237	monrf052002	3		hunterinfo_7237	22						46464	
7234	monrf053500	3		hunterinfo_7234	22						46453	
7235	monrf051600	4		hunterinfo_7235	22						46461	
7239	monf050300	10		hunterinfo_7239	22						46477	
7216	monm061400	1		hunterinfo_7216	10						46367	
7224	monrm070001	3		hunterinfo_7224	9						46414	
7013	monm030503	1		hunterinfo_7013	7						46071	
7015	monm030600	4		hunterinfo_7015	7						46081	
7032	monrm075300	3		hunterinfo_7032	11		1				46160	
7033	monrm075400	3		hunterinfo_7033	11		1				46162	
7007	WorldNpc03441	1		hunterinfo_7007	7			1	QiecuoTitle_7007	QiecuoMenu_7007	46034	
7008	WorldNpc03335	1		hunterinfo_7008	7			1	QiecuoTitle_7008	QiecuoMenu_7008	46043	
7000	monrm030800	3		hunterinfo_7000	7		1					
7001	monrm030700	1		hunterinfo_7001	7		1				46010	WorldNpc03373
