STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
9036	useitem_4k	1	1	useiteminfo_9036	1	0	5	9	0			EventNpc50376	50376
9037	useitem_5k	1	1	useiteminfo_9037	1	0	20	9	1	taskitem_9k		EventNpc50380	50380
9038	useitem_6j	1	1	useiteminfo_9038	1	1	0	7	0			WorldNpc03420	50405
9039	useitem_7j	1	1	useiteminfo_9039	1	1	0	7	0			Gather00004j	50416
9040	useitem_8j	1	1	useiteminfo_9040	1	1	0	7	0			WorldNpc03422	50417
9041	useitem_9j	1	1	useiteminfo_9041_2	1	1	0	7	0			WorldNpc03422	50429
9042	useitem_6k	1	1	useiteminfo_9042	1				0				50438
9043	useitem_7k	1	1	useiteminfo_9043_1	1	1	0	9	0			WorldNpc02205	50442
9044	useitem_7k	1	1	useiteminfo_9044_2	1	1	0	9	0			WorldNpc02204	50442
9045	useitem_8k	1	1	useiteminfo_9045	1	1	0	2	0			WorldNpc09307	50450
9046	useitem_9k	1	1	useiteminfo_9046	1	1	0	9	0			Gather00014k	50461
9047	useitem_10k	1	1	useiteminfo_9047	1	1	0	9	0			WorldNpc02203	50472
9048	useitem_8l	1	1	useiteminfo_9048	1	1	0	9	0			ItemNpc02011	50485
9049	useitem_9l	1	1	useiteminfo_9049	1	1	0	20	0			WorldNpc06616	50496
9050	useitem_10l	1	1	useiteminfo_9050	1	1	0	9	0			Gather00004l	50511
9051	useitem_11l	1	1	useiteminfo_9051	1				0				50516
9056	useitem_1m	1	1	useiteminfo_9056_1	1	0	0		0	useitem_9j	taskitem_19j		50429
9052	useitem_12l	1	1	useiteminfo_9052	1				0				50522
9053	useitem_13l	1	1	useiteminfo_9053	1	1	5	9	0			Gather00006d	50528
9054	useitem_10j	1	1	useiteminfo_9054	1	1	5	9	0			WorldNpc02205	50561
9007	useitem_13h	1	1	useiteminfo_9007	1				0	taskitem_21h	taskitem_20h		50063
9010	useitem_3d	1	1	useiteminfo_9010	1				0	taskitem_22d	taskitem_17d;taskitem_18d		50121
9008	useitem_14h	1	1	useiteminfo_9008	1	0	5	9	0			WorldNpc02243	50080
9055	useitem_11j	1	1	useiteminfo_9055	1	1	5	9	0			WorldNpc02209	50573
9029	useitem_4l	1	1	useiteminfo_9029	1		5	16	0			WorldNpc10027	50312
9006	useitem_11h	1	1	useiteminfo_9006	1	1	5	9	0			WorldNpc02252	50045
9005	useitem_10h	1	1	useiteminfo_9005	1	1	5	9	0			WorldNpc02251	50033
9004	useitem_23h	1	1	useiteminfo_9004	0	1	5	9	0			WorldNpc02239	50038
9003	useitem_9h	1	1	useiteminfo_9003	1	1	8	9	0			WorldNpc02239	
9057	useitem_013cyh	1	1	useiteminfo_9057	1	1	5	9	0	useitem_014cyh		WorldNpc02239	
9058	useitem_014cyh	1	1	useiteminfo_9058	1	1	5	9	0	useitem_015cyh		WorldNpc02239	
9059	useitem_015cyh	1	1	useiteminfo_9059	1	1	5	9	0	useitem_016cyh		WorldNpc02239	
9060	useitem_016cyh	1	1	useiteminfo_9060	1	1	5	9	0			WorldNpc02239	
