NPC编号	对象类型	副本分组场景刷新属性包	ini注释名称	表现AI包编号	NPC类型	黑幕对话	选择操作	鼠标形状	停留时间	是否转身	模型编号	图片	模型半径	NPC种类ID	脚本编号	走路速度	跑步速度	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	响应范围	武器名称	武器持握方式	武器类型	出生状态	随机动作	门派	称号	籍贯	阵营	是否是切磋NPC	名字表序号	生平表序号	生平	进入切磋前对话	结束切磋后对话	空闲状态对话	空闲说话概率	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	缩放	碰撞时对话	商店ID	仓库ID	职业ID	接任务表	交任务表	可获得的身份表	复活点	驿站	对话规则	输入关系包编号	战斗AI命令表	组成材料	实力包编号	级别	怪物强度	修为经验	掉落	掉落数量	锁定位移攻击	拾取权限清空时间(秒）	无拾取物消失时间(秒）	最大消失时间(秒）	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	是否随机出现	敌人NPC编号表	队友编号	不能攻击	不能被攻击	不能被杀死	是否停止AI	攻击防御比重	"战斗频率,毫秒"	"追击范围,米"	使用锁定技能概率	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	AI编辑包	直接触发	善恶参数	格挡模式(-1不格挡)	格挡CD	连招表	使用轻功	穿云纵速度	摔落致死高度	保护	时间轴	在客户端是否显示	是否可见	破防几率	存在时间	脱战回血	表演动作	表演时间	只关心距离脱离战斗	防御概率	破防使用技能	不开启战斗(无法反击)AI	动态图标	护卫跟随点X	护卫跟随点Z	动作集	NPC优先显示	是否预载入	质量	奴役类型	优先显示	宠物类型	跟随距离	跟随位置	不能移动	上半身受击动作（1不播放）	动态副本积分	动态buff包	动态技能包	无受击动作（1不播放）	进入战斗动作修改（不长于1.5s）	马匹坐标合集	马匹上限	灵宠坐标	灵宠刷新范围	家园对应职业	篝火围坐坐标	雇佣坐标点	雇佣路径表	家园窝棚	建筑最大等级
npcclone001036	CommonNpc		孔雀羽卫（低）	1	2		2				npc\monster122	icon\monster\monster122.png	0.919509	0		1.5	5	npc_foundplayer	1	0	0		10																		8002				8000-8014															52	50	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_jialiliang,1,50;clone001_xg_liliang,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001031	CommonNpc		孔雀黑衣卫（低）	1	2		2				npc\monster058	icon\monster\monster058.png	0.857726	0		1.5	5	npc_foundplayer	1	0	0		10																8007-8015		8002-8010				8000-8014															52	51	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_yuancheng1,1,50;clone001_xg_liuxue,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001030	CommonNpc		孔雀铁甲卫（低）	1	2		2				npc\fbfunnpc00005	icon\monster\fbfunnpc00005.png	0.985636	0		1.5	5	npc_foundplayer	1	0	0		10		lstuff1_1																																			52	51	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_fanwei1,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001035	CommonNpc		幽灵蛛卫（低）	1	2		2				npc\monster115	icon\monster\monster115.png	0.915409	0		1.5	5	npc_foundplayer	1	0	0		10																		8002				8000-8014															52	50	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_jialiliang,1,50;clone001_xg_liliang,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001010	CommonNpc		幽灵蝎卫（低）	1	2		2				npc\monster053	icon\monster\monster053.png	0.973777	0		1.5	5	npc_foundplayer	1	0	0		10																						8000-8014															52	50	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_fanwei1,1,50;clone001_xg_liaoshang,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001014	CommonNpc		绿林大盗（低）	1	2		2				npc\monster124	icon\monster\monster124.png	1.879	0		1.5	5	npc_foundplayer	1	0	0		10	lst_r_npcitem160	lstuff1_1	38	stand	standfree1											8000-8006						8000-8014															52	49	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_jialiliang,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001023	CommonNpc		褐衣护法（低）	1	2		2				npc\fbnpc00007	icon\monster\fbnpc00007.png	0.909767	0		1.5	5	npc_foundplayer	1	0	0		10		hand1_1																8003-8006		8007-8009																	52	51	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_fanwei2,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001024	CommonNpc		青衣护法（低）	1	2		2				npc\fbnpc00008	icon\monster\fbnpc00008.png	0.909767	0		1.5	5	npc_foundplayer	1	0	0		10		hand1_1																8003-8007		8007-8009																	52	51	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_fanwei1,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001022	CommonNpc		紫衣护法（低）	1	2		2				npc\fbnpc00002	icon\monster\fbnpc00002.png	0.858898	0		1.5	5	npc_foundplayer	1	0	0		10		hand1_1																8003-8005		8007-8009																	52	51	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_jiafangyu,1,50;clone001_xg_fanwei2,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001025	CommonNpc		朱衣护法（低）	1	2		2				npc\fbnpc00009	icon\monster\fbnpc00009.png	0.909767	0		1.5	5	npc_foundplayer	1	0	0		10		hand1_1																8003-8008		8007-8009																	52	51	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_liaoshang,1,50;clone001_xg_yuancheng1,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001007	CommonNpc		山庄隐卫（低）	1	202		2				npc\fbnpc00006	icon\monster\fbnpc00006.png	0.864603	0	npc\monster\PlayActNpc.lua	1.5	5	npc_foundplayer	1	0	0		5	b_r_32	blade3_1																8005		8000-8007																	58	50	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_jiafangyu,1,50;clone001_xg_liliang,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001011	CommonNpc		山贼巡哨（低）	1	2		2				npc\monster103	icon\monster\monster103.png	0.901124	0		1.5	5	npc_foundplayer	1	0	0		10	b_r_npcitem153	blade2_1	1	stand	standfree1																	8000-8014															58	49	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_jialiliang,1,50;clone001_xg_liuxue,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001034	CommonNpc		鬼祟行者（低）	1	2		2				npc\monster115	icon\monster\monster115.png	0.915409	0		1.5	5	npc_foundplayer	1	0	0		10		hand1_1	0													8007-8015		8002				8000-8014															58	51	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_liuxue,1,50;clone001_xg_jiansu,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001040	CommonNpc		幻灵使者（低）	1	2		2				npc\monster134	icon\monster\monster134.png	0.879219	0		1.5	5	npc_foundplayer	1	0	0		10		hand1_2	0													"801,280,158,022"		8002				8000-8014															64	51	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_jiafangyu,1,50;clone001_xg_liliang,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001039	CommonNpc		嗜血隐者（低）	1	2		2				npc\monster043	icon\monster\monster043.png	0.928146	0		1.5	5	npc_foundplayer	1	0	0		10	s_r_npcitem202	sword1_1	2													8007-8015		8002				8000-8014															64	51	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_jialiliang,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001038	CommonNpc		剑影侍者（低）	1	2		2				npc\monster114	icon\monster\monster114.png	0.930587	0		1.5	5	npc_foundplayer	1	0	0		10	s_r_npcitem204	sword1_1	2	s_stand_1												"801,280,158,022"		8002				8000-8014															64	51	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_jiafangyu,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
