STRING	STRING	STRING	STRING	STRING	STRING
1141	useitem_17a	0	1	1	
1142	useitem_49b	1	0	4	24557
1143	taskitem_34a	1	1	1	24586
1144	taskitem_34a	1	0	1	24587
1145	useitem_50b	1	0	2	24590
1146	useitem_50b	1	0	1	24596
1147	taskitem_62b	1	1	1	24611
1148	taskitem_45a	0	1	1	24617
1149	taskitem_45a	1	1	1	24618
1150	taskitem_33b	0	1	1	24653
1151	taskitem_29b	0	1	1	24673
1152	taskitem_29b	1	0	1	24674
1153	taskitem_63b	1	0	1	24690
1154	taskitem_65b	0	1	1	24695
1155	useitem_23b	0	1	3	24715
1156	useitem_24b	0	1	3	24715
1157	taskitem_70b	0	1	1	24728
1158	taskitem_72b	1	1	1	24735
1159	useitem_51b	1	0	1	24738
1160	taskitem_69b	0	1	1	24759
1161	taskitem_71b	0	1	1	24740
1162	useitem_52b	0	1	1	24741
1163	taskitem_66b	1	0	1	
1164	taskitem_67b	1	1	1	24758
1165	useitem_53b	1	1	1	24759
1166	taskitem_67b	1	0	1	24759
1167	taskitem_68b	0	1	1	24759
1168	taskitem_69b	0	1	1	
1169	taskitem_14a	0	1	1	24442
1170	taskitem_11b	0	1	1	24268
1172	taskitem_5b	0	1	1	24262
1173	taskitem_26f	0	1	1	24028;24029
1174	taskitem_13a	0	1	1	24441
1175	taskitem_336m	1	0	1	
1176	useitem_16f	0	1	1	24130
1177	Taskitemqdqy_005	0	1	1	24035
1178	taskitemqdadd_001	0	0	1	24028
1179	taskitemqdadd_002	0	1	1	24028
1180	taskitem_9f	0	1	1	
1181	taskitem_048sj	0	1	1	
1182	useitem_76y	1	0	1	
1183	taskitem_40f	1	1	1	24080
1184	taskitem_38f	1	0	1	24059
1185	item_zx_fhs_005	0	1	1	24097
1186	item_zx_fhs_003	0	1	1	24102
1187	item_zx_fhs_002	0	1	1	24100
