STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	
4037	WorldNpc02641	story_4037_3	storymenu_4037_3	9607	0	storyinfo_4037	10	24389		
4038	WorldNpc02642	story_4038_1	storymenu_4038_1	9607	0	storyinfo_4038	10	24397		
4038	WorldNpc02642	story_4038_2	storymenu_4038_2	9607	0	storyinfo_4038	10	24397		
4038	WorldNpc02642	story_4038_3	storymenu_4038_3	9607	0	storyinfo_4038	10	24397		
4039	WorldNpc02908	story_4039_1	storymenu_4039_1	9607	0	storyinfo_4039	10	24399		
4039	WorldNpc02908	story_4039_2	storymenu_4039_2	9607	0	storyinfo_4039	10	24399		
4041	WorldNpc02524	story_4041_1	storymenu_4041_1	9607	0	storyinfo_4041	9	24437		
4041	WorldNpc02524	story_4041_2	storymenu_4041_2	9607	0	storyinfo_4041	9	24437		
4041	WorldNpc02524	story_4041_3	storymenu_4041_3	9607	0	storyinfo_4041	9	24437		
4042	WorldNpc02528	story_4042_1	storymenu_4042_1	9607	0	storyinfo_4042	9	24446		
4042	WorldNpc02528	story_4042_2	storymenu_4042_2	9607	0	storyinfo_4042	9	24446		
4042	WorldNpc02528	story_4042_3	storymenu_4042_3	9607	0	storyinfo_4042	9	24446		
4047	WorldNpc06163	story_4047_1	storymenu_4047_1	9607	0	storyinfo_4047	22	24482		
4047	WorldNpc06163	story_4047_2	storymenu_4047_2	9607	0	storyinfo_4047	22	24482		
4047	WorldNpc06163	story_4047_3	storymenu_4047_3	9607	0	storyinfo_4047	22	24482		
4048	WorldNpc06130	story_4048_1	storymenu_4048_1	9607	0	storyinfo_4048	22	24484		
4048	WorldNpc06130	story_4048_2	storymenu_4048_2	9607	0	storyinfo_4048	22	24484		
4055	WorldNpc02428	story_4055_1	storymenu_4055_1	9607	0	storyinfo_4055	9	24533		
4055	WorldNpc02428	story_4055_2	storymenu_4055_2	9607	0	storyinfo_4055	9	24533		
4057	WorldNpc02436	story_4057_1	storymenu_4057_1	9607	0	storyinfo_4057	9	24542		
4057	WorldNpc02436	story_4057_2	storymenu_4057_2	9607	0	storyinfo_4057	9	24542		
4058	WorldNpc02437	story_4058_1	storymenu_4058_1	9607	0	storyinfo_4058	9	24548		
4058	WorldNpc02437	story_4058_2	storymenu_4058_2	9607	0	storyinfo_4058	9	24548		
4063	WorldNpc02432	story_4063_1	storymenu_4063_1	9607	0	storyinfo_4063	9	24572		
4063	WorldNpc02432	story_4063_2	storymenu_4063_2	9607	0	storyinfo_4063	9	24572		
4065	WorldNpc02446	story_4065_1	storymenu_4065_1	9607	0	storyinfo_4065	9	24579		
4065	WorldNpc02446	story_4065_2	storymenu_4065_2	9607	0	storyinfo_4065	9	24579		
4065	WorldNpc02446	story_4065_3	storymenu_4065_3	9607	0	storyinfo_4065	9	24579		
4066	WorldNpc02447	story_4066_1	storymenu_4066_1	9607	0	storyinfo_4066	9	24582		
4066	WorldNpc02447	story_4066_2	storymenu_4066_2	9607	0	storyinfo_4066	9	24582		
4067	WorldNpc02479	story_4067_1	storymenu_4067_1	9607	0	storyinfo_4067	9	24594		
4067	WorldNpc02479	story_4067_2	storymenu_4067_2	9607	0	storyinfo_4067	9	24594		
4067	WorldNpc02479	story_4067_3	storymenu_4067_3	9607	0	storyinfo_4067	9	24594		
4069	WorldNpc02453	story_4069_1	storymenu_4069_1	9607	0	storyinfo_4069	9	24603		
4069	WorldNpc02453	story_4069_2	storymenu_4069_2	9607	0	storyinfo_4069	9	24603		
4074	WorldNpc04427	story_4074_1	storymenu_4074_1	9607	0	storyinfo_4074	11	24685		
4074	WorldNpc04427	story_4074_2	storymenu_4074_2	9607	0	storyinfo_4074	11	24685		
4074	WorldNpc04427	story_4074_3	storymenu_4074_3	9607	0	storyinfo_4074	11	24685		
4076	WorldNpc04401	story_4076_1	storymenu_4076_1	9607	0	storyinfo_4076	11	24703		
4076	WorldNpc04401	story_4076_2	storymenu_4076_2	9607	0	storyinfo_4076	11	24703		
4077	WorldNpc04709	story_4077_1	storymenu_4077_1	9607	0	storyinfo_24708	11	24708		
4077	WorldNpc04709	story_4077_2	storymenu_4077_2	9607	0	storyinfo_24708	11	24708		
4078	WorldNpc04711	story_4078_1	storymenu_4078_1	9607	0	storyinfo_4078	11	24710		
4078	WorldNpc04711	story_4078_2	storymenu_4078_2	9607	0	storyinfo_4078	11	24710		
4079	WorldNpc04711	story_4079_1	storymenu_4079_1	9607	0	storyinfo_4079	11	24716		
4079	WorldNpc04711	story_4079_2	storymenu_4079_2	9607	0	storyinfo_4079	11	24716		
4081	WorldNpc05928	story_4081_1	storymenu_4081_1	9607	0	storyinfo_4081	21	24100		
4081	WorldNpc05928	story_4081_2	storymenu_4081_2	9607	0	storyinfo_4081	21	24100		
4081	WorldNpc05928	story_4081_3	storymenu_4081_3	9607	0	storyinfo_4081	21	24100		
4083	WorldNpc06007	story_4083_1	storymenu_4083_1	9607	0	storyinfo_4083	21	24132		
4083	WorldNpc06007	story_4083_2	storymenu_4083_2	9607	0	storyinfo_4083	21	24132		
4083	WorldNpc06007	story_4083_3	storymenu_4083_3	9607	0	storyinfo_4083	21	24132		
4084	WorldNpc06010	story_4084_1	storymenu_4084_1	9607	0	storyinfo_4084	21	24136		
4084	WorldNpc06010	story_4084_2	storymenu_4084_2	9607	0	storyinfo_4084	21	24136		
4084	WorldNpc06010	story_4084_3	storymenu_4084_3	9607	0	storyinfo_4084	21	24136		
4085	WorldNpc06010	story_4085_1	storymenu_4085_1	9607	0	storyinfo_4085	21	24139		
4085	WorldNpc06010	story_4085_2	storymenu_4085_2	9607	0	storyinfo_4085	21	24139		
4085	WorldNpc06010	story_4085_3	storymenu_4085_3	9607	0	storyinfo_4085	21	24139		
4086	WorldNpc06005	story_4086_1	storymenu_4086_1	9607	0	storyinfo_4086	21	24141		
4086	WorldNpc06005	story_4086_2	storymenu_4086_2	9607	0	storyinfo_4086	21	24141		
4086	WorldNpc06005	story_4086_3	storymenu_4086_3	9607	0	storyinfo_4086	21	24141		
4087	WorldNpc06101	story_4087_1	storymenu_4087_1	9607	0	storyinfo_4087	22	24145		
4087	WorldNpc06101	story_4087_2	storymenu_4087_2	9607	0	storyinfo_4087	22	24145		
4088	WorldNpc06108	story_4088_1	storymenu_4088_1	9607	0	storyinfo_4088	22	24159		
4088	WorldNpc06108	story_4088_2	storymenu_4088_2	9607	0	storyinfo_4088	22	24159		
4089	WorldNpc06122	story_4089_1	storymenu_4089_1	9607	0	storyinfo_4089	22	24168		
4089	WorldNpc06122	story_4089_2	storymenu_4089_2	9607	0	storyinfo_4089	22	24168		
4090	WorldNpc06117	story_4090_1	storymenu_4090_1	9607	0	storyinfo_4090	22	24176		
4090	WorldNpc06117	story_4090_2	storymenu_4090_2	9607	0	storyinfo_4090	22	24176		
4092	WorldNpc06126	story_4092_1	storymenu_4092_1	9607	0	storyinfo_4092	22	24191		
4092	WorldNpc06126	story_4092_2	storymenu_4092_2	9607	0	storyinfo_4092	22	24191		
4093	WorldNpc09801	story_4093_1	storymenu_4093_1	9607	0	storyinfo_4093	17	24200		
4093	WorldNpc09801	story_4093_2	storymenu_4093_2	9607	0	storyinfo_4093	17	24200		
4093	WorldNpc09801	story_4093_3	storymenu_4093_3	9607	0	storyinfo_4093	17	24200		
4094	WorldNpc09602	story_4094_1	storymenu_4094_1	9607	0	storyinfo_4094	17	24215		
4094	WorldNpc09602	story_4094_2	storymenu_4094_2	9607	0	storyinfo_4094	17	24215		
4094	WorldNpc09602	story_4094_3	storymenu_4094_3	9607	0	storyinfo_4094	17	24215		
4095	WorldNpc09601	story_4095_1	storymenu_4095_1	9607	0	storyinfo_4095	17	24240		
4095	WorldNpc09601	story_4095_2	storymenu_4095_2	9607	0	storyinfo_4095	17	24240		
4096	WorldNpc00030	story_4096_4	storymenu_4096_4	9607	0	storyinfo_4096_1	1	24249		
4096	WorldNpc00030	story_4096_5	storymenu_4096_5	9607	0	storyinfo_4096_1	1	24249		
4096	WorldNpc00030	story_4096_6	storymenu_4096_6	9607	0	storyinfo_4096_1	1	24249		
4097	WorldNpc00031	story_4097_1	storymenu_4097_1	9607	0	storyinfo_4097	1	24251		
4097	WorldNpc00031	story_4097_2	storymenu_4097_2	9607	0	storyinfo_4097	1	24251		
4098	WorldNpc00031	story_4098_1	storymenu_4098_1	9607	0	storyinfo_4098	1	24253		
4098	WorldNpc00031	story_4098_2	storymenu_4098_2	9607	0	storyinfo_4098	1	24253		
4098	WorldNpc00031	story_4098_3	storymenu_4098_3	9607	0	storyinfo_4098	1	24253		
4099	WorldNpc00032	story_4099_1	storymenu_4099_1	9607	0	storyinfo_4099	1	24260		
4099	WorldNpc00032	story_4099_2	storymenu_4099_2	9607	0	storyinfo_4099	1	24260		
4100	WorldNpc00035	story_4100_1	storymenu_4100_1	9607	0	storyinfo_4100	1	24287		
4100	WorldNpc00035	story_4100_2	storymenu_4100_2	9607	0	storyinfo_4100	1	24287		
4100	WorldNpc00035	story_4100_3	storymenu_4100_3	9607	0	storyinfo_4100	1	24287		
4101	WorldNpc08857	story_4101_1	storymenu_4101_1	9607	0	storyinfo_4101	13	24289		
4101	WorldNpc08857	story_4101_2	storymenu_4101_2	9607	0	storyinfo_4101	13	24289		
4102	WorldNpc06402	story_4102_1	storymenu_4102_1	9607	0	storyinfo_4102	20	24309		
4102	WorldNpc06402	story_4102_2	storymenu_4102_2	9607	0	storyinfo_4102	20	24309		
4103	WorldNpc06612	story_4103_1	storymenu_4103_1	9607	0	storyinfo_4103	20	24311		
4103	WorldNpc06612	story_4103_2	storymenu_4103_2	9607	0	storyinfo_4103	20	24311		
4104	WorldNpc08408	story_4104_1	storymenu_4104_1	9607	0	storyinfo_4104	13	24338		
4104	WorldNpc08408	story_4104_2	storymenu_4104_2	9607	0	storyinfo_4104	13	24338		
4105	WorldNpc08834	story_4105_1	storymenu_4105_1	9607	0	storyinfo_4105	13	24350		
4105	WorldNpc08834	story_4105_2	storymenu_4105_2	9607	0	storyinfo_4105	13	24350		
4106	WorldNpc08519	story_4106_1	storymenu_4106_1	9607	0	storyinfo_4106	13	24354		
4106	WorldNpc08519	story_4106_2	storymenu_4106_2	9607	0	storyinfo_4106	13	24354		
4107	WorldNpc08718	story_4107_1	storymenu_4107_1	9607	0	storyinfo_4107	13	24359		
4107	WorldNpc08718	story_4107_2	storymenu_4107_2	9607	0	storyinfo_4107	13	24359		
4108	WorldNpc08836	story_4108_1	storymenu_4108_1	9607	0	storyinfo_4108	13	24362		
4108	WorldNpc08836	story_4108_2	storymenu_4108_2	9607	0	storyinfo_4108	13	24362		
4109	WorldNpc08840	story_4109_1	storymenu_4109_1	9607	0	storyinfo_4109	13	24367		
4109	WorldNpc08840	story_4109_2	storymenu_4109_2	9607	0	storyinfo_4109	13	24367		
4110	WorldNpc08519	story_4110_1	storymenu_4110_1	9607	0	storyinfo_4110	13	24379		
4110	WorldNpc08519	story_4110_2	storymenu_4110_2	9607	0	storyinfo_4110	13	24379		
4111	WorldNpc08839	story_4111_1	storymenu_4111_1	9607	0	storyinfo_4111	13	24381		
4111	WorldNpc08839	story_4111_2	storymenu_4111_2	9607	0	storyinfo_4111	13	24381		
4113	WorldNpc02901	story_4113_1	storymenu_4113_1	9607	0	storyinfo_4113	10	24400		
4113	WorldNpc02901	story_4113_2	storymenu_4113_2	9607	0	storyinfo_4113	10	24400		
4114	WorldNpc02901	story_4114_1	storymenu_4114_1	9607	0	storyinfo_4114	10	24401		
4114	WorldNpc02901	story_4114_2	storymenu_4114_2	9607	0	storyinfo_4114	10	24401		
4115	WorldNpc02911	story_4115_1	storymenu_4115_1	9607	0	storyinfo_4115	10	24413		
4115	WorldNpc02911	story_4115_2	storymenu_4115_2	9607	0	storyinfo_4115	10	24413		
4115	WorldNpc02911	story_4115_3	storymenu_4115_3	9607	0	storyinfo_4115	10	24413		
4115	WorldNpc02911	story_4115_4	storymenu_4115_4	9607	0	storyinfo_4115	10	24413		
4116	WorldNpc02912	story_4116_1	storymenu_4116_1	9607	0	storyinfo_4116	10	24414		
4116	WorldNpc02912	story_4116_2	storymenu_4116_2	9607	0	storyinfo_4116	10	24414		
4117	WorldNpc02642	story_4117_1	storymenu_4117_1	9607	0	storyinfo_4117	10	24425		
4117	WorldNpc02642	story_4117_2	storymenu_4117_2	9607	0	storyinfo_4117	10	24425		
4118	WorldNpc02642	story_4118_1	storymenu_4118_1	9607	0	storyinfo_4118	10	24426		
4118	WorldNpc02642	story_4118_2	storymenu_4118_2	9607	0	storyinfo_4118	10	24426		
4119	WorldNpc02526	story_4119_1	storymenu_4119_1	9607	0	storyinfo_4119	9	24442		
4119	WorldNpc02526	story_4119_2	storymenu_4119_2	9607	0	storyinfo_4119	9	24442		
4120	WorldNpc02510	story_4120_1	storymenu_4120_1	9607	0	storyinfo_4120	9	24450		
4120	WorldNpc02510	story_4120_2	storymenu_4120_2	9607	0	storyinfo_4120	9	24450		
4121	WorldNpc02528	story_4121_1	storymenu_4121_1	9607	0	storyinfo_4121	9	24454		
4121	WorldNpc02528	story_4121_2	storymenu_4121_2	9607	0	storyinfo_4121	9	24454		
4122	WorldNpc02529	story_4122_1	storymenu_4122_1	9607	0	storyinfo_4122	9	24455		
4122	WorldNpc02529	story_4122_2	storymenu_4122_2	9607	0	storyinfo_4122	9	24455		
4122	WorldNpc02529	story_4122_3	storymenu_4122_3	9607	0	storyinfo_4122	9	24455		
4122	WorldNpc02529	story_4122_4	storymenu_4122_4	9607	0	storyinfo_4122	9	24455		
4123	WorldNpc02531	story_4123_1	storymenu_4123_1	9607	0	storyinfo_4123	9	24457		
4123	WorldNpc02531	story_4123_2	storymenu_4123_2	9607	0	storyinfo_4123	9	24457		
4124	WorldNpc02532	story_4124_1	storymenu_4124_1	9607	0	storyinfo_4124	9	24462		
4124	WorldNpc02532	story_4124_2	storymenu_4124_2	9607	0	storyinfo_4124	9	24462		
4124	WorldNpc02532	story_4124_3	storymenu_4124_3	9607	0	storyinfo_4124	9	24462		
4124	WorldNpc02532	story_4124_4	storymenu_4124_4	9607	0	storyinfo_4124	9	24462		
4125	WorldNpc02533	story_4125_1	storymenu_4125_1	9607	0	storyinfo_4125	9	24464		
4125	WorldNpc02533	story_4125_2	storymenu_4125_2	9607	0	storyinfo_4125	9	24464		
4125	WorldNpc02533	story_4125_3	storymenu_4125_3	9607	0	storyinfo_4125	9	24464		
4126	WorldNpc02501	story_4126_1	storymenu_4126_1	9607	0	storyinfo_4126	9	24468		
4126	WorldNpc02501	story_4126_2	storymenu_4126_2	9607	0	storyinfo_4126	9	24468		
4126	WorldNpc02501	story_4126_3	storymenu_4126_3	9607	0	storyinfo_4126	9	24468		
