STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
49235	11				s1350101	12	wssz_038	wssz_038		6	6																	title_49235	context_49235	accept_49235_1;menu_49235_1	complete_49235;submit_49235		target_49235			CanAcceptMenu_49235		CompleteMenu_49235					0	0	0					
49219	12				s1350101	12	wssz_038	wssz_038		6	6																	title_49219	context_49219	accept_49219_1;menu_49219_1	complete_49219;submit_49219		target_49219			CanAcceptMenu_49219		CompleteMenu_49219					0	0	0					
49234	12				s1350101	12	wssz_038	wssz_038		6	6																	title_49234	context_49234	accept_49234_1;menu_49234_1	complete_49234;submit_49234		target_49234			CanAcceptMenu_49234		CompleteMenu_49234					0	0	0					
49228	12				s1350101	12	wssz_038	wssz_038		6	6												7602					title_49228	context_49228	accept_49228_1;menu_49228_1	complete_49228;submit_49228		target_49228			CanAcceptMenu_49228		CompleteMenu_49228					0	0	0					
49218	12				s1350101	12	wssz_038	wssz_038		6	6												7603					title_49218	context_49218	accept_49218_1;menu_49218_1	complete_49218;submit_49218		target_49218			CanAcceptMenu_49218		CompleteMenu_49218					0	0	0					
49220	10				s1350101	12	wssz_038	wssz_038		6	6																	title_49220	context_49220	accept_49220_1;menu_49220_1	complete_49220;submit_49220		target_49220			CanAcceptMenu_49220		CompleteMenu_49220					0	0	0					
49232	13				s1350101	12	wssz_038	wssz_038		6	6																	title_49232	context_49232	accept_49232_1;menu_49232_1	complete_49232;submit_49232		target_49232			CanAcceptMenu_49232		CompleteMenu_49232					0	0	0					
49224	13				s1350101	12	wssz_038	wssz_038		6	6																	title_49224	context_49224	accept_49224_1;menu_49224_1	complete_49224;submit_49224		target_49224			CanAcceptMenu_49224		CompleteMenu_49224					0	0	0					
49215	10				s1350101	12	wssz_038	wssz_038		6	6																	title_49215	context_49215	accept_49215_1;menu_49215_1	complete_49215;submit_49215		target_49215			CanAcceptMenu_49215		CompleteMenu_49215					0	0	0					
49216	11				s1350101	12	wssz_038	wssz_038		6	6																	title_49216	context_49216	accept_49216_1;menu_49216_1	complete_49216;submit_49216		target_49216			CanAcceptMenu_49216		CompleteMenu_49216					0	0	0					
49222	13				s1350101	12	wssz_038	wssz_038		6	6												7604					title_49222	context_49222	accept_49222_1;menu_49222_1	complete_49222;submit_49222		target_49222			CanAcceptMenu_49222		CompleteMenu_49222					0	0	0					
49225	10				s1350101	12	wssz_038	wssz_038		6	6																	title_49225	context_49225	accept_49225_1;menu_49225_1	complete_49225;submit_49225		target_49225			CanAcceptMenu_49225		CompleteMenu_49225					0	0	0					
49221	9				s1350101	12	wssz_038	wssz_038		6	6																	title_49221	context_49221	accept_49221_1;menu_49221_1	complete_49221;submit_49221		target_49221			CanAcceptMenu_49221		CompleteMenu_49221					0	0	0					
49226	13				s1350101	12	wssz_038	wssz_038		6	6																	title_49226	context_49226	accept_49226_1;menu_49226_1	complete_49226;submit_49226		target_49226			CanAcceptMenu_49226		CompleteMenu_49226					0	0	0					
49230	13				s1350101	12	wssz_038	wssz_038		6	6												7605					title_49230	context_49230	accept_49230_1;menu_49230_1	complete_49230;submit_49230		target_49230			CanAcceptMenu_49230		CompleteMenu_49230					0	0	0					
49229	9				s1350101	12	wssz_038	wssz_038		6	6																	title_49229	context_49229	accept_49229_1;menu_49229_1	complete_49229;submit_49229		target_49229			CanAcceptMenu_49229		CompleteMenu_49229					0	0	0					
49231	9				s1350101	12	wssz_038	wssz_038		6	6																	title_49231	context_49231	accept_49231_1;menu_49231_1	complete_49231;submit_49231		target_49231			CanAcceptMenu_49231		CompleteMenu_49231					0	0	0					
49237	12				s1350101	12	wssz_038	wssz_038		6	6																	title_49237	context_49237	accept_49237_1;menu_49237_1	complete_49237;submit_49237		target_49237			CanAcceptMenu_49237		CompleteMenu_49237					0	0	0					
49300		99			s1350301	12	gb220	gb220		6	6				49301													title_49300	context_49300	accept_49300_1;menu_49300_1	complete_49300;submit_49300		target_49300			CanAcceptMenu_49300		CompleteMenu_49300					0	0	0					
49301		99			s1350301	12	gb220	wssz_036		6	6	49321		49300	49321													title_49301	context_49301	accept_49301_1;menu_49301_1	complete_49301;submit_49301		target_49301			CanAcceptMenu_49301		CompleteMenu_49301		5651			0	0	0					
49302		99			s1350301	12	wssz_018	WorldNpc03041		6	6			49321	49304													title_49302	context_49302	accept_49302_1;menu_49302_1	complete_49302;submit_49302		target_49302			CanAcceptMenu_49302		CompleteMenu_49302					0	0	0					
49304		99			s1350301	12	WorldNpc03041	WorldNpc03041		6	6			49302	49305													title_49304	context_49304	accept_49304_1;menu_49304_1	complete_49304;submit_49304		target_49304			CanAcceptMenu_49304		CompleteMenu_49304					0	0	0					
49305		99			s1350301	12	WorldNpc03191	gb247		6	6	49324		49304	49324													title_49305	context_49305	accept_49305_1;menu_49305_1	complete_49305;submit_49305		target_49305			CanAcceptMenu_49305		CompleteMenu_49305					0	0	0					
49306		99			s1350301	12	WorldNpc03042	wssz_016		6	6			49324	49307													title_49306	context_49306	accept_49306_1;menu_49306_1	complete_49306;submit_49306		target_49306			CanAcceptMenu_49306		CompleteMenu_49306					0	0	0					
49307		99			s1350301	12	wssz_016	wssz_021		6	6	49322		49306	49322													title_49307	context_49307	accept_49307_1;menu_49307_1	complete_49307;submit_49307		target_49307			CanAcceptMenu_49307		CompleteMenu_49307					0	0	0					
49308		99			s1350301	12	wssz_022	WorldNpc03042		6	6			49322	49325													title_49308	context_49308	accept_49308_1;menu_49308_1	complete_49308;submit_49308		target_49308			CanAcceptMenu_49308		CompleteMenu_49308					0	0	0					
49309		99			s1350301	12	gb237	WorldNpc03175		6	6			49325	49310													title_49309	context_49309	accept_49309_1;menu_49309_1	complete_49309;submit_49309		target_49309			CanAcceptMenu_49309		CompleteMenu_49309					0	0	0					
49310		99			s1350301	12	WorldNpc03175	wssz_026		6	6	49323		49309	49323													title_49310	context_49310	accept_49310_1;menu_49310_1	complete_49310;submit_49310		target_49310			CanAcceptMenu_49310		CompleteMenu_49310					0	0	0					
49311		99			s1350301	12	wssz_027	WorldNpc03176		6	6			49323	49312													title_49311	context_49311	accept_49311_1;menu_49311_1	complete_49311;submit_49311		target_49311			CanAcceptMenu_49311		CompleteMenu_49311					0	0	0					
49312		99			s1350301	12	WorldNpc03176	wssz_028		6	6			49311	49313													title_49312	context_49312	accept_49312_1;menu_49312_1	complete_49312;submit_49312		target_49312			CanAcceptMenu_49312		CompleteMenu_49312					0	0	0					
49313		99			s1350301	12	wssz_028	WorldNpc03176		6	6			49312	49327													title_49313	context_49313	accept_49313_1;menu_49313_1	complete_49313;submit_49313		target_49313			CanAcceptMenu_49313		CompleteMenu_49313					0	0	0					
49314		99			s1350301	12	WorldNpc03177	wssz_031		6	6			49328	49315													title_49314	context_49314	accept_49314_1;menu_49314_1	complete_49314;submit_49314		target_49314			CanAcceptMenu_49314		CompleteMenu_49314					0	0	0					
49315		99			s1350301	12	wssz_031	wssz_031		6	6			49314	49316													title_49315	context_49315	accept_49315_1;menu_49315_1	complete_49315;submit_49315		target_49315			CanAcceptMenu_49315		CompleteMenu_49315					0	0	0					
49316		99			s1350301	12	wssz_031	wssz_031		6	6			49315	49317													title_49316	context_49316	accept_49316_1;menu_49316_1	complete_49316;submit_49316		target_49316			CanAcceptMenu_49316		CompleteMenu_49316					0	0	0					
49317		99			s1350301	12	wssz_031	WorldNpc03177		6	6			49316	49318													title_49317	context_49317	accept_49317_1;menu_49317_1	complete_49317;submit_49317		target_49317			CanAcceptMenu_49317		CompleteMenu_49317					0	0	0					
49318		99			s1350301	12	WorldNpc03177	WorldNpc03162		6	6			49317	49319													title_49318	context_49318	accept_49318_1;menu_49318_1	complete_49318;submit_49318		target_49318			CanAcceptMenu_49318		CompleteMenu_49318					0	0	0					
49319		99			s1350301	12	WorldNpc03162	WorldNpc03041		6	6			49318	49320													title_49319	context_49319	accept_49319_1;menu_49319_1	complete_49319;submit_49319		target_49319			CanAcceptMenu_49319		CompleteMenu_49319					0	0	0					
49320		99			s1350301	12	WorldNpc03041	WorldNpc03041		6	6			49319														title_49320	context_49320	accept_49320_1;menu_49320_1	complete_49320;submit_49320		target_49320			CanAcceptMenu_49320		CompleteMenu_49320					0	0	0					
49321		99			s1350301	12		wssz_018		6	6			49301	49302													title_49321	context_49321		complete_49321;submit_49321		target_49321					CompleteMenu_49321					0	0	0					
49322		99			s1350301	12		wssz_022		6	6			49307	49308													title_49322	context_49322		complete_49322;submit_49322		target_49322					CompleteMenu_49322					0	0	0					
49323		99			s1350301	12		wssz_027		6	6			49310	49311													title_49323	context_49323		complete_49323;submit_49323		target_49323					CompleteMenu_49323					0	0	0					
49324		99			s1350301	12		WorldNpc03042		6	6			49305	49306													title_49324	context_49324	accept_49324_1;menu_49324_1	complete_49324;submit_49324		target_49324		next_49324	CanAcceptMenu_49324		CompleteMenu_49324					0	0	0					
49325		99			s1350301	12	WorldNpc03042	gb237		6	6			49308	49309													title_49325	context_49325	accept_49325_1;menu_49325_1	complete_49325;submit_49325		target_49325			CanAcceptMenu_49325		CompleteMenu_49325					0	0	0					
49326		99			s1350301	12	WorldNpc03176	WorldNpc03176		6	6			49311	49312													title_49326	context_49326	accept_49326_1;menu_49326_1	complete_49326;submit_49326		target_49326			CanAcceptMenu_49326		CompleteMenu_49326					0	0	0					
49327		99			s1350301	12	WorldNpc03176	WorldNpc03177		6	6			49313	49328								7606					title_49327	context_49327	accept_49327_1;menu_49327_1	complete_49327;submit_49327		target_49327			CanAcceptMenu_49327		CompleteMenu_49327					0	0	0					
49328		99			s1350301	12	WorldNpc03177	WorldNpc03177		6	6			49327	49314													title_49328	context_49328	accept_49328_1;menu_49328_1	complete_49328;submit_49328		target_49328			CanAcceptMenu_49328		CompleteMenu_49328					0	0	0					
49329					s1350301	12		WorldNpc03191		6	6																	title_49329	context_49329		complete_49329;submit_49329		target_49329					CompleteMenu_49329					0	0	0					
49339					s1350301	12		gb237		6	6															SubmitNpcEx_49339		title_49339	context_49339				target_49339		next_49339								0	0	0					
49340					s1350301	12		WorldNpc03176		6	6																	title_49340	context_49340				target_49340		next_49340								0	0	0					
49341					s1350301	12		WorldNpc03177		6	6																	title_49341	context_49341				target_49341		next_49341								0	0	0					
49410					s1350201	12	wssz_038	wssz_038		6	6																	title_49410	context_49410	accept_49410_1;menu_49410_1	complete_49410;submit_49410		target_49410			CanAcceptMenu_49410		CompleteMenu_49410					1	1	3					
49411					s1350201	12	wssz_038	wssz_038		6	6																	title_49411	context_49411	accept_49411_1;menu_49411_1	complete_49411;submit_49411		target_49411			CanAcceptMenu_49411		CompleteMenu_49411					1	1	3					
49412					s1350201	12	wssz_038	wssz_038		6	6																	title_49412	context_49412	accept_49412_1;menu_49412_1	complete_49412;submit_49412		target_49412			CanAcceptMenu_49412		CompleteMenu_49412					1	1	3					
49413					s1350201	12	wssz_038	wssz_038		6	6																	title_49413	context_49413	accept_49413_1;menu_49413_1	complete_49413;submit_49413		target_49413			CanAcceptMenu_49413		CompleteMenu_49413					1	1	1	6				
49414					s1350201	12	wssz_038	wssz_038		6	6																	title_49414	context_49414	accept_49414_1;menu_49414_1	complete_49414;submit_49414		target_49414			CanAcceptMenu_49414		CompleteMenu_49414					1	1	1	6				
49415					s1350201	12	wssz_038	wssz_038		6	6																	title_49415	context_49415	accept_49415_1;menu_49415_1	complete_49415;submit_49415		target_49415			CanAcceptMenu_49415		CompleteMenu_49415					1	1	1	6				
49416					s1350201	12	wssz_038	wssz_038		6	6																	title_49416	context_49416	accept_49416_1;menu_49416_1	complete_49416;submit_49416		target_49416			CanAcceptMenu_49416		CompleteMenu_49416					1	1	1	6				
49330					s1350401	12		WorldNpc03041		6	6																	title_49330	context_49330		complete_49330;submit_49330		target_49330					CompleteMenu_49330					0	0	0					
49331					s1350401	12					6																	title_49331	context_49331				target_49331										0	0						
49332	9				s1350401	12	wssz_038	wssz_038		6	6																	title_49332	context_49332	accept_49332_1;menu_49332_1	complete_49332;submit_49332		target_49332			CanAcceptMenu_49332		CompleteMenu_49332					1	0	0					
49333	10				s1350401	12	wssz_038	wssz_038		6	6																	title_49333	context_49333	accept_49333_1;menu_49333_1	complete_49333;submit_49333		target_49333			CanAcceptMenu_49333		CompleteMenu_49333					1	0	0					
49334	11				s1350401	12	wssz_038	wssz_038		6	6																	title_49334	context_49334	accept_49334_1;menu_49334_1	complete_49334;submit_49334		target_49334			CanAcceptMenu_49334		CompleteMenu_49334					1	0	0					
49335	12				s1350401	12	wssz_038	wssz_038		6	6																	title_49335	context_49335	accept_49335_1;menu_49335_1	complete_49335;submit_49335		target_49335			CanAcceptMenu_49335		CompleteMenu_49335					1	0	0					
49336	13				s1350401	12	wssz_038	wssz_038		6	6																			accept_49336_1;menu_49336_1	complete_49336;submit_49336					CanAcceptMenu_49336		CompleteMenu_49336					1	0	0					
49337					s1350401	12	WorldNpc03041	WorldNpc03041		6	6																	title_49337	context_49337	accept_49337_1;menu_49337_1	complete_49337;submit_49337		target_49337			CanAcceptMenu_49337		CompleteMenu_49337					1	0	0					
49338					s1350401	12	WorldNpc03041	WorldNpc03041		6	6																	title_49338	context_49338	accept_49338_1;menu_49338_1	complete_49338;submit_49338		target_49338			CanAcceptMenu_49338		CompleteMenu_49338					1	0	0					
