STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
38866	三位公子		500		repute_xujia	50							book_CS_xjz_wmcf0102	1	book_CS_xjz_wmcf0202	1	book_CS_xjz_wmcf0302	1			3	5000		
38867	四海风波		500		repute_xujia	50							ng_book_xj_00109	1	ng_book_xj_00110	1	ng_book_xj_00111	1	ng_book_xj_00112	1	3	5000		
38871	四海风波		500		repute_xujia	100															3	5000		
38872	追查真相		500		repute_xujia	50							book_CS_xjz_wmcf0402	1	book_CS_xjz_wmcf0502	1	book_CS_xjz_wmcf0602	1	book_CS_xjz_wmcf0702	1	3	5000		
38873	重剑来路		500		repute_xujia	50							ng_book_xj_00113	1	ng_book_xj_00114	1	ng_book_xj_00115	1	ng_book_xj_00116	1	3	5000		
38874	东方士廷		500		repute_xujia	100															3	5000		
38875	误会渐深		500		repute_xujia	50							book_CS_xjz_wmcf0103	1	book_CS_xjz_wmcf0203	1	book_CS_xjz_wmcf0303	1	ng_book_xj_00117	1	3	5000		
38876	平息纠纷		500		repute_xujia	100							ng_book_xj_00118	1	ng_book_xj_00119	1	ng_book_xj_00120	1	ng_book_xj_00121	1	3	5000		
38881	抽丝剥茧		500		repute_xujia	50															3	5000		
38882	浣花剑派		500		repute_xujia	100															3	5000		
38883	诡异失剑		500		repute_xujia	50							ng_book_xj_00122	1	ng_book_xj_00123	1	ng_book_xj_00124	1	ng_book_xj_00125	1	3	5000		
38884	东方铸剑		500		repute_xujia	100															3	5000		
38891	南宫世家		500		repute_xujia	50							book_CS_xjz_wmcf0403	1	book_CS_xjz_wmcf0503	1	book_CS_xjz_wmcf0603	1	book_CS_xjz_wmcf0703	1	3	5000		
38892	鲁莽失陷		500		repute_xujia	50							ng_book_xj_00126	1	ng_book_xj_00127	1	ng_book_xj_00128	1	ng_book_xj_00129	1	3	5000		
38893	毒手毒心		500		repute_xujia	50															3	5000		
38894	归还重剑		500		repute_xujia	50															3	5000		
38895	断剑疑云		500		repute_xujia	50							ng_book_xj_00130	1	ng_book_xj_00131	1	ng_book_xj_00132	1	ng_book_xj_00133	1	3	5000		
38896	风波尾声		500		repute_xujia	50							ng_book_xj_00134	1	ng_book_xj_00135	1	ng_book_xj_00136	1			3	5000		
38951	一阶身份晋级挑战																							
38952	一阶身份晋级挑战（简单）																							
38953	一阶身份晋级挑战（普通）																							
38954	一阶身份晋级挑战（困难）																							
38955	二阶身份晋级挑战																							
38956	二阶身份晋级挑战（简单）																							
38957	二阶身份晋级挑战（普通）																							
38958	二阶身份晋级挑战（困难）																							
38959	title_38959																							
38960	title_38960																							
38961	title_38961																							
38962	title_38962																							
38963	title_38963																							
38964	title_38964																							
38965	title_38965																							
38966	title_38966																							
38967	title_38967																							
38968	title_38968																							
38969	title_38969																							
38970	title_38970																							
38819	生火野炊												shengwang_xjz_001	1	item_xjzlp_01	2	reduce_SchoolRule_12	1			3	5000		
38820	烤肉												shengwang_xjz_001	1	item_xjzlp_01	2					3	5000		
38931	获取徐家庄入门资格令牌		1000										taskitem_xjz_022	1							3	5000		
38932	获取徐家庄入门资格令牌		1000										taskitem_xjz_023	1							3	5000		
38949	门派磨练(二）												shengwang_xjz_002	1	item_xjzlp_01	6	item_xjzlp_02	1			3	5000		
38950	门派磨练(三）												shengwang_xjz_002	1	item_xjzlp_01	6	item_xjzlp_02	1			3	5000		
38822	心结		10000										item_force_005	1										
38972	勤加修炼（一）		500		repute_xujia	50							itembox_yanwu_xj_01	1							3	5000		
38973	勤加修炼（二）		500		repute_xujia	50							itembox_yanwu_xj_01	1							3	5000		
38974	勤加修炼（三）		500		repute_xujia	50							itembox_yanwu_xj_02	1							3	5000		
