STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
6363	11	maintext_6363	1	ZZAnswerText1_6363	ZZAnswerText2_6363		
6364	11	maintext_6364	1	ZZAnswerText1_6364	ZZAnswerText2_6364		
6390	12	maintext_6390	1	ZZAnswerText1_6390	ZZAnswerText2_6390		
6391	12	maintext_6391	1	ZZAnswerText1_6391	ZZAnswerText2_6391		
6392	12	maintext_6392	1	ZZAnswerText1_6392	ZZAnswerText2_6392		
6393	12	maintext_6393	2	ZZAnswerText1_6393	ZZAnswerText2_6393		
6394	12	maintext_6394	2	ZZAnswerText1_6394	ZZAnswerText2_6394		
6395	12	maintext_6395	1	ZZAnswerText1_6395	ZZAnswerText2_6395		
6396	12	maintext_6396	1	ZZAnswerText1_6396	ZZAnswerText2_6396		
6397	12	maintext_6397	1	ZZAnswerText1_6397	ZZAnswerText2_6397		
6398	12	maintext_6398	2	ZZAnswerText1_6398	ZZAnswerText2_6398		
6399	12	maintext_6399	2	ZZAnswerText1_6399	ZZAnswerText2_6399		
6400	12	maintext_6400	2	ZZAnswerText1_6400	ZZAnswerText2_6400		
6401	12	maintext_6401	1	ZZAnswerText1_6401	ZZAnswerText2_6401		
6402	12	maintext_6402	2	ZZAnswerText1_6402	ZZAnswerText2_6402		
6403	12	maintext_6403	2	ZZAnswerText1_6403	ZZAnswerText2_6403		
6404	12	maintext_6404	1	ZZAnswerText1_6404	ZZAnswerText2_6404		
6405	12	maintext_6405	2	ZZAnswerText1_6405	ZZAnswerText2_6405		
6406	12	maintext_6406	1	ZZAnswerText1_6406	ZZAnswerText2_6406		
6407	12	maintext_6407	1	ZZAnswerText1_6407	ZZAnswerText2_6407		
6408	12	maintext_6408	2	ZZAnswerText1_6408	ZZAnswerText2_6408		
6409	12	maintext_6409	1	ZZAnswerText1_6409	ZZAnswerText2_6409		
6410	12	maintext_6410	2	ZZAnswerText1_6410	ZZAnswerText2_6410		
6411	12	maintext_6411	2	ZZAnswerText1_6411	ZZAnswerText2_6411		
6412	12	maintext_6412	1	ZZAnswerText1_6412	ZZAnswerText2_6412		
6413	12	maintext_6413	1	ZZAnswerText1_6413	ZZAnswerText2_6413		
6414	12	maintext_6414	2	ZZAnswerText1_6414	ZZAnswerText2_6414		
6455	13	maintext_6455	2	ZZAnswerText1_6455	ZZAnswerText2_6455		
6456	13	maintext_6456	1	ZZAnswerText1_6456	ZZAnswerText2_6456		
6457	13	maintext_6457	1	ZZAnswerText1_6457	ZZAnswerText2_6457		
6458	13	maintext_6458	2	ZZAnswerText1_6458	ZZAnswerText2_6458		
6459	13	maintext_6459	1	ZZAnswerText1_6459	ZZAnswerText2_6459		
6460	13	maintext_6460	1	ZZAnswerText1_6460	ZZAnswerText2_6460		
6461	13	maintext_6461	2	ZZAnswerText1_6461	ZZAnswerText2_6461		
6462	13	maintext_6462	1	ZZAnswerText1_6462	ZZAnswerText2_6462		
6463	13	maintext_6463	2	ZZAnswerText1_6463	ZZAnswerText2_6463		
6464	13	maintext_6464	2	ZZAnswerText1_6464	ZZAnswerText2_6464		
6465	13	maintext_6465	1	ZZAnswerText1_6465	ZZAnswerText2_6465		
6466	13	maintext_6466	1	ZZAnswerText1_6466	ZZAnswerText2_6466		
6467	13	maintext_6467	2	ZZAnswerText1_6467	ZZAnswerText2_6467		
6468	13	maintext_6468	2	ZZAnswerText1_6468	ZZAnswerText2_6468		
6469	13	maintext_6469	1	ZZAnswerText1_6469	ZZAnswerText2_6469		
6470	13	maintext_6470	2	ZZAnswerText1_6470	ZZAnswerText2_6470		
6471	13	maintext_6471	2	ZZAnswerText1_6471	ZZAnswerText2_6471		
6472	13	maintext_6472	1	ZZAnswerText1_6472	ZZAnswerText2_6472		
6473	13	maintext_6473	1	ZZAnswerText1_6473	ZZAnswerText2_6473		
6474	13	maintext_6474	2	ZZAnswerText1_6474	ZZAnswerText2_6474		
6475	13	maintext_6475	1	ZZAnswerText1_6475	ZZAnswerText2_6475		
6476	13	maintext_6476	2	ZZAnswerText1_6476	ZZAnswerText2_6476		
6477	13	maintext_6477	2	ZZAnswerText1_6477	ZZAnswerText2_6477		
6478	13	maintext_6478	1	ZZAnswerText1_6478	ZZAnswerText2_6478		
6479	13	maintext_6479	2	ZZAnswerText1_6479	ZZAnswerText2_6479		
