STRING	STRING	STRING	STRING	STRING
				
ID		monster	刷怪表ID	空
MonsterID	1	monster	刷新怪物编号	空
RSceneID		monster	所在场景ID	"1千灯镇,2恶人谷,3烟雨庄,4漠河镇,5锦衣卫,6丐帮,7君子堂,8极乐谷,9唐门,10峨眉,11武当,12少林,13燕京,14苏州,15金陵,16洛阳,17成都,18幽云十六州,19蓬莱仙境,20泛黄平原,21向阳坡,22念萝坝,23凌霄城,24梅花岭,25塞外大漠,26塞北草原"
RPosX		monster	刷怪坐标X	空
RPosY		monster	刷怪坐标Y	高度
RPosZ		monster	刷怪坐标Z	空
RLifeTime		monster	生存时间	"单位：秒,标配1800"
				
ID		tool	发放道具表ID	空
ItemId	1	tool	道具ID	空
Count		tool	数量	空
IsGive		tool	是否发放	"0不发放,1发放"
back		tool	是否归还	"0不归还,1归还"
				
ID		hunter	猎杀表ID	空
NpcId	1	hunter	猎杀怪物ID	空
Count		hunter	数量	空
IsQieCuo		hunter	切磋模式	"0不切磋,1切磋"
SceneID		hunter	所在场景ID	"1千灯镇,2恶人谷,3烟雨庄,4漠河镇,5锦衣卫,6丐帮,7君子堂,8极乐谷,9唐门,10峨眉,11武当,12少林,13燕京,14苏州,15金陵,16洛阳,17成都,18幽云十六州,19蓬莱仙境,20泛黄平原,21向阳坡,22念萝坝,23凌霄城,24梅花岭,25塞外大漠,26塞北草原"
HideNpcID	1	hunter	隐藏NPCID串	"半角逗号分割,"
RefreshMonster	1	hunter	刷怪ID	刷怪表
ActionID		hunter	动作ID	空
				
ID		collect	收集表ID	空
ItemId	1	collect	道具ID	空
Count		collect	数量	空
Droprate		collect	概率	空
NpcId	1	collect	掉落NPC	空
SceneId		collect	所在场景ID	"1千灯镇,2恶人谷,3烟雨庄,4漠河镇,5锦衣卫,6丐帮,7君子堂,8极乐谷,9唐门,10峨眉,11武当,12少林,13燕京,14苏州,15金陵,16洛阳,17成都,18幽云十六州,19蓬莱仙境,20泛黄平原,21向阳坡,22念萝坝,23凌霄城,24梅花岭,25塞外大漠,26塞北草原"
HideNpcID		collect	隐藏npc	
IsNeedCreator		collect	怪物生成器	空
RefreshMonster	1	collect	刷怪ID	空
ActionID		collect	动作ID	空
				
ID		interact	交互表ID	空
NpcId	1	interact	交互NpcID	空
SceneID	1	interact	所在场景ID	"1千灯镇,2恶人谷,3烟雨庄,4漠河镇,5锦衣卫,6丐帮,7君子堂,8极乐谷,9唐门,10峨眉,11武当,12少林,13燕京,14苏州,15金陵,16洛阳,17成都,18幽云十六州,19蓬莱仙境,20泛黄平原,21向阳坡,22念萝坝,23凌霄城,24梅花岭,25塞外大漠,26塞北草原"
HideNpcID		interact	隐藏npc	
GetItems		interact	获得道具	空
LostItems		interact	上缴道具	道具ID后面需加-1（1为上交数量），多个ID用|分割如taskitem001-5|taskitem002-3
ActionID		interact	动作ID	空
				
ID		story	ID	空
NpcID	1	story	讲故事NpcID	空
SceneID		story	所在场景ID	"1千灯镇,2恶人谷,3烟雨庄,4漠河镇,5锦衣卫,6丐帮,7君子堂,8极乐谷,9唐门,10峨眉,11武当,12少林,13燕京,14苏州,15金陵,16洛阳,17成都,18幽云十六州,19蓬莱仙境,20泛黄平原,21向阳坡,22念萝坝,23凌霄城,24梅花岭,25塞外大漠,26塞北草原"
LeaveResult		story	结束完成任务	空
ActionID		story	动作ID	空
				
ID		question	ID	空
QuestionNpc	1	question	答题NPC	空
SceneID		question	所在场景ID	"1千灯镇,2恶人谷,3烟雨庄,4漠河镇,5锦衣卫,6丐帮,7君子堂,8极乐谷,9唐门,10峨眉,11武当,12少林,13燕京,14苏州,15金陵,16洛阳,17成都,18幽云十六州,19蓬莱仙境,20泛黄平原,21向阳坡,22念萝坝,23凌霄城,24梅花岭,25塞外大漠,26塞北草原"
QuestionID		question	题库ID	空
ActionID		question	动作ID	空
				
ID		useitem	使用道具表ID	空
ItemID	1	useitem	道具ID	空
AddItems		useitem	使用生成道具	空
DeleteItems		useitem	使用删除道具	空
DeleteSelf		useitem	使用删除自己	空
SceneID		useitem	所在场景ID	"1千灯镇,2恶人谷,3烟雨庄,4漠河镇,5锦衣卫,6丐帮,7君子堂,8极乐谷,9唐门,10峨眉,11武当,12少林,13燕京,14苏州,15金陵,16洛阳,17成都,18幽云十六州,19蓬莱仙境,20泛黄平原,21向阳坡,22念萝坝,23凌霄城,24梅花岭,25塞外大漠,26塞北草原"
LockTarget		useitem	强制锁定目标	1为需要锁定
TargetConfig		useitem	使用指定目标	当需要锁定目标时添目标ID
Radius		useitem	使用半径	空
ProCount		useitem	进度总数量	空
AddPro		useitem	是否增加进度	空
Water		useitem	是否在水里	空
ActionID		useitem	动作ID	空
				
ID		convoy	护送表ID	空
NpcId	1	convoy	护送NPC的ID	空
SceneID		convoy	所在场景ID	"1千灯镇,2恶人谷,3烟雨庄,4漠河镇,5锦衣卫,6丐帮,7君子堂,8极乐谷,9唐门,10峨眉,11武当,12少林,13燕京,14苏州,15金陵,16洛阳,17成都,18幽云十六州,19蓬莱仙境,20泛黄平原,21向阳坡,22念萝坝,23凌霄城,24梅花岭,25塞外大漠,26塞北草原"
PathID		convoy	路径ID	空
HideNpcID		convoy	隐藏npc的ID串	空
ActionID		convoy	动作ID	空
				
ID		special	特殊表ID	空
SpecialType	1	special	特殊类型	空
Key1		special	关键字1	空
Key2		special	关键字2	空
TrackInfoID		special	路劲信息ID	空
Count		special	Count	空
CountEx		special	CountEx	空
MinValue		special	最小值	缺省值为0
MaxValue		special	最大值	缺省值为10亿
LimitTime		special	限制时间	踢馆和副本的限制时间，单位为秒
MarryFlag		special	夫妻	参见特殊子功能文档
