STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
44013	诡异死尸		s100102	4	WorldNpc03020	WorldNpc03125	6	6			44010	44014	1271						SubmitNpcEx_44013		title_44013	context_44013	context_44013;menu_44013	complete_44013;submit_44013	uncom_44013	target_44013	task_TrackInfo_44013	next_44013	CanAcceptMenu_44013	UncompleteMenu_44013	CompleteMenu_44013			gb01_21		0	1		0	0					
44014	诡异死尸		s100102	4	WorldNpc03125	WorldNpc03125	6	6	44015	1	44013	44015	1271						SubmitNpcEx_44014		title_44014	context_44014	context_44014;menu_44014	complete_44014;submit_44014|complete_44014_1;submit_44014_1	uncom_44014	target_44014	task_TrackInfo_44014	next_44014	CanAcceptMenu_44014	UncompleteMenu_44014	CompleteMenu_44014					0	1		0	0					
44017	诡异死尸		s100102	4	WorldNpc03120	WorldNpc03120	6	6			44016	44018	1271						SubmitNpcEx_44017		title_44017	context_44017	context_44017;menu_44017	complete_44017;submit_44017|complete_44017_1;submit_44017_1	uncom_44017	target_44017	task_TrackInfo_44017	next_44017	CanAcceptMenu_44017	UncompleteMenu_44017	CompleteMenu_44017					0	1		0	0					
44018	诡异死尸		s100102	4	WorldNpc03120	WorldNpc03120	6	6			44017	44019	1271						SubmitNpcEx_44018		title_44018	context_44018	context_44018;menu_44018	complete_44018;submit_44018|complete_44018_1;submit_44018_1	uncom_44018	target_44018	task_TrackInfo_44018	next_44018	CanAcceptMenu_44018	UncompleteMenu_44018	CompleteMenu_44018					0	1		0	0					
44019	诡异死尸		s100102	4	WorldNpc03120	WorldNpc03125	6	6			44018	44025	1271						SubmitNpcEx_44019		title_44019	context_44019	context_44019;menu_44019	complete_44019;submit_44019|complete_44019_1;submit_44019_1	uncom_44019	target_44019	task_TrackInfo_44019	next_44019	CanAcceptMenu_44019	UncompleteMenu_44019	CompleteMenu_44019					0	1		0	0					
44016			s100102	4	WorldNpc03300	WorldNpc03120	6	6			44015	44017	1271						SubmitNpcEx_44016		title_44016	context_44016	accept_44016_1;menu_44016_1	complete_44016;submit_44016		target_44016		next_44016	CanAcceptMenu_44016		CompleteMenu_44016					0	1		0	0					
44015			s100102	4	WorldNpc03125		6	6	44016	1	44014	44016	1271						SubmitNpcEx_44015		title_44015	context_44015	accept_44015_1;menu_44015_1	complete_44015;submit_44015		target_44015		next_44015	CanAcceptMenu_44015		CompleteMenu_44015					0	1		0	0					
44025	丧尽天良		s100103	4	WorldNpc03125	WorldNpc03120	6	6			44019	44026	1271						SubmitNpcEx_44025		title_44025	context_44025	context_44025;menu_44025	complete_44025;submit_44025|complete_44025_1;submit_44025_1	uncom_44025	target_44025	task_TrackInfo_44025	next_44025	CanAcceptMenu_44025	UncompleteMenu_44025	CompleteMenu_44025			gb01_41		0	1		0	0					300
44026	丧尽天良		s100103	4	WorldNpc03120	WorldNpc03120	6	6			44025	44028	1271						SubmitNpcEx_44026		title_44026	context_44026	context_44026;menu_44026	complete_44026;submit_44026	uncom_44026	target_44026	task_TrackInfo_44026	next_44026	CanAcceptMenu_44026	UncompleteMenu_44026	CompleteMenu_44026					0	1		0	0					
44027			s100103	4	WorldNpc03120	WorldNpc03120	6	6			44028	44029	1271			4114;4115			SubmitNpcEx_44027		title_44027	context_44027	accept_44027_1;menu_44027_1	complete_44027;submit_44027		target_44027		next_44027	CanAcceptMenu_44027		CompleteMenu_44027					0	1		0	0					
44028	丧尽天良		s100103	4	WorldNpc03120	WorldNpc03120	6	6			44026	44027;44032	1271						SubmitNpcEx_44028		title_44028	context_44028	context_44028;menu_44028	complete_44028;submit_44028	uncom_44028	target_44028	task_TrackInfo_44028	next_44028	CanAcceptMenu_44028	UncompleteMenu_44028	CompleteMenu_44028					0	1		0	0					
44029	丧尽天良		s100103	4	WorldNpc03120	WorldNpc03127	6	6			44027;44032	44030	1271						SubmitNpcEx_44029		title_44029	context_44029	accept_44029_1;menu_44029_1	complete_44029;submit_44029	uncom_44029	target_44029	task_TrackInfo_44029	next_44029	CanAcceptMenu_44029	UncompleteMenu_44029	CompleteMenu_44029					0	1		0	0					
44030	丧尽天良		s100103	4	WorldNpc03127	WorldNpc03131	6	6	44031	1	44029	44031	1271						SubmitNpcEx_44030		title_44030	context_44030	accept_44030_1;menu_44030_1	complete_44030;submit_44030	uncom_44030	target_44030	task_TrackInfo_44030	next_44030	CanAcceptMenu_44030	UncompleteMenu_44030	CompleteMenu_44030		138			0	1		0	0					
44032			s100103	4	WorldNpc03120	WorldNpc03120	6	6			44028	44029	1271			4113			SubmitNpcEx_44032		title_44032	context_44032	accept_44032_1;menu_44032_1	complete_44032;submit_44032		target_44032		next_44032	CanAcceptMenu_44032		CompleteMenu_44032					0	1		0	0					
44031	丧尽天良		s100103	4	WorldNpc03131	WorldNpc03013	6	6			44030	44037	1271						SubmitNpcEx_44031		title_44031	context_44031	context_44031;menu_44031	complete_44031;submit_44031|complete_44031_1;submit_44031_1	uncom_44031	target_44031	task_TrackInfo_44031	next_44031	CanAcceptMenu_44031	UncompleteMenu_44031	CompleteMenu_44031					0	1		0	0					
44037	惩恶锄奸		s100104	4	WorldNpc03013	WorldNpc03003	6	6			44031	44038	1271						SubmitNpcEx_44037		title_44037	context_44037	context_44037;menu_44037	complete_44037;submit_44037|complete_44037_1;submit_44037_1	uncom_44037	target_44037	task_TrackInfo_44037	next_44037	CanAcceptMenu_44037	UncompleteMenu_44037	CompleteMenu_44037			gb01_61		0	1		0	0					
44038	惩恶锄奸		s100104	4	WorldNpc03003	WorldNpc03120	6	6			44037	44040	1271						SubmitNpcEx_44038		title_44038	context_44038	accept_44038_1;menu_44038_1|accept_44038_2;menu_44038_2	complete_44038;submit_44038	uncom_44038	target_44038	task_TrackInfo_44038	next_44038	CanAcceptMenu_44038	UncompleteMenu_44038	CompleteMenu_44038					0	1		0	0					
44040	惩恶锄奸		s100104	4	WorldNpc03120	WorldNpc03127	6	6			44038	44041	1271						SubmitNpcEx_44040		title_44040	context_44040	context_44040;menu_44040	complete_44040;submit_44040	uncom_44040	target_44040	task_TrackInfo_44040	next_44040	CanAcceptMenu_44040	UncompleteMenu_44040	CompleteMenu_44040					0	1		0	0					
44041	惩恶锄奸		s100104	4	WorldNpc03127	WorldNpc03128	6	6			44040	44042	1271						SubmitNpcEx_44041		title_44041	context_44041	context_44041;menu_44041	complete_44041;submit_44041	uncom_44041	target_44041	task_TrackInfo_44041	next_44041	CanAcceptMenu_44041	UncompleteMenu_44041	CompleteMenu_44041					0	1		0	0					
44042	惩恶锄奸		s100104	4	WorldNpc03128	WorldNpc03013	6	6			44041	44043	1271						SubmitNpcEx_44042		title_44042	context_44042	context_44042;menu_44042	complete_44042;submit_44042	uncom_44042	target_44042	task_TrackInfo_44042	next_44042	CanAcceptMenu_44042	UncompleteMenu_44042	CompleteMenu_44042					0	1		0	0					
44043	惩恶锄奸		s100104	4	WorldNpc03013	WorldNpc03020	6	6			44042	44044	1271						SubmitNpcEx_44043		title_44043	context_44043	context_44043;menu_44043	complete_44043;submit_44043|complete_44043_1;submit_44043_1	uncom_44043	target_44043	task_TrackInfo_44043	next_44043	CanAcceptMenu_44043	UncompleteMenu_44043	CompleteMenu_44043					0	1		0	0					
44044	惩恶锄奸		s100104	4	WorldNpc03020	WorldNpc03003	6	6	1493		44043		1271						SubmitNpcEx_44044		title_44044	context_44044	context_44044;menu_44044	complete_44044;submit_44044	uncom_44044	target_44044	task_TrackInfo_44044	next_44044	CanAcceptMenu_44044	UncompleteMenu_44044	CompleteMenu_44044					0	1		0	0					
44049	抢食大会		s100201	4	WorldNpc03003	WorldNpc03005	6	6			44044	44050	3174						SubmitNpcEx_44049		title_44049	context_44049	accept_44049_1;menu_44049_1	complete_44049;submit_44049|complete_44049_1;submit_44049_1	uncom_44049	target_44049	task_TrackInfo_44049	next_44049	CanAcceptMenu_44049	UncompleteMenu_44049	CompleteMenu_44049					0	1		0	0			repute_jianghu|650	repute_jianghu|60418383	
44050	抢食大会		s100201	4	WorldNpc03005	WorldNpc03145	6	6			44049	44052	3174						SubmitNpcEx_44050		title_44050	context_44050	accept_44050_1;menu_44050_1	complete_44050;submit_44050|complete_44050_1;submit_44050_1	uncom_44050	target_44050	task_TrackInfo_44050	next_44050	CanAcceptMenu_44050	UncompleteMenu_44050	CompleteMenu_44050					0	1		0	0				repute_jianghu|60418383	
44051	抢食大会		s100201	4	WorldNpc03147	WorldNpc03146	6	6			44053	44054	3174						SubmitNpcEx_44051		title_44051	context_44051	accept_44051_1;menu_44051_1	complete_44051;submit_44051	uncom_44051	target_44051	task_TrackInfo_44051	next_44051	CanAcceptMenu_44051	UncompleteMenu_44051	CompleteMenu_44051					0	1		0	0				repute_jianghu|60418383	
44052	抢食大会		s100201	4	WorldNpc03145	WorldNpc03147	6	6			44050	44053	3174						SubmitNpcEx_44052		title_44052	context_44052	accept_44052_1;menu_44052_1	complete_44052;submit_44052|complete_44052_1;submit_44052_1	uncom_44052	target_44052	task_TrackInfo_44052	next_44052	CanAcceptMenu_44052	UncompleteMenu_44052	CompleteMenu_44052					0	1		0	0				repute_jianghu|60418383	
44053	抢食大会		s100201	4	WorldNpc03147	WorldNpc03147	6	6			44052	44051	3174						SubmitNpcEx_44053		title_44053	context_44053	accept_44053_1;menu_44053_1	complete_44053;submit_44053	uncom_44053	target_44053	task_TrackInfo_44053	next_44053	CanAcceptMenu_44053	UncompleteMenu_44053	CompleteMenu_44053					0	1		0	0				repute_jianghu|60418383	
44054	抢食大会		s100201	4	WorldNpc03146	WorldNpc03005	6	6			44051	44055	3174						SubmitNpcEx_44054		title_44054	context_44054	accept_44054_1;menu_44054_1	complete_44054;submit_44054	uncom_44054	target_44054	task_TrackInfo_44054	next_44054	CanAcceptMenu_44054	UncompleteMenu_44054	CompleteMenu_44054					0	1		0	0				repute_jianghu|60418383	
44055	抢食大会		s100201	4	WorldNpc03005	WorldNpc03005	6	6	44061	1	44054	44061	3174						SubmitNpcEx_44055		title_44055	context_44055	accept_44055_1;menu_44055_1	complete_44055;submit_44055|complete_44055_!;submit_44055_1	uncom_44055	target_44055	task_TrackInfo_44055	next_44055	CanAcceptMenu_44055	UncompleteMenu_44055	CompleteMenu_44055					0	1		0	0				repute_jianghu|60418383	
44061	再起风波		s100202	4	WorldNpc03005	WorldNpc03148	6	6			44055	44062	3174						SubmitNpcEx_44061		title_44061	context_44061	accept_44061_1;menu_44061_1	complete_44061;submit_44061	uncom_44061	target_44061	task_TrackInfo_44061	next_44061	CanAcceptMenu_44061	UncompleteMenu_44061	CompleteMenu_44061					0	1		0	0				repute_jianghu|60418383	
44062	再起风波		s100202	4	WorldNpc03148	WorldNpc03148	6	6			44061	44063	3174						SubmitNpcEx_44062		title_44062	context_44062	context_44062;menu_44062	complete_44062;submit_44062|complete_44062_1;submit_44062_1	uncom_44062	target_44062	task_TrackInfo_44062	next_44062	CanAcceptMenu_44062	UncompleteMenu_44062	CompleteMenu_44062					0	1		0	0				repute_jianghu|60418383	
44063	再起风波		s100202	4	WorldNpc03148	WorldNpc03149	6	6			44062	44064	3174			4008			SubmitNpcEx_44063		title_44063	context_44063	context_44063;menu_44063	complete_44063;submit_44063|complete_44063_1;submit_44063_1	uncom_44063	target_44063	task_TrackInfo_44063	next_44063	CanAcceptMenu_44063	UncompleteMenu_44063	CompleteMenu_44063					0	1		0	0				repute_jianghu|60418383	
44064	再起风波		s100202	4	WorldNpc03149	WorldNpc03150	6	6			44063	44065	3174			4009			SubmitNpcEx_44064		title_44064	context_44064	context_44064;menu_44064	complete_44064;submit_44064	uncom_44064	target_44064	task_TrackInfo_44064	next_44064	CanAcceptMenu_44064	UncompleteMenu_44064	CompleteMenu_44064					0	1		0	0				repute_jianghu|60418383	
44065	再起风波		s100202	4	WorldNpc03150	WorldNpc03005	6	6			44064	44066	3174			4108			SubmitNpcEx_44065		title_44065	context_44065	context_44065;menu_44065	complete_44065;submit_44065	uncom_44065	target_44065	task_TrackInfo_44065	next_44065	CanAcceptMenu_44065	UncompleteMenu_44065	CompleteMenu_44065					0	1		0	0				repute_jianghu|60418383	
44066	再起风波		s100202	4	WorldNpc03005	WorldNpc03149	6	6			44065	44067	3174			4010			SubmitNpcEx_44066		title_44066	context_44066	context_44066;menu_44066	complete_44066;submit_44066	uncom_44066	target_44066	task_TrackInfo_44066	next_44066	CanAcceptMenu_44066	UncompleteMenu_44066	CompleteMenu_44066					0	1		0	0				repute_jianghu|60418383	
44067	再起风波		s100202	4	WorldNpc03149	WorldNpc03148	6	6			44066	44068	3174						SubmitNpcEx_44067		title_44067	context_44067	context_44067;menu_44067	complete_44067;submit_44067	uncom_44067	target_44067	task_TrackInfo_44067	next_44067	CanAcceptMenu_44067	UncompleteMenu_44067	CompleteMenu_44067					0	1		0	0				repute_jianghu|60418383	
44068	再起风波		s100202	4	WorldNpc03148	WorldNpc03151	6	6			44067	44069	3174						SubmitNpcEx_44068		title_44068	context_44068	context_44068;menu_44068	complete_44068;submit_44068	uncom_44068	target_44068	task_TrackInfo_44068	next_44068	CanAcceptMenu_44068	UncompleteMenu_44068	CompleteMenu_44068					0	1		0	0				repute_jianghu|60418383	
44069	再起风波		s100202	4	WorldNpc03151	WorldNpc03152	6	6			44068	44073	3174						submitnpcex_44069		title_44069	context_44069	context_44069;menu_44069	complete_44069;submit_44069	uncom_44069	target_44069	task_TrackInfo_44069	next_44069	CanAcceptMenu_44069	UncompleteMenu_44069	CompleteMenu_44069					0	1		0	0				repute_jianghu|60418383	
44073	另有其人		s100203	4	WorldNpc03152	WorldNpc03152	6	6			44069	44074	3174						SubmitNpcEx_44073		title_44073	context_44073	context_44073;menu_44073	complete_44073;submit_44073	uncom_44073	target_44073	task_TrackInfo_44073	next_44073	CanAcceptMenu_44073	UncompleteMenu_44073	CompleteMenu_44073					0	1		0	0				repute_jianghu|60418383	
44074	另有其人		s100203	4	WorldNpc03152	WorldNpc03153	6	6			44073	44075	3174						SubmitNpcEx_44074		title_44074	context_44074	context_44074;menu_44074	complete_44074;submit_44074	uncom_44074	target_44074	task_TrackInfo_44074	next_44074	CanAcceptMenu_44074	UncompleteMenu_44074	CompleteMenu_44074					0	1		0	0				repute_jianghu|60418383	
44075	另有其人		s100203	4	WorldNpc03153	WorldNpc03154	6	6			44074	44076	3174						SubmitNpcEx_44075		title_44075	context_44075	context_44075;menu_44075	complete_44075;submit_44075	uncom_44075	target_44075	task_TrackInfo_44075	next_44075	CanAcceptMenu_44075	UncompleteMenu_44075	CompleteMenu_44075					0	1		0	0				repute_jianghu|60418383	
44076	另有其人		s100203	4	WorldNpc03154	WorldNpc03154	6	6			44075	44077	3174						SubmitNpcEx_44076		title_44076	context_44076	context_44076;menu_44076	complete_44076;submit_44076	uncom_44076	target_44076	task_TrackInfo_44076	next_44076	CanAcceptMenu_44076	UncompleteMenu_44076	CompleteMenu_44076					0	1		0	0				repute_jianghu|60418383	
44077	另有其人		s100203	4	WorldNpc03154	WorldNpc03154	6	6			44076	44078	3174			4011;4012			SubmitNpcEx_44077		title_44077	context_44077	context_44077;menu_44077	complete_44077;submit_44077	uncom_44077	target_44077	task_TrackInfo_44077	next_44077	CanAcceptMenu_44077	UncompleteMenu_44077	CompleteMenu_44077					0	1		0	0				repute_jianghu|60418383	
44078	另有其人		s100203	4	WorldNpc03154	WorldNpc03154	6	6			44077	44079	3174						SubmitNpcEx_44078		title_44078	context_44078	context_44078;menu_44078	complete_44078;submit_44078	uncom_44078	target_44078	task_TrackInfo_44078	next_44078	CanAcceptMenu_44078	UncompleteMenu_44078	CompleteMenu_44078					0	1		0	0				repute_jianghu|60418383	
44079	另有其人		s100203	4	WorldNpc03154	WorldNpc03005	6	6			44078	44080	3174						SubmitNpcEx_44079		title_44079	context_44079	context_44079;menu_44079	complete_44079;submit_44079	uncom_44079	target_44079	task_TrackInfo_44079	next_44079	CanAcceptMenu_44079	UncompleteMenu_44079	CompleteMenu_44079					0	1		0	0				repute_jianghu|60418383	
44080	另有其人		s100203	4	WorldNpc03005	WorldNpc03005	6	6			44079	44081;44082	3174						SubmitNpcEx_44080		title_44080	context_44080	context_44080;menu_44080	complete_44080;submit_44080	uncom_44080	target_44080	task_TrackInfo_44080	next_44080	CanAcceptMenu_44080	UncompleteMenu_44080	CompleteMenu_44080					0	1		0	0				repute_jianghu|60418383	
44081			s100203	4	WorldNpc03005	WorldNpc03005	6	6			44080	44085	3174						SubmitNpcEx_44081		title_44081	context_44081	accept_44081_1;menu_44081_1	complete_44081;submit_44081		target_44081		next_44081	CanAcceptMenu_44081		CompleteMenu_44081					0	1		0	0				repute_jianghu|60418383	
44082			s100203	4	WorldNpc03005	WorldNpc03005	6	6			44080	44085	3174						SubmitNpcEx_44082		title_44082	context_44082	accept_44082_1;menu_44082_1	complete_44082;submit_44082		target_44082		next_44082	CanAcceptMenu_44082		CompleteMenu_44082					0	1		0	0				repute_jianghu|60418383	
44085	反戈一击		s100204	4	WorldNpc03005	WorldNpc03005	6	6			44081;44082	44086	3174						SubmitNpcEx_44085		title_44085	context_44085	context_44085;menu_44085	complete_44085;submit_44085	uncom_44085	target_44085	task_TrackInfo_44085	next_44085	CanAcceptMenu_44085	UncompleteMenu_44085	CompleteMenu_44085					0	1		0	0				repute_jianghu|60418383	
44086	反戈一击		s100204	4	WorldNpc03005	WorldNpc03155	6	6			44085	44087	3174						SubmitNpcEx_44086		title_44086	context_44086	context_44086;menu_44086	complete_44086;submit_44086	uncom_44086	target_44086	task_TrackInfo_44086	next_44086	CanAcceptMenu_44086	UncompleteMenu_44086	CompleteMenu_44086					0	1		0	0				repute_jianghu|60418383	
44087	反戈一击		s100204	4	WorldNpc03155	WorldNpc03005	6	6			44086	44088	3174						SubmitNpcEx_44087		title_44087	context_44087	context_44087;menu_44087	complete_44087;submit_44087	uncom_44087	target_44087	task_TrackInfo_44087	next_44087	CanAcceptMenu_44087	UncompleteMenu_44087	CompleteMenu_44087					0	1		0	0				repute_jianghu|60418383	
44088	反戈一击		s100204	4	WorldNpc03005	WorldNpc03148	6	6			44087	44089	3174						SubmitNpcEx_44088		title_44088	context_44088	context_44088;menu_44088	complete_44088;submit_44088	uncom_44088	target_44088	task_TrackInfo_44088	next_44088	CanAcceptMenu_44088	UncompleteMenu_44088	CompleteMenu_44088					0	1		0	0				repute_jianghu|60418383	
44089	反戈一击		s100204	4	WorldNpc03148	WorldNpc03005	6	6			44088	44090	3174						SubmitNpcEx_44089		title_44089	context_44089	context_44089;menu_44089	complete_44089;submit_44089	uncom_44089	target_44089	task_TrackInfo_44089	next_44089	CanAcceptMenu_44089	UncompleteMenu_44089	CompleteMenu_44089					0	1		0	0				repute_jianghu|60418383	
44090	反戈一击		s100204	4	WorldNpc03005	WorldNpc03003	6	6			44089	44097	3174						SubmitNpcEx_44090		title_44090	context_44090	context_44090;menu_44090	complete_44090;submit_44090	uncom_44090	target_44090	task_TrackInfo_44090	next_44090	CanAcceptMenu_44090	UncompleteMenu_44090	CompleteMenu_44090					0	1		0	0				repute_jianghu|60418383	
44097	解密信喉		s100301	4	WorldNpc03003	WorldNpc03158	6	6			44090	44098	3174								title_44097	context_44097	context_44097;menu_44097	complete_44097	uncom_44097	target_44097	task_TrackInfo_44097	next_44097	CanAcceptMenu_44097	UncompleteMenu_44097	CompleteMenu_44097					0	1		0	0			repute_jianghu|2000	repute_jianghu|60418383	
44098	解密信喉		s100301	4	WorldNpc03158	WorldNpc03159	6	6			44097	44099	3174								title_44098	context_44098	context_44098;menu_44098	complete_44098	uncom_44098	target_44098	task_TrackInfo_44098	next_44098	CanAcceptMenu_44098	UncompleteMenu_44098	CompleteMenu_44098					0	1		0	0				repute_jianghu|60418383	
44099	解密信喉		s100301	4	WorldNpc03159	WorldNpc03159	6	6			44098	44100	3174								title_44099	context_44099	context_44099;menu_44099	complete_44099	uncom_44099	target_44099	task_TrackInfo_44099	next_44099	CanAcceptMenu_44099	UncompleteMenu_44099	CompleteMenu_44099					0	1		0	0				repute_jianghu|60418383	
44100	解密信喉		s100301	4	WorldNpc03159	WorldNpc03147	6	6			44099	44101	3174			4045;4046					title_44100	context_44100	context_44100;menu_44100	complete_44100	uncom_44100	target_44100	task_TrackInfo_44100	next_44100	CanAcceptMenu_44100	UncompleteMenu_44100	CompleteMenu_44100					0	1		0	0				repute_jianghu|60418383	
44101	解密信喉		s100301	4	WorldNpc03147	WorldNpc03014	6	6			44100	44102	3174			4047;4048					title_44101	context_44101	context_44101;menu_44101	complete_44101	uncom_44101	target_44101	task_TrackInfo_44101	next_44101	CanAcceptMenu_44101	UncompleteMenu_44101	CompleteMenu_44101					0	1		0	0				repute_jianghu|60418383	
44102	解密信喉		s100301	4	WorldNpc03014	WorldNpc03014	6	6			44101	44103	3174								title_44102	context_44102	context_44102;menu_44102	complete_44102	uncom_44102	target_44102	task_TrackInfo_44102	next_44102	CanAcceptMenu_44102	UncompleteMenu_44102	CompleteMenu_44102					0	1		0	0				repute_jianghu|60418383	
44103	解密信喉		s100301	4	WorldNpc03014	WorldNpc03014	6	6			44102	44104	3174			4021;4022;4023					title_44103	context_44103	context_44103;menu_44103	complete_44103	uncom_44103	target_44103	task_TrackInfo_44103	next_44103	CanAcceptMenu_44103	UncompleteMenu_44103	CompleteMenu_44103					0	1		0	0				repute_jianghu|60418383	
44104	解密信喉		s100301	4	WorldNpc03014	WorldNpc03014	6	6			44103	44105	3174			4025;4026;4027					title_44104	context_44104	context_44104;menu_44104	complete_44104	uncom_44104	target_44104	task_TrackInfo_44104	next_44104	CanAcceptMenu_44104	UncompleteMenu_44104	CompleteMenu_44104					0	1		0	0				repute_jianghu|60418383	
44105	解密信喉		s100301	4	WorldNpc03014	WorldNpc03003	6	6			44104	44106	3174			4030					title_44105	context_44105	context_44105;menu_44105	complete_44105	uncom_44105	target_44105	task_TrackInfo_44105	next_44105	CanAcceptMenu_44105	UncompleteMenu_44105	CompleteMenu_44105					0	1		0	0				repute_jianghu|60418383	
44106	解密信喉		s100301	4	WorldNpc03003	WorldNpc03014	6	6			44105	44107	3174			4031					title_44106	context_44106	context_44106;menu_44106	complete_44106	uncom_44106	target_44106	task_TrackInfo_44106	next_44106	CanAcceptMenu_44106	UncompleteMenu_44106	CompleteMenu_44106					0	1		0	0				repute_jianghu|60418383	
44107	解密信喉		s100301	4	WorldNpc03014	WorldNpc03014	6	6			44106	44109	3174			4032					title_44107	context_44107	context_44107;menu_44107	complete_44107	uncom_44107	target_44107	task_TrackInfo_44107	next_44107	CanAcceptMenu_44107	UncompleteMenu_44107	CompleteMenu_44107					0	1		0	0				repute_jianghu|60418383	
