STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
81261	苏州主城		s740101	5	WorldNpc01632	WorldNpc01632	14	14					15539;25665								title_81261	context_81261	accept_81261_1;menu_81261_1	complete_81261		target_81261		next_81261	CanAcceptMenu_81261		CompleteMenu_81261					1		1	1	1			54		10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0	repute_jianghu|700
81262	苏州主城		s740101	7	WorldNpc01633	WorldNpc01633	14	14					3174;15539;10416;3673;25665								title_81262	context_81262	accept_81262_1;menu_81262_1	complete_81262		target_81262		next_81262	CanAcceptMenu_81262		CompleteMenu_81262					1	1	1	1	1			54			repute_jianghu|60418383
81263	苏州主城		s740101	5	WorldNpc01634	WorldNpc01064	14	14					15539;25665								title_81263	context_81263	accept_81263_1;menu_81263_1	complete_81263		target_81263		next_81263	CanAcceptMenu_81263		CompleteMenu_81263					1	1	1	1	1			54			repute_jianghu|700
81264	苏州主城		s740101	5	WorldNpc01635	WorldNpc01637	14	14					15539;25665								title_81264	context_81264	accept_81264_1;menu_81264_1	complete_81264		target_81264		next_81264	CanAcceptMenu_81264		CompleteMenu_81264					1		1	1	1			54		10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0	repute_jianghu|700
81265	苏州主城		s740101	5	WorldNpc01090	WorldNpc01090	14	14					15539;25665								title_81265	context_81265	accept_81265_1;menu_81265_1	complete_81265		target_81265		next_81265	CanAcceptMenu_81265		CompleteMenu_81265					1		1	1	1			54		10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0	repute_jianghu|700
81266	苏州主城		s740101	5	WorldNpc01636	WorldNpc01638	14	14					15539;25665								title_81266	context_81266	accept_81266_1;menu_81266_1	complete_81266		target_81266		next_81266	CanAcceptMenu_81266		CompleteMenu_81266					1	1	1	1	1			54			repute_jianghu|700
81267	苏州主城		s740101	7	WorldNpc01038	WorldNpc01038	14	14					3174;15539;10416;3674;25665								title_81267	context_81267	accept_81267_1;menu_81267_1	complete_81267		target_81267		next_81267	CanAcceptMenu_81267		CompleteMenu_81267					1	1	1	1	1			54			repute_jianghu|60418383
81268	苏州主城		s740101	5			14	14					3174;25665								title_81268	context_81268	accept_81268_1;menu_81268_1	complete_81268		target_81268		next_81268	CanAcceptMenu_81268		CompleteMenu_81268					1		1	1	1			54		10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0	repute_jianghu|60418383
81269	苏州主城		s740101	5			14	14					3174;25665								title_81269	context_81269	accept_81269_1;menu_81269_1	complete_81269		target_81269		next_81269	CanAcceptMenu_81269		CompleteMenu_81269					1	1	1	1	1			54			repute_jianghu|60418384
81270	苏州主城		s740101	5			14	14					3174;25665								title_81270	context_81270	accept_81270_1;menu_81270_1	complete_81270		target_81270		next_81270	CanAcceptMenu_81270		CompleteMenu_81270					1		1	1	1			54		10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0	repute_jianghu|60418385
81271	苏州主城		s740101	7	WorldNpc01154	WorldNpc01121	14	14					3174;15539;10416;3675;25665								title_81271	context_81271	accept_81271_1;menu_81271_1	complete_81271		target_81271		next_81271	CanAcceptMenu_81271		CompleteMenu_81271					1	1	1	1	1			54			repute_jianghu|60418383
81272	苏州主城		s740101	5	WorldNpc01501	WorldNpc01501	14	14					15539;25665			19606					title_81272	context_81272	accept_81272_1;menu_81272_1	complete_81272		target_81272		next_81272	CanAcceptMenu_81272		CompleteMenu_81272					1	1	1	1	1			54			repute_jianghu|700
