STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
2018		回贰    百晓生的书(副本)	【2/2】	s950101	6			27	14	14			2017														title_2018	context_2018	accept_2018_1;menu_2018_1	complete_2018;submit_2018	uncom_2018	target_2018	task_TrackInfo_2018	next_2018		UncompleteMenu_2018						1	0	0				
2019			【1/1】	s950101	6			27	1	27								9327							SubmitNpcEx_2019		title_2019	context_2019	accept_2019_1;menu_2019_1	complete_2019;submit_2019		target_2019										0	0	0				
2051		兵行险招	【1/6】	s950201	6	bossclone002004	bossclone002006	28	28	28			2064	2052											submitnpcex_2051	task\clone002\task2051.lua	title_2051	context_2051	context_2051;menu_2051|target_2051;task_menu_accept_2051	complete_2051	uncom_2051	target_2051	task_TrackInfo_2051	next_2051	CanAcceptMenu_2051	UncompleteMenu_2051	CompleteMenu_2051					0	3	0				
2052		兵行险招	【2/6】	s950201	6	bossclone002006	bossclone002006	28	28	28			2051	2053											submitnpcex_2052	task\clone002\task2052.lua	title_2052	context_2052	context_2052;menu_2052|target_2052;task_menu_accept_2052	complete_2052	uncom_2052	target_2052	task_TrackInfo_2052	next_2052	CanAcceptMenu_2052	UncompleteMenu_2052	CompleteMenu_2052					0	3	0				
2053		兵行险招	【3/6】	s950201	6	bossclone002006	bossclone002012	28	28	28			2052	2054								40010			submitnpcex_2053	task\clone002\task2053.lua	title_2053	context_2053	context_2053;menu_2053|target_2053;task_menu_accept_2053	complete_2053	uncom_2053	target_2053	task_TrackInfo_2053	next_2053	CanAcceptMenu_2053	UncompleteMenu_2053	CompleteMenu_2053					0	3	0				
2054		兵行险招	【4/6】	s950201	6	bossclone002012	bossclone002012	28	28	28			2053	2056								40030			submitnpcex_2054		title_2054	context_2054	context_2054;menu_2054|target_2054;task_menu_accept_2054	complete_2054	uncom_2054	target_2054	task_TrackInfo_2054	next_2054	CanAcceptMenu_2054	UncompleteMenu_2054	CompleteMenu_2054					0	3	0				
2056		兵行险招	【5/6】	s950201	6	bossclone002006	bossclone002006	28	28	28			2054	2058											submitnpcex_2056		title_2056	context_2056	context_2056;menu_2056|target_2056;task_menu_accept_2056	complete_2056	uncom_2056	target_2056	task_TrackInfo_2056	next_2056	CanAcceptMenu_2056	UncompleteMenu_2056	CompleteMenu_2056					0	3	0				
2058		兵行险招	【6/6】	s950201	6		bossclone002004	28	28	28			2056												submitnpcex_2058	task\clone002\task2058.lua	title_2058	context_2058	context_2058;menu_2058|target_2058;task_menu_accept_2058	complete_2058	uncom_2058	target_2058	task_TrackInfo_2058	next_2058	CanAcceptMenu_2058	UncompleteMenu_2058	CompleteMenu_2058					0	3	0				
2059		接送商队	【1/5】	s950201	6	bossclone002007	bossclone002028	28	28	28				2061											submitnpcex_2059	task\clone002\task2059.lua	title_2059	context_2059	context_2059;menu_2059|target_2059;task_menu_accept_2059	complete_2059	uncom_2059	target_2059	task_TrackInfo_2059	next_2059	CanAcceptMenu_2059	UncompleteMenu_2059	CompleteMenu_2059					0	3	0				
2061		接送商队	【2/5】	s950201	6	bossclone002028	bossclone002028	28	28	28			2059	2062											submitnpcex_2061	task\clone002\task2061.lua	title_2061	context_2061	context_2061;menu_2061|target_2061;task_menu_accept_2061	complete_2061	uncom_2061	target_2061	task_TrackInfo_2061	next_2061	CanAcceptMenu_2061	UncompleteMenu_2061	CompleteMenu_2061					0	3	0				
2062		接送商队	【3/5】	s950201	6	bossclone002028	bossclone002028	28	28	28			2061	2063											submitnpcex_2062		title_2062	context_2062	context_2062;menu_2062|target_2062;task_menu_accept_2062	complete_2062	uncom_2062	target_2062	task_TrackInfo_2062	next_2062	CanAcceptMenu_2062	UncompleteMenu_2062	CompleteMenu_2062					0	3	0				
2063		接送商队	【4/5】	s950201	6	bossclone002028	bossclone002027	28	28	28			2062	2064											submitnpcex_2063		title_2063	context_2063	context_2063;menu_2063|target_2063;task_menu_accept_2063	complete_2063	uncom_2063	target_2063	task_TrackInfo_2063	next_2063	CanAcceptMenu_2063	UncompleteMenu_2063	CompleteMenu_2063					0	3	0				
2064		接送商队	【5/5】	s950201	6	bossclone002027	bossclone002028	28	28	28			2063	2051											submitnpcex_2064		title_2064	context_2064	context_2064;menu_2064|target_2064;task_menu_accept_2064	complete_2064	uncom_2064	target_2064	task_TrackInfo_2064	next_2064	CanAcceptMenu_2064	UncompleteMenu_2064	CompleteMenu_2064					0	3	0				
2067		混入客栈	【1/5】	s950201	6	funnpcclone002009	funnpcclone002009	28	28	28			2058	2069											submitnpcex_2067	task\clone002\task2067.lua	title_2067	context_2067	context_2067;menu_2067|target_2067;task_menu_accept_2067	complete_2067	uncom_2067	target_2067	task_TrackInfo_2067	next_2067	CanAcceptMenu_2067	UncompleteMenu_2067	CompleteMenu_2067					0	3	0				
2068		混入客栈	【4/5】	s950201	6	funnpcclone002071	bossclone002009	28	28	28			2070	2071								40011			submitnpcex_2068		title_2068	context_2068	context_2068;menu_2068|target_2068;task_menu_accept_2068	complete_2068	uncom_2068	target_2068	task_TrackInfo_2068	next_2068	CanAcceptMenu_2068	UncompleteMenu_2068	CompleteMenu_2068					0	3	0				
2069		混入客栈	【2/5】	s950201	6	funnpcclone002009	bossclone002009	28	28	28			2067	2070											submitnpcex_2069	task\clone002\task2069.lua	title_2069	context_2069	context_2069;menu_2069|target_2069;task_menu_accept_2069	complete_2069	uncom_2069	target_2069	task_TrackInfo_2069	next_2069	CanAcceptMenu_2069	UncompleteMenu_2069	CompleteMenu_2069					0	3	0				
2070		混入客栈	【3/5】	s950201	6	bossclone002009	funnpcclone002071	28	28	28			2069	2068											submitnpcex_2070		title_2070	context_2070	context_2070;menu_2070|target_2070;task_menu_accept_2070	complete_2070	uncom_2070	target_2070	task_TrackInfo_2070	next_2070	CanAcceptMenu_2070	UncompleteMenu_2070	CompleteMenu_2070					0	3	0				
2071		混入客栈	【5/5】	s950201	6	bossclone002009	bossclone002009	28	28	28			2068												submitnpcex_2071	task\clone002\task2071.lua	title_2071	context_2071	context_2071;menu_2071|target_2071;task_menu_accept_2071	complete_2071	uncom_2071	target_2071	task_TrackInfo_2071	next_2071	CanAcceptMenu_2071	UncompleteMenu_2071	CompleteMenu_2071					0	3	0				
2072		山寨夺权	【1/6】	s950201	6	funnpcclone002010	funnpcclone002010	28	28	28			2058	2073											submitnpcex_2072	task\clone002\task2072.lua	title_2072	context_2072	context_2072;menu_2072|target_2072;task_menu_accept_2072	complete_2072	uncom_2072	target_2072	task_TrackInfo_2072	next_2072	CanAcceptMenu_2072	UncompleteMenu_2072	CompleteMenu_2072					0	3	0				
2073		山寨夺权	【2/6】	s950201	6	funnpcclone002010	bossclone002013	28	28	28			2072	2075											submitnpcex_2073		title_2073	context_2073	context_2073;menu_2073|target_2073;task_menu_accept_2073	complete_2073	uncom_2073	target_2073	task_TrackInfo_2073	next_2073	CanAcceptMenu_2073	UncompleteMenu_2073	CompleteMenu_2073					0	3	0				
2075		山寨夺权	【3/6】	s950201	6	bossclone002013	bossclone002013	28	28	28			2073	2076											submitnpcex_2075		title_2075	context_2075	context_2075;menu_2075|target_2075;task_menu_accept_2075	complete_2075	uncom_2075	target_2075	task_TrackInfo_2075	next_2075	CanAcceptMenu_2075	UncompleteMenu_2075	CompleteMenu_2075					0	3	0				
2076		山寨夺权	【4/6】	s950201	6	bossclone002013	bossclone002013	28	28	28			2075	2077											submitnpcex_2076	task\clone002\task2076.lua	title_2076	context_2076	context_2076;menu_2076|target_2076;task_menu_accept_2076	complete_2076	uncom_2076	target_2076	task_TrackInfo_2076	next_2076	CanAcceptMenu_2076	UncompleteMenu_2076	CompleteMenu_2076					0	3	0				
2077		山寨夺权	【5/6】	s950201	6	bossclone002013	bossclone002013	28	28	28			2076	2079											submitnpcex_2077		title_2077	context_2077	context_2077;menu_2077|target_2077;task_menu_accept_2077	complete_2077	uncom_2077	target_2077	task_TrackInfo_2077	next_2077	CanAcceptMenu_2077	UncompleteMenu_2077	CompleteMenu_2077					0	3	0				
2078		周淮安-选势力		s950201	6		bossclone002006	28	28	28			2058	2080											submitnpcex_2078		title_2078	context_2078	context_2078;menu_2078|target_2078;task_menu_accept_2078	complete_2078	uncom_2078	target_2078	task_TrackInfo_2078	next_2078	CanAcceptMenu_2078	UncompleteMenu_2078	CompleteMenu_2078					0	3	0				
2079		山寨夺权	【6/6】	s950201	6	bossclone002013	funnpcclone002010	28	28	28			2077												submitnpcex_2079	task\clone002\task2079.lua	title_2079	context_2079	context_2079;menu_2079|target_2079;task_menu_accept_2079	complete_2079	uncom_2079	target_2079	task_TrackInfo_2079	next_2079	CanAcceptMenu_2079	UncompleteMenu_2079	CompleteMenu_2079					0	3	0				
2080		周淮安-订房	【1/9】	s950201	6	bossclone002006	bossclone002006	28	28	28			2078	2081											submitnpcex_2080		title_2080	context_2080	context_2080;menu_2080|target_2080;task_menu_accept_2080	complete_2080	uncom_2080	target_2080	task_TrackInfo_2080	next_2080	CanAcceptMenu_2080	UncompleteMenu_2080	CompleteMenu_2080					0	3	0				
2081		周淮安-打发霍望山	【2/9】	s950201	6		bossclone002006	28	28	28			2080	2083											submitnpcex_2081	task\clone002\task2081.lua	title_2081	context_2081	context_2081;menu_2081|target_2081;task_menu_accept_2081	complete_2081	uncom_2081	target_2081	task_TrackInfo_2081	next_2081	CanAcceptMenu_2081	UncompleteMenu_2081	CompleteMenu_2081					0	3	0				
2083		周淮安-卧底	【3/9】	s950201	6	bossclone002006	bossclone002012	28	28	28			2081	2084											submitnpcex_2083		title_2083	context_2083	context_2083;menu_2083|target_2083;task_menu_accept_2083	complete_2083	uncom_2083	target_2083	task_TrackInfo_2083	next_2083	CanAcceptMenu_2083	UncompleteMenu_2083	CompleteMenu_2083					0	3	0				
2084		周淮安-杀司马回风	【4/9】	s950201	6	bossclone002012	bossclone002012	28	28	28			2083	2086											submitnpcex_2084		title_2084	context_2084	context_2084;menu_2084|target_2084;task_menu_accept_2084	complete_2084	uncom_2084	target_2084	task_TrackInfo_2084	next_2084	CanAcceptMenu_2084	UncompleteMenu_2084	CompleteMenu_2084					0	3	0				
2086		周淮安-杀死贺虎	【5/9】	s950201	6		bossclone002004	28	28	28			2084	2087											submitnpcex_2086		title_2086	context_2086	context_2086;menu_2086|target_2086;task_menu_accept_2086	complete_2086	uncom_2086	target_2086	task_TrackInfo_2086	next_2086	CanAcceptMenu_2086	UncompleteMenu_2086	CompleteMenu_2086					0	3	0				
2087		周淮安-客栈保卫战	【6/9】	s950201	6	bossclone002004	bossclone002004	28	28	28			2086	2089											submitnpcex_2087		title_2087	context_2087	context_2087;menu_2087|target_2087;task_menu_accept_2087	complete_2087	uncom_2087	target_2087	task_TrackInfo_2087	next_2087	CanAcceptMenu_2087	UncompleteMenu_2087	CompleteMenu_2087					0	3	0				
2089		周淮安-询问密道	【7/9】	s950201	6	bossclone002004	bossclone002004	28	28	28			2087	2090											submitnpcex_2089	task\clone002\task2089.lua	title_2089	context_2089	context_2089;menu_2089|target_2089;task_menu_accept_2089	complete_2089	uncom_2089	target_2089	task_TrackInfo_2089	next_2089	CanAcceptMenu_2089	UncompleteMenu_2089	CompleteMenu_2089					0	3	0				
2090		周淮安-杀死董遒	【8/9】	s950201	6		bossclone002004	28	28	28			2089	2093											submitnpcex_2090		title_2090	context_2090	context_2090;menu_2090|target_2090;task_menu_accept_2090	complete_2090	uncom_2090	target_2090	task_TrackInfo_2090	next_2090	CanAcceptMenu_2090	UncompleteMenu_2090	CompleteMenu_2090					0	3	0				
2091		周淮安-密道出关		s950201	6			28																			title_2091	context_2091	context_2091;menu_2091|target_2091;task_menu_accept_2091	complete_2091	uncom_2091	target_2091	task_TrackInfo_2091	next_2091	CanAcceptMenu_2091	UncompleteMenu_2091	CompleteMenu_2091					0	3	0				
2092		周淮安-杀死曹少卿		s950201	6			28																			title_2092	context_2092	context_2092;menu_2092|target_2092;task_menu_accept_2092	complete_2092	uncom_2092	target_2092	task_TrackInfo_2092	next_2092	CanAcceptMenu_2092	UncompleteMenu_2092	CompleteMenu_2092					0	3	0				
2093		周淮安-保家卫国	【9/9】	s950201	6		bossclone002004	28	28	28		1	2090												submitnpcex_2093		title_2093	context_2093	context_2093;menu_2093|target_2093;task_menu_accept_2093	complete_2093	uncom_2093	target_2093	task_TrackInfo_2093	next_2093	CanAcceptMenu_2093	UncompleteMenu_2093	CompleteMenu_2093					0	3	0				
2094		周淮安-杀死胡人统领		s950201	6			28																			title_2094	context_2094	context_2094;menu_2094|target_2094;task_menu_accept_2094	complete_2094	uncom_2094	target_2094	task_TrackInfo_2094	next_2094	CanAcceptMenu_2094	UncompleteMenu_2094	CompleteMenu_2094					0	3	0				
2095		沈义山-订房	【1/10】	s950201	6	bossclone002028	bossclone002028	28	28	28			2233	2096											submitnpcex_2095	task\clone002\task2095.lua	title_2095	context_2095	context_2095;menu_2095|target_2095;task_menu_accept_2095	complete_2095	uncom_2095	target_2095	task_TrackInfo_2095	next_2095	CanAcceptMenu_2095	UncompleteMenu_2095	CompleteMenu_2095					0	3	0				
2096		沈义山-打发千户	【2/10】	s950201	6		bossclone002028	28	28	28			2095	2097											submitnpcex_2096	task\clone002\task2096.lua	title_2096	context_2096	context_2096;menu_2096|target_2096;task_menu_accept_2096	complete_2096	uncom_2096	target_2096	task_TrackInfo_2096	next_2096	CanAcceptMenu_2096	UncompleteMenu_2096	CompleteMenu_2096					0	3	0				
2097		沈义山-卧底	【3/10】	s950201	6	bossclone002028	bossclone002028	28	28	28			2096	2098											submitnpcex_2097		title_2097	context_2097	context_2097;menu_2097|target_2097;task_menu_accept_2097	complete_2097	uncom_2097	target_2097	task_TrackInfo_2097	next_2097	CanAcceptMenu_2097	UncompleteMenu_2097	CompleteMenu_2097					0	3	0				
2098		沈义山-杀司马回风	【4/10】	s950201	6	bossclone002028	bossclone002028	28	28	28			2097	2099											submitnpcex_2098		title_2098	context_2098	context_2098;menu_2098|target_2098;task_menu_accept_2098	complete_2098	uncom_2098	target_2098	task_TrackInfo_2098	next_2098	CanAcceptMenu_2098	UncompleteMenu_2098	CompleteMenu_2098					0	3	0				
2099		沈义山-杀死贺虎	【5/10】	s950201	6		bossclone002027	28	28	28			2098	2231											submitnpcex_2099		title_2099	context_2099	context_2099;menu_2099|target_2099;task_menu_accept_2099	complete_2099	uncom_2099	target_2099	task_TrackInfo_2099	next_2099	CanAcceptMenu_2099	UncompleteMenu_2099	CompleteMenu_2099					0	3	0				
2101		掌柜的女儿	多环节顺序交互	s950501	6	FuncNpc00106	funnpcclone003102	29	14	56			1801;1802;1803;1804;1805;1806;1807;1808;51229;73198;74283;	2102											submitnpcex_2101		title_2101	context_2101	context_2101;menu_2101|target_2101;task_menu_accept_2101	complete_2101	uncom_2101	target_2101	task_TrackInfo_2101	next_2101	CanAcceptMenu_2101	UncompleteMenu_2101	CompleteMenu_2101					1	0	0				
2102		拔刀相助		s950501	6	funnpcclone003102	funnpcclone003102	29	56	56	2120		2101	2120											submitnpcex_2102		title_2102	context_2102	context_2102;menu_2102|target_2102;task_menu_accept_2102	complete_2102	uncom_2102	target_2102	task_TrackInfo_2102	next_2102	CanAcceptMenu_2102	UncompleteMenu_2102	CompleteMenu_2102					1	0	0				
2120				s950501	6		funnpcclone003108			14			2102	2103													title_2120	context_2120	accept_2120_1;menu_2120_1	complete_2120;submit_2120		target_2120		next_2120	CanAcceptMenu_2120		CompleteMenu_2120					1	0	0				
2103		打探消息		s950501	6	funnpcclone003108	funnpcclone003108	29	14	14			2120	2131													title_2103	context_2103	context_2103;menu_2103|target_2103;task_menu_accept_2103	complete_2103	uncom_2103	target_2103	task_TrackInfo_2103	next_2103	CanAcceptMenu_2103	UncompleteMenu_2103	CompleteMenu_2103					1	0	0				
2104		赶往渔村		s950501	6	Transcity02H1	funnpcclone003106	29	14	29			2131	2105											submitnpcex_2104		title_2104	context_2104	accept_2104_1;menu_2104_1		uncom_2104	target_2104	task_TrackInfo_2104	next_2104	CanAcceptMenu_2104	UncompleteMenu_2104						1	0	0				
2105		救救村民		s950501	6	funnpcclone003106	funnpcclone003109	29	29	29			2104	2109											submitnpcex_2105		title_2105	context_2105	context_2105;menu_2105|target_2105;task_menu_accept_2105	complete_2105	uncom_2105	target_2105	task_TrackInfo_2105	next_2105	CanAcceptMenu_2105	UncompleteMenu_2105	CompleteMenu_2105					1	1	0				
2106		村长的女儿		s950501	6	funnpcclone003003	funnpcclone003003	29	29	29			2110	2107											submitnpcex_2106		title_2106	context_2106	context_2106;menu_2106|target_2106;task_menu_accept_2106	complete_2106	uncom_2106	target_2106	task_TrackInfo_2106	next_2106	CanAcceptMenu_2106	UncompleteMenu_2106	CompleteMenu_2106					1	1	0				
2107		安葬渔村		s950501	6			29	29	29	1	1	2106												submitnpcex_2107		title_2107	context_2107	context_2107;menu_2107|target_2107;task_menu_accept_2107	complete_2107	uncom_2107	target_2107	task_TrackInfo_2107	next_2107	CanAcceptMenu_2107	UncompleteMenu_2107	CompleteMenu_2107					1	1	0				
2108		赶回酒楼		s950501	6			29	29	29																	title_2108	context_2108	context_2108;menu_2108|target_2108;task_menu_accept_2108	complete_2108	uncom_2108	target_2108	task_TrackInfo_2108	next_2108	CanAcceptMenu_2108	UncompleteMenu_2108	CompleteMenu_2108					1	1	0				
2109		扑灭大火		s950501	6	funnpcclone003109	funnpcclone003110	29	29	29			2105	2110											submitnpcex_2109		title_2109	context_2109	context_2109;menu_2109|target_2109;task_menu_accept_2109	complete_2109	uncom_2109	target_2109	task_TrackInfo_2109	next_2109	CanAcceptMenu_2109	UncompleteMenu_2109	CompleteMenu_2109					1	1	0				
2110		抢回财宝		s950501	6	funnpcclone003110	funnpcclone003003	29	29	29			2109	2106											submitnpcex_2110		title_2110	context_2110	context_2110;menu_2110|target_2110;task_menu_accept_2110	complete_2110	uncom_2110	target_2110	task_TrackInfo_2110	next_2110	CanAcceptMenu_2110	UncompleteMenu_2110	CompleteMenu_2110					1	1	0				
2131				s950501	6	funnpcclone003108	Transcity02H1	29	29	14			2103	2104													title_2131	context_2131	accept_2131_1;menu_2131_1			target_2131		next_2131	CanAcceptMenu_2131							1	0	0				
2162		保护村落		s950601	6			30	30	30								11148							submitnpcex_2162	task\clone004\task_2162.lua	title_2162	context_2162	context_2162;menu_2162|target_2162;task_menu_accept_2162	complete_2162	uncom_2162	target_2162	task_TrackInfo_2162	next_2162	CanAcceptMenu_2162	UncompleteMenu_2162	CompleteMenu_2162					1	3	0				
2163		解救方无恨		s950601	6			30	30	30				2167				11148							submitnpcex_2163	task\clone004\task_2163.lua	title_2163	context_2163	context_2163;menu_2163|target_2163;task_menu_accept_2163	complete_2163	uncom_2163	target_2163	task_TrackInfo_2163	next_2163	CanAcceptMenu_2163	UncompleteMenu_2163	CompleteMenu_2163					1	3	0				
2164		横刀立马		s950601	6			30				1						11148								task\clone004\task_2164.lua	title_2164	context_2164	context_2164;menu_2164|target_2164;task_menu_accept_2164	complete_2164	uncom_2164	target_2164	task_TrackInfo_2164	next_2164	CanAcceptMenu_2164	UncompleteMenu_2164	CompleteMenu_2164					1	3	0				
2165		解救朱佶焞		s950601	6			30	30	30			2167					11148							submitnpcex_2165	task\clone004\task_2165.lua	title_2165	context_2165	context_2165;menu_2165|target_2165;task_menu_accept_2165	complete_2165	uncom_2165	target_2165	task_TrackInfo_2165	next_2165	CanAcceptMenu_2165	UncompleteMenu_2165	CompleteMenu_2165					1	3	0				
2166		擒贼擒王		s950601	6			30		30								11148							submitnpcex_2166		title_2166	context_2166	context_2166;menu_2166|target_2166;task_menu_accept_2166	complete_2166	uncom_2166	target_2166	task_TrackInfo_2166	next_2166	CanAcceptMenu_2166	UncompleteMenu_2166	CompleteMenu_2166					1	3	0				
2167		关门打狗		s950601	6			30	30	30			2163	2165				11148							submitnpcex_2167	task\clone004\task_2167.lua	title_2167	context_2167	context_2167;menu_2167|target_2167;task_menu_accept_2167	complete_2167	uncom_2167	target_2167	task_TrackInfo_2167	next_2167	CanAcceptMenu_2167	UncompleteMenu_2167	CompleteMenu_2167					1	3	0				
2171		寻找儿子	【1/6】	s950601	6	FunnpcClone004011	FunnpcClone004012	30	9	9				2172				11148									title_2171	context_2171	context_2171;menu_2171|target_2171;task_menu_accept_2171	complete_2171	uncom_2171	target_2171	task_TrackInfo_2171	next_2171	CanAcceptMenu_2171	UncompleteMenu_2171	CompleteMenu_2171					1	1	0				
2172		送子回家	【2/6】	s950601	6	FunnpcClone004012	FunnpcClone004011	30	9	9			2171	2173				11148									title_2172	context_2172	context_2172;menu_2172|target_2172;task_menu_accept_2172	complete_2172	uncom_2172	target_2172	task_TrackInfo_2172	next_2172	CanAcceptMenu_2172	UncompleteMenu_2172	CompleteMenu_2172					1	0	0				
2173		沉睡之谜	【3/6】	s950601	6	FunnpcClone004011	FunnpcClone004011	30	9	9			2172	2174				11148									title_2173	context_2173	context_2173;menu_2173|target_2173;task_menu_accept_2173	complete_2173	uncom_2173	target_2173	task_TrackInfo_2173	next_2173	CanAcceptMenu_2173	UncompleteMenu_2173	CompleteMenu_2173					1	0	0				
2174		打探情况	【4/6】	s950601	6	FunnpcClone004011	WorldNpc02203	30	9	9			2173	2175				11148									title_2174	context_2174	context_2174;menu_2174|target_2174;task_menu_accept_2174	complete_2174	uncom_2174	target_2174	task_TrackInfo_2174	next_2174	CanAcceptMenu_2174	UncompleteMenu_2174	CompleteMenu_2174					1	0	0				
2175		寻找真相	【5/6】	s950601	6	WorldNpc02203	WorldNpc02203	30	9	9			2174	2176				11148									title_2175	context_2175	context_2175;menu_2175|target_2175;task_menu_accept_2175	complete_2175	uncom_2175	target_2175	task_TrackInfo_2175	next_2175	CanAcceptMenu_2175	UncompleteMenu_2175	CompleteMenu_2175					1	0	0				
2176		夺取解药	【6/6】	s950601	6	WorldNpc02203	FunnpcClone004011	30	9	9			2175					11148									title_2176	context_2176	context_2176;menu_2176|target_2176;task_menu_accept_2176	complete_2176	uncom_2176	target_2176	task_TrackInfo_2176	next_2176	CanAcceptMenu_2176	UncompleteMenu_2176	CompleteMenu_2176					1	0	0				
2177		雁门之危	【1/9】	s950601	6	WorldNpc00212	WorldNpc00212	30	12	12				2178				9869									title_2177	context_2177	context_2177;menu_2177|target_2177;task_menu_accept_2177	complete_2177	uncom_2177	target_2177	task_TrackInfo_2177	next_2177	CanAcceptMenu_2177	UncompleteMenu_2177	CompleteMenu_2177					1	1	0				
2178		巧遇	【2/9】	s950601	6	WorldNpc00212	FunnpcClone004701	30	12	12			2177	2179													title_2178	context_2178	context_2178;menu_2178|target_2178;task_menu_accept_2178	complete_2178	uncom_2178	target_2178	task_TrackInfo_2178	next_2178	CanAcceptMenu_2178	UncompleteMenu_2178	CompleteMenu_2178					1	0	0				
2179		考验	【3/9】	s950601	6	FunnpcClone004701	FunnpcClone004701	30	12	12			2178	2180													title_2179	context_2179	context_2179;menu_2179|target_2179;task_menu_accept_2179	complete_2179	uncom_2179	target_2179	task_TrackInfo_2179	next_2179	CanAcceptMenu_2179	UncompleteMenu_2179	CompleteMenu_2179					1	0	0				
2180		劝说未果	【4/9】	s950601	6	FunnpcClone004701	WorldNpc00212	30	12	12			2179	2181								40038					title_2180	context_2180	context_2180;menu_2180|target_2180;task_menu_accept_2180	complete_2180	uncom_2180	target_2180	task_TrackInfo_2180	next_2180	CanAcceptMenu_2180	UncompleteMenu_2180	CompleteMenu_2180					1	0	0				
