STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
84114	Èû±±²ÝÔ­¿¦ËþËþÍõÍ¥		s860505	5	WorldNpc07021	WorldNpc07021	26	26					3170								title_84114	context_84114	accept_84114_1;menu_84114_1	complete_84114		target_84114		next_84114	CanAcceptMenu_84114		CompleteMenu_84114					1	1	1	1	1				171		repute_jianghu|8285383
84115	Èû±±²ÝÔ­¿¦ËþËþÍõÍ¥		s860505	7	WorldNpc07026	WorldNpc07027	26	26					3170;10416;3738								title_84115	context_84115	accept_84115_1;menu_84115_1	complete_84115		target_84115		next_84115	CanAcceptMenu_84115		CompleteMenu_84115					1	1	1	1	1				171		repute_jianghu|8285383
84116	Èû±±²ÝÔ­¿¦ËþËþÍõÍ¥		s860505	5	WorldNpc07028	WorldNpc07029	26	26					3170								title_84116	context_84116	accept_84116_1;menu_84116_1	complete_84116		target_84116		next_84116	CanAcceptMenu_84116		CompleteMenu_84116					1	1	1	1	1				171		repute_jianghu|8285383
84117	Èû±±²ÝÔ­¿¦ËþËþÍõÍ¥		s860505	5	WorldNpc07030	WorldNpc07031	26	26					3170								title_84117	context_84117	accept_84117_1;menu_84117_1	complete_84117		target_84117		next_84117	CanAcceptMenu_84117		CompleteMenu_84117					1	1	1	1	1				171	10416&3742|100071|conditiontext_100071|0|conditiontips_0;10416&3741|100070|conditiontext_100070|14|conditiontips_14;10416&3740|100069|conditiontext_100069|17|conditiontips_17;10416&3739|100068|conditiontext_100068|13|conditiontips_13;10416&3738|100067|conditiontext_100067|17|conditiontips_17;10416&3737|100066|conditiontext_100066|13|conditiontips_13;10416&3736|100065|conditiontext_100065|1|conditiontips_1;10416&3735|100064|conditiontext_100064|0|conditiontips_0	repute_jianghu|8285383
84118	Èû±±²ÝÔ­¿¦ËþËþÍõÍ¥		s860505	5	WorldNpc07036	WorldNpc07036	26	26					3170								title_84118	context_84118	accept_84118_1;menu_84118_1	complete_84118		target_84118		next_84118	CanAcceptMenu_84118		CompleteMenu_84118					1	1	1	1	1				171		repute_jianghu|8285383
84119	Èû±±²ÝÔ­¿¦ËþËþÍõÍ¥		s860505	5	WorldNpc07040	WorldNpc07039	26	26					3170								title_84119	context_84119	accept_84119_1;menu_84119_1	complete_84119		target_84119		next_84119	CanAcceptMenu_84119		CompleteMenu_84119					1	1	1	1	1				171	10416&3742|100071|conditiontext_100071|0|conditiontips_0;10416&3741|100070|conditiontext_100070|14|conditiontips_14;10416&3740|100069|conditiontext_100069|17|conditiontips_17;10416&3739|100068|conditiontext_100068|13|conditiontips_13;10416&3738|100067|conditiontext_100067|17|conditiontips_17;10416&3737|100066|conditiontext_100066|13|conditiontips_13;10416&3736|100065|conditiontext_100065|1|conditiontips_1;10416&3735|100064|conditiontext_100064|0|conditiontips_0	repute_jianghu|8285383
84120	Èû±±²ÝÔ­¿¦ËþËþÍõÍ¥		s860505	7	WorldNpc07046	WorldNpc07047	26	26					3170;10416;3739								title_84120	context_84120	accept_84120_1;menu_84120_1	complete_84120		target_84120		next_84120	CanAcceptMenu_84120		CompleteMenu_84120					1	1	1	1	1				171		repute_jianghu|8285383
84121	Èû±±²ÝÔ­¿¦ËþËþÍõÍ¥		s860505	5	WorldNpc07048	WorldNpc07048	26	26					3170								title_84121	context_84121	accept_84121_1;menu_84121_1	complete_84121		target_84121		next_84121	CanAcceptMenu_84121		CompleteMenu_84121					1	1	1	1	1				171		repute_jianghu|8285383
84122	Èû±±²ÝÔ­¿¦ËþËþÍõÍ¥		s860505	5	WorldNpc07049	WorldNpc07050	26	26					3170								title_84122	context_84122	accept_84122_1;menu_84122_1	complete_84122		target_84122		next_84122	CanAcceptMenu_84122		CompleteMenu_84122					1	1	1	1	1				171	10416&3742|100071|conditiontext_100071|0|conditiontips_0;10416&3741|100070|conditiontext_100070|14|conditiontips_14;10416&3740|100069|conditiontext_100069|17|conditiontips_17;10416&3739|100068|conditiontext_100068|13|conditiontips_13;10416&3738|100067|conditiontext_100067|17|conditiontips_17;10416&3737|100066|conditiontext_100066|13|conditiontips_13;10416&3736|100065|conditiontext_100065|1|conditiontips_1;10416&3735|100064|conditiontext_100064|0|conditiontips_0	repute_jianghu|8285383
84123	Èû±±²ÝÔ­¿¦ËþËþÍõÍ¥		s860505	5	WorldNpc07022	WorldNpc07023	26	26					3170			42840					title_84123	context_84123	accept_84123_1;menu_84123_1	complete_84123		target_84123		next_84123	CanAcceptMenu_84123		CompleteMenu_84123					1	1	1	1	1				171		repute_jianghu|8285383
84124	Èû±±²ÝÔ­¿¦ËþËþÍõÍ¥		s860505	5	WorldNpc07024	WorldNpc07025	26	26					3170			42841					title_84124	context_84124	accept_84124_1;menu_84124_1	complete_84124		target_84124		next_84124	CanAcceptMenu_84124		CompleteMenu_84124					1	1	1	1	1				171	10416&3742|100071|conditiontext_100071|0|conditiontips_0;10416&3741|100070|conditiontext_100070|14|conditiontips_14;10416&3740|100069|conditiontext_100069|17|conditiontips_17;10416&3739|100068|conditiontext_100068|13|conditiontips_13;10416&3738|100067|conditiontext_100067|17|conditiontips_17;10416&3737|100066|conditiontext_100066|13|conditiontips_13;10416&3736|100065|conditiontext_100065|1|conditiontips_1;10416&3735|100064|conditiontext_100064|0|conditiontips_0	repute_jianghu|8285383
84125	Èû±±²ÝÔ­¿¦ËþËþÍõÍ¥		s860505	5	WorldNpc07051	WorldNpc07051	26	26					3170			42842					title_84125	context_84125	accept_84125_1;menu_84125_1	complete_84125		target_84125		next_84125	CanAcceptMenu_84125		CompleteMenu_84125					1	1	1	1	1				171		repute_jianghu|8285383
