STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
18482				s660101	2		WorldNpc02634			10								14641;933									title_18482	context_18482	accept_18482_1;menu_18482_1	complete_18482;submit_18482		target_18482		next_18482	CanAcceptMenu_18482		CompleteMenu_18482					1	0	0				
18500				s660101	2		WorldNpc02610			10	18501							933							SubmitNpcEx_18500	Adventure\cd\em3ntask_giveup18500.lua	title_18500	context_18500		complete_18500;submit_18500		target_18500		next_18500			CompleteMenu_18500					1	0	2	1	999		
18501				s660101	2		World_qy_emxsm			10	18502			18502				14643;933							SubmitNpcEx_18501		title_18501	context_18501		complete_18501;submit_18501		target_18501		next_18501			CompleteMenu_18501					1	0	0				
18502				s660101	2	World_qy_embsj			10	10	18503	1	18501	18503				933							SubmitNpcEx_18502		title_18502	context_18502				target_18502		next_18502								1	0	0				
18490				s660101	2						18491	1						933				25007			SubmitNpcEx_18490	Adventure\cd\em3ntask_giveup18490.lua	title_18490	context_18490				target_18490		next_18490								1	0	2	1	999		
18491				s660101	2						18492	1		18492				14639;933							SubmitNpcEx_18490		title_18491	context_18491				target_18491		next_18490								1	0	0				
18492				s660101	2						18493	1	18491	18493				933							SubmitNpcEx_18490		title_18492	context_18492				target_18492		next_18490								1	0	0				
18493				s660101	2						18494	1	18492	18494				933							SubmitNpcEx_18490		title_18493	context_18493				target_18491		next_18490								1	0	0				
18494				s660101	2						18495	1	18493	18495				933							SubmitNpcEx_18490		title_18494	context_18494				target_18492		next_18490								1	0	0				
18495				s660101	2						18496	1	18494	18496				933							SubmitNpcEx_18490		title_18495	context_18495				target_18491		next_18490								1	0	0				
18496				s660101	2		WorldNpc02604						18495					933				25008			SubmitNpcEx_18490		title_18496	context_18496		complete_18496;submit_18496		target_18492		next_18490			CompleteMenu_18496					1	0	0				
18503				s660101	2		WorldNpc02604			10			18502					933							SubmitNpcEx_18503		title_18503	context_18503		complete_18503;submit_18503		target_18503		next_18503			CompleteMenu_18503					1	0	0				
18504				s660101	2						18426	1						933									title_18504	context_18504				target_18504										1	0	0				
18429			1月2日	s660101	2		WorldNpc02683			10	18444							933								Adventure\cd\em3ntask_giveup18429.lua	title_18429	context_18429	accept_18429_1;menu_18429_1	complete_18429;submit_18429		target_18429		next_18429	CanAcceptMenu_18429		CompleteMenu_18429					1	0	2	1	999		
