STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
534		矿工		s960101	3					4																	title_534	context_534		complete_534	uncom_534	target_534	task_TrackInfo_534	next_534	CanAcceptMenu_534	UncompleteMenu_534	CompleteMenu_534													
535		铁匠		s960101	3					4																	title_535	context_535		complete_535	uncom_535	target_535	task_TrackInfo_535	next_535	CanAcceptMenu_535	UncompleteMenu_535	CompleteMenu_535													
536		渔夫		s960101	3					4																	title_536	context_536		complete_536	uncom_536	target_536	task_TrackInfo_536	next_536	CanAcceptMenu_536	UncompleteMenu_536	CompleteMenu_536													
537		樵夫		s960101	3					4																	title_537	context_537		complete_537	uncom_537	target_537	task_TrackInfo_537	next_537	CanAcceptMenu_537	UncompleteMenu_537	CompleteMenu_537													
538		农夫		s960101	3					4																	title_538	context_538		complete_538	uncom_538	target_538	task_TrackInfo_538	next_538	CanAcceptMenu_538	UncompleteMenu_538	CompleteMenu_538													
539		猎户		s960101	3					4																	title_539	context_539		complete_539	uncom_539	target_539	task_TrackInfo_539	next_539	CanAcceptMenu_539	UncompleteMenu_539	CompleteMenu_539													
540		裁缝		s960101	3					4																	title_540	context_540		complete_540	uncom_540	target_540	task_TrackInfo_540	next_540	CanAcceptMenu_540	UncompleteMenu_540	CompleteMenu_540													
541		金匠		s960101	3					4																	title_541	context_541		complete_541	uncom_541	target_541	task_TrackInfo_541	next_541	CanAcceptMenu_541	UncompleteMenu_541	CompleteMenu_541													
542		药师		s960101	3					4																	title_542	context_542		complete_542	uncom_542	target_542	task_TrackInfo_542	next_542	CanAcceptMenu_542	UncompleteMenu_542	CompleteMenu_542													
543		毒师		s960101	3					4																	title_543	context_543		complete_543	uncom_543	target_543	task_TrackInfo_543	next_543	CanAcceptMenu_543	UncompleteMenu_543	CompleteMenu_543													
544		厨师		s960101	3					4																	title_544	context_544		complete_544	uncom_544	target_544	task_TrackInfo_544	next_544	CanAcceptMenu_544	UncompleteMenu_544	CompleteMenu_544													
545		矿工		s960101	3	kuanggongtudi	kuanggongtudi											22466							SubmitNpcEx_545		title_545	context_545	accept_545_1;menu_545_1	complete_545;submit_545	uncom_545	target_545	task_TrackInfo_545	next_545	CanAcceptMenu_545	UncompleteMenu_545	CompleteMenu_545					1	0	1	1	1				
546		矿工		s960101	3	kuanggongtudi	kuanggongtudi											22467							SubmitNpcEx_546		title_546	context_546	accept_546_1;menu_546_1	complete_546	uncom_546	target_546	task_TrackInfo_546	next_546	CanAcceptMenu_546	UncompleteMenu_546	CompleteMenu_546					1	0	1	1	1				
547		矿工		s960101	3	kuanggongtudi	kuanggongtudi											22468							SubmitNpcEx_547		title_547	context_547	accept_547_1;menu_547_1	complete_547	uncom_547	target_547	task_TrackInfo_547	next_547	CanAcceptMenu_547	UncompleteMenu_547	CompleteMenu_547					1	0	1	1	1				
548		矿工		s960101	3	kuanggongtudi	kuanggongtudi											22469							SubmitNpcEx_548		title_548	context_548	accept_548_1;menu_548_1	complete_548	uncom_548	target_548	task_TrackInfo_548	next_548	CanAcceptMenu_548	UncompleteMenu_548	CompleteMenu_548					1	0	1	1	1				
549		矿工		s960101	3	kuanggongtudi	kuanggongtudi											22470							SubmitNpcEx_549		title_549	context_549	accept_549_1;menu_549_1	complete_549	uncom_549	target_549	task_TrackInfo_549	next_549	CanAcceptMenu_549	UncompleteMenu_549	CompleteMenu_549					1	0	1	1	1				
550		矿工		s960101	3	kuanggongtudi	kuanggongtudi											22471							SubmitNpcEx_550		title_550	context_550	accept_550_1;menu_550_1	complete_550	uncom_550	target_550	task_TrackInfo_550	next_550	CanAcceptMenu_550	UncompleteMenu_550	CompleteMenu_550					1	0	1	1	1				
551		矿工		s960101	3	kuanggongtudi	kuanggongtudi											22472							SubmitNpcEx_551		title_551	context_551	accept_551_1;menu_551_1	complete_551	uncom_551	target_551	task_TrackInfo_551	next_551	CanAcceptMenu_551	UncompleteMenu_551	CompleteMenu_551					1	0	1	1	1				
552		矿工		s960101	3	kuanggongtudi	kuanggongtudi											2712							SubmitNpcEx_552		title_552	context_552	accept_552_1;menu_552_1	complete_552	uncom_552	target_552	task_TrackInfo_552	next_552	CanAcceptMenu_552	UncompleteMenu_552	CompleteMenu_552					1	0	1	1	1				
553		铁匠		s960101	3	tiejiangtudi	tiejiangtudi											22473							SubmitNpcEx_553		title_553	context_553	accept_553_1;menu_553_1	complete_553	uncom_553	target_553	task_TrackInfo_553	next_553	CanAcceptMenu_553	UncompleteMenu_553	CompleteMenu_553					1	0	1	1	1				
554		铁匠		s960101	3	tiejiangtudi	tiejiangtudi											22474							SubmitNpcEx_554		title_554	context_554	accept_554_1;menu_554_1	complete_554	uncom_554	target_554	task_TrackInfo_554	next_554	CanAcceptMenu_554	UncompleteMenu_554	CompleteMenu_574					1	0	1	1	1				
555		铁匠		s960101	3	tiejiangtudi	tiejiangtudi											22475							SubmitNpcEx_555		title_555	context_555	accept_555_1;menu_555_1	complete_555	uncom_555	target_555	task_TrackInfo_555	next_555	CanAcceptMenu_555	UncompleteMenu_555	CompleteMenu_555					1	0	1	1	1				
556		铁匠		s960101	3	tiejiangtudi	tiejiangtudi											22476							SubmitNpcEx_556		title_556	context_556	accept_556_1;menu_556_1	complete_556	uncom_556	target_556	task_TrackInfo_556	next_556	CanAcceptMenu_556	UncompleteMenu_556	CompleteMenu_556					1	0	1	1	1				
557		铁匠		s960101	3	tiejiangtudi	tiejiangtudi											22477							SubmitNpcEx_557		title_557	context_557	accept_557_1;menu_557_1	complete_557	uncom_557	target_557	task_TrackInfo_557	next_557	CanAcceptMenu_557	UncompleteMenu_557	CompleteMenu_557					1	0	1	1	1				
558		铁匠		s960101	3	tiejiangtudi	tiejiangtudi											22478							SubmitNpcEx_558		title_558	context_558	accept_558_1;menu_558_1	complete_558	uncom_558	target_558	task_TrackInfo_558	next_558	CanAcceptMenu_558	UncompleteMenu_558	CompleteMenu_558					1	0	1	1	1				
559		铁匠		s960101	3	tiejiangtudi	tiejiangtudi											22479							SubmitNpcEx_559		title_559	context_559	accept_559_1;menu_559_1	complete_559	uncom_559	target_559	task_TrackInfo_559	next_559	CanAcceptMenu_559	UncompleteMenu_559	CompleteMenu_559					1	0	1	1	1				
560		铁匠		s960101	3	tiejiangtudi	tiejiangtudi											2720							SubmitNpcEx_560		title_560	context_560	accept_560_1;menu_560_1	complete_560	uncom_560	target_560	task_TrackInfo_560	next_560	CanAcceptMenu_560	UncompleteMenu_560	CompleteMenu_560					1	0	1	1	1				
561		渔夫		s960101	3	yufutudi	yufutudi											22480							SubmitNpcEx_561		title_561	context_561	accept_561_1;menu_561_1	complete_561	uncom_561	target_561	task_TrackInfo_561	next_561	CanAcceptMenu_561	UncompleteMenu_561	CompleteMenu_561					1	0	1	1	1				
562		渔夫		s960101	3	yufutudi	yufutudi											22481							SubmitNpcEx_562		title_562	context_562	accept_562_1;menu_562_1	complete_562	uncom_562	target_562	task_TrackInfo_562	next_562	CanAcceptMenu_562	UncompleteMenu_562	CompleteMenu_562					1	0	1	1	1				
563		渔夫		s960101	3	yufutudi	yufutudi											22482							SubmitNpcEx_563		title_563	context_563	accept_563_1;menu_563_1	complete_563	uncom_563	target_563	task_TrackInfo_563	next_563	CanAcceptMenu_563	UncompleteMenu_563	CompleteMenu_563					1	0	1	1	1				
564		渔夫		s960101	3	yufutudi	yufutudi											22483							SubmitNpcEx_564		title_564	context_564	accept_564_1;menu_564_1	complete_564	uncom_564	target_564	task_TrackInfo_564	next_564	CanAcceptMenu_564	UncompleteMenu_564	CompleteMenu_564					1	0	1	1	1				
565		渔夫		s960101	3	yufutudi	yufutudi											22484							SubmitNpcEx_565		title_565	context_565	accept_565_1;menu_565_1	complete_565	uncom_565	target_565	task_TrackInfo_565	next_565	CanAcceptMenu_565	UncompleteMenu_565	CompleteMenu_565					1	0	1	1	1				
566		渔夫		s960101	3	yufutudi	yufutudi											22485							SubmitNpcEx_566		title_566	context_566	accept_566_1;menu_566_1	complete_566	uncom_566	target_566	task_TrackInfo_566	next_566	CanAcceptMenu_566	UncompleteMenu_566	CompleteMenu_566					1	0	1	1	1				
567		渔夫		s960101	3	yufutudi	yufutudi											22486							SubmitNpcEx_567		title_567	context_567	accept_567_1;menu_567_1	complete_567	uncom_567	target_567	task_TrackInfo_567	next_567	CanAcceptMenu_567	UncompleteMenu_567	CompleteMenu_567					1	0	1	1	1				
568		渔夫		s960101	3	yufutudi	yufutudi											2728							SubmitNpcEx_568		title_568	context_568	accept_568_1;menu_568_1	complete_568	uncom_568	target_568	task_TrackInfo_568	next_568	CanAcceptMenu_568	UncompleteMenu_568	CompleteMenu_568					1	0	1	1	1				
569		樵夫		s960101	3	qiaofutudi	qiaofutudi											22487							SubmitNpcEx_569		title_569	context_569	accept_569_1;menu_569_1	complete_569	uncom_569	target_569	task_TrackInfo_569	next_569	CanAcceptMenu_569	UncompleteMenu_569	CompleteMenu_569					1	0	1	1	1				
570		樵夫		s960101	3	qiaofutudi	qiaofutudi											22488							SubmitNpcEx_570		title_570	context_570	accept_570_1;menu_570_1	complete_570	uncom_570	target_570	task_TrackInfo_570	next_570	CanAcceptMenu_570	UncompleteMenu_570	CompleteMenu_570					1	0	1	1	1				
571		樵夫		s960101	3	qiaofutudi	qiaofutudi											22489							SubmitNpcEx_571		title_571	context_571	accept_571_1;menu_571_1	complete_571	uncom_571	target_571	task_TrackInfo_571	next_571	CanAcceptMenu_571	UncompleteMenu_571	CompleteMenu_571					1	0	1	1	1				
572		樵夫		s960101	3	qiaofutudi	qiaofutudi											22490							SubmitNpcEx_572		title_572	context_572	accept_572_1;menu_572_1	complete_572	uncom_572	target_572	task_TrackInfo_572	next_572	CanAcceptMenu_572	UncompleteMenu_572	CompleteMenu_572					1	0	1	1	1				
573		樵夫		s960101	3	qiaofutudi	qiaofutudi											22491							SubmitNpcEx_573		title_573	context_573	accept_573_1;menu_573_1	complete_573	uncom_573	target_573	task_TrackInfo_573	next_573	CanAcceptMenu_573	UncompleteMenu_573	CompleteMenu_573					1	0	1	1	1				
574		樵夫		s960101	3	qiaofutudi	qiaofutudi											22492							SubmitNpcEx_574		title_574	context_574	accept_574_1;menu_574_1	complete_574	uncom_574	target_574	task_TrackInfo_574	next_574	CanAcceptMenu_574	UncompleteMenu_574	CompleteMenu_574					1	0	1	1	1				
575		樵夫		s960101	3	qiaofutudi	qiaofutudi											22493							SubmitNpcEx_575		title_576	context_575	accept_575_1;menu_575_1	complete_575	uncom_575	target_575	task_TrackInfo_575	next_575	CanAcceptMenu_575	UncompleteMenu_575	CompleteMenu_575					1	0	1	1	1				
576		樵夫		s960101	3	qiaofutudi	qiaofutudi											2736							SubmitNpcEx_576		title_576	context_576	accept_576_1;menu_576_1	complete_576	uncom_576	target_576	task_TrackInfo_576	next_576	CanAcceptMenu_576	UncompleteMenu_576	CompleteMenu_576					1	0	1	1	1				
577		农夫		s960101	3	nongfutudi	nongfutudi											22494							SubmitNpcEx_577		title_577	context_577	accept_577_1;menu_577_1	complete_577	uncom_577	target_577	task_TrackInfo_577	next_577	CanAcceptMenu_577	UncompleteMenu_577	CompleteMenu_577					1	0	1	1	1				
578		农夫		s960101	3	nongfutudi	nongfutudi											22495							SubmitNpcEx_578		title_578	context_578	accept_578_1;menu_578_1	complete_578	uncom_578	target_578	task_TrackInfo_578	next_578	CanAcceptMenu_578	UncompleteMenu_578	CompleteMenu_578					1	0	1	1	1				
579		农夫		s960101	3	nongfutudi	nongfutudi											22496							SubmitNpcEx_579		title_579	context_579	accept_579_1;menu_579_1	complete_579	uncom_579	target_579	task_TrackInfo_579	next_579	CanAcceptMenu_579	UncompleteMenu_579	CompleteMenu_579					1	0	1	1	1				
580		农夫		s960101	3	nongfutudi	nongfutudi											22497							SubmitNpcEx_580		title_580	context_580	accept_580_1;menu_580_1	complete_580	uncom_580	target_580	task_TrackInfo_580	next_580	CanAcceptMenu_580	UncompleteMenu_580	CompleteMenu_580					1	0	1	1	1				
581		农夫		s960101	3	nongfutudi	nongfutudi											22498							SubmitNpcEx_581		title_581	context_581	accept_581_1;menu_581_1	complete_581	uncom_581	target_581	task_TrackInfo_581	next_581	CanAcceptMenu_581	UncompleteMenu_581	CompleteMenu_581					1	0	1	1	1				
582		农夫		s960101	3	nongfutudi	nongfutudi											22499							SubmitNpcEx_582		title_582	context_582	accept_582_1;menu_582_1	complete_582	uncom_582	target_582	task_TrackInfo_582	next_582	CanAcceptMenu_582	UncompleteMenu_582	CompleteMenu_582					1	0	1	1	1				
583		农夫		s960101	3	nongfutudi	nongfutudi											22500							SubmitNpcEx_583		title_583	context_583	accept_583_1;menu_583_1	complete_583	uncom_583	target_583	task_TrackInfo_583	next_583	CanAcceptMenu_583	UncompleteMenu_583	CompleteMenu_583					1	0	1	1	1				
584		农夫		s960101	3	nongfutudi	nongfutudi											2744							SubmitNpcEx_584		title_584	context_584	accept_584_1;menu_584_1	complete_584	uncom_584	target_584	task_TrackInfo_584	next_584	CanAcceptMenu_584	UncompleteMenu_584	CompleteMenu_584					1	0	1	1	1				
585		猎户		s960101	3	liehutudi	liehutudi											22501							SubmitNpcEx_585		title_585	context_585	accept_585_1;menu_585_1	complete_585	uncom_585	target_585	task_TrackInfo_585	next_585	CanAcceptMenu_585	UncompleteMenu_585	CompleteMenu_585					1	0	1	1	1				
586		猎户		s960101	3	liehutudi	liehutudi											22502							SubmitNpcEx_586		title_586	context_586	accept_586_1;menu_586_1	complete_586	uncom_586	target_586	task_TrackInfo_586	next_586	CanAcceptMenu_586	UncompleteMenu_586	CompleteMenu_586					1	0	1	1	1				
587		猎户		s960101	3	liehutudi	liehutudi											22503							SubmitNpcEx_587		title_587	context_587	accept_587_1;menu_587_1	complete_587	uncom_587	target_587	task_TrackInfo_587	next_587	CanAcceptMenu_587	UncompleteMenu_587	CompleteMenu_587					1	0	1	1	1				
588		猎户		s960101	3	liehutudi	liehutudi											22504							SubmitNpcEx_588		title_588	context_588	accept_588_1;menu_588_1	complete_588	uncom_588	target_588	task_TrackInfo_588	next_588	CanAcceptMenu_588	UncompleteMenu_588	CompleteMenu_588					1	0	1	1	1				
589		猎户		s960101	3	liehutudi	liehutudi											22505							SubmitNpcEx_589		title_589	context_589	accept_589_1;menu_589_1	complete_589	uncom_589	target_589	task_TrackInfo_589	next_589	CanAcceptMenu_589	UncompleteMenu_589	CompleteMenu_589					1	0	1	1	1				
590		猎户		s960101	3	liehutudi	liehutudi											22506							SubmitNpcEx_590		title_590	context_590	accept_590_1;menu_590_1	complete_590	uncom_590	target_590	task_TrackInfo_590	next_590	CanAcceptMenu_590	UncompleteMenu_590	CompleteMenu_590					1	0	1	1	1				
591		猎户		s960101	3	liehutudi	liehutudi											22507							SubmitNpcEx_591		title_591	context_591	accept_591_1;menu_591_1	complete_591	uncom_591	target_591	task_TrackInfo_591	next_591	CanAcceptMenu_591	UncompleteMenu_591	CompleteMenu_591					1	0	1	1	1				
592		猎户		s960101	3	liehutudi	liehutudi											2752							SubmitNpcEx_592		title_592	context_592	accept_592_1;menu_592_1	complete_592	uncom_592	target_592	task_TrackInfo_592	next_592	CanAcceptMenu_592	UncompleteMenu_592	CompleteMenu_592					1	0	1	1	1				
593		裁缝		s960101	3	caifengtudi	caifengtudi											22508							SubmitNpcEx_593		title_593	context_593	accept_593_1;menu_593_1	complete_593	uncom_593	target_593	task_TrackInfo_593	next_593	CanAcceptMenu_593	UncompleteMenu_593	CompleteMenu_593					1	0	1	1	1				
594		裁缝		s960101	3	caifengtudi	caifengtudi											22509							SubmitNpcEx_594		title_594	context_594	accept_594_1;menu_594_1	complete_594	uncom_594	target_594	task_TrackInfo_594	next_594	CanAcceptMenu_594	UncompleteMenu_594	CompleteMenu_594					1	0	1	1	1				
595		裁缝		s960101	3	caifengtudi	caifengtudi											22510							SubmitNpcEx_595		title_595	context_595	accept_595_1;menu_595_1	complete_595	uncom_595	target_595	task_TrackInfo_595	next_595	CanAcceptMenu_595	UncompleteMenu_595	CompleteMenu_595					1	0	1	1	1				
596		裁缝		s960101	3	caifengtudi	caifengtudi											22511							SubmitNpcEx_596		title_596	context_596	accept_596_1;menu_596_1	complete_596	uncom_596	target_596	task_TrackInfo_596	next_596	CanAcceptMenu_596	UncompleteMenu_596	CompleteMenu_596					1	0	1	1	1				
597		裁缝		s960101	3	caifengtudi	caifengtudi											22512							SubmitNpcEx_597		title_597	context_597	accept_597_1;menu_597_1	complete_597	uncom_597	target_597	task_TrackInfo_597	next_597	CanAcceptMenu_597	UncompleteMenu_597	CompleteMenu_597					1	0	1	1	1				
598		裁缝		s960101	3	caifengtudi	caifengtudi											22513							SubmitNpcEx_598		title_598	context_598	accept_598_1;menu_598_1	complete_598	uncom_598	target_598	task_TrackInfo_598	next_598	CanAcceptMenu_598	UncompleteMenu_598	CompleteMenu_598					1	0	1	1	1				
599		裁缝		s960101	3	caifengtudi	caifengtudi											22514							SubmitNpcEx_599		title_599	context_599	accept_599_1;menu_599_1	complete_599	uncom_599	target_599	task_TrackInfo_599	next_599	CanAcceptMenu_599	UncompleteMenu_599	CompleteMenu_599					1	0	1	1	1				
600		裁缝		s960101	3	caifengtudi	caifengtudi											2760							SubmitNpcEx_600		title_600	context_600	accept_600_1;menu_600_1	complete_600	uncom_600	target_600	task_TrackInfo_600	next_600	CanAcceptMenu_600	UncompleteMenu_600	CompleteMenu_600					1	0	1	1	1				
601		金匠		s960101	3	jinjiangtudi	jinjiangtudi											22515							SubmitNpcEx_601		title_601	context_601	accept_601_1;menu_601_1	complete_601	uncom_601	target_601	task_TrackInfo_601	next_601	CanAcceptMenu_601	UncompleteMenu_601	CompleteMenu_601					1	0	1	1	1				
602		金匠		s960101	3	jinjiangtudi	jinjiangtudi											22516							SubmitNpcEx_602		title_602	context_602	accept_602_1;menu_602_1	complete_602	uncom_602	target_602	task_TrackInfo_602	next_602	CanAcceptMenu_602	UncompleteMenu_602	CompleteMenu_602					1	0	1	1	1				
603		金匠		s960101	3	jinjiangtudi	jinjiangtudi											22517							SubmitNpcEx_603		title_603	context_603	accept_603_1;menu_603_1	complete_603	uncom_603	target_603	task_TrackInfo_603	next_603	CanAcceptMenu_603	UncompleteMenu_603	CompleteMenu_603					1	0	1	1	1				
604		金匠		s960101	3	jinjiangtudi	jinjiangtudi											22518							SubmitNpcEx_604		title_604	context_604	accept_604_1;menu_604_1	complete_604	uncom_604	target_604	task_TrackInfo_604	next_604	CanAcceptMenu_604	UncompleteMenu_604	CompleteMenu_604					1	0	1	1	1				
