STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
17418				s610101	2		WorldNpc04103			5								1273							SubmitNpcEx_17418		title_17418	context_17418	accept_17418_1;menu_17418_1	complete_17418;submit_17418		target_17418		next_17418	CanAcceptMenu_17418		CompleteMenu_17418					1	0	0				
17419				s610101	2		WorldNpc04208			5								1273							SubmitNpcEx_17419		title_17419	context_17419	accept_17419_1;menu_17419_1	complete_17419;submit_17419		target_17419		next_17419	CanAcceptMenu_17419		CompleteMenu_17419					1	0	2	1	999		
17420				s610101	2		WorldNpc03224			5	17424							1273							SubmitNpcEx_17420	Adventure\jysm\task17420.lua	title_17420	context_17420	accept_17420_1;menu_17420_1	complete_17420;submit_17420		target_17420		next_17420	CanAcceptMenu_17420		CompleteMenu_17420					1	0	2	1	999		
17421				s610101	2		WorldNpc04200			5	17425							1273							SubmitNpcEx_17421	Adventure\jysm\task17421.lua	title_17421	context_17421	accept_17421_1;menu_17421_1	complete_17421;submit_17421		target_17421		next_17421	CanAcceptMenu_17421		CompleteMenu_17421					1	0	2	1	999		
17422				s610101	2		WorldNpc04278			5	17423							1273							SubmitNpcEx_17422	Adventure\jysm\task17422.lua	title_17422	context_17422		complete_17422;submit_17422		target_17422		next_17422			CompleteMenu_17422					1	0	2	1	999		
17423				s610101	2		WorldNpc04105			5								1273							SubmitNpcEx_17423		title_17423	context_17423		complete_17423;submit_17423		target_17423		next_17423			CompleteMenu_17423					1	0	0				
17424				s610101	2		WorldNpc04208			5								1273							SubmitNpcEx_17424		title_17424	context_17424		complete_17424;submit_17424		target_17424		next_17424			CompleteMenu_17424					1	0	0				
17425				s610101	2		WorldNpc04202			5								1273							SubmitNpcEx_17425		title_17425	context_17425	accept_17425_1;menu_17425_1	complete_17425;submit_17425		target_17425		next_17425	CanAcceptMenu_17425		CompleteMenu_17425					1	0	0				
17426				s610101	2		WorldNpc04383			5	17432							1273							SubmitNpcEx_17426	Adventure\jysm\task17426.lua	title_17426	context_17426	accept_17426_1;menu_17426_1	complete_17426;submit_17426		target_17426		next_17426	CanAcceptMenu_17426		CompleteMenu_17426					1	0	2	1	999		
17427				s610101	2		WorldNpc04383			5	17428							1273							SubmitNpcEx_17427		title_17427	context_17427	accept_17427_1;menu_17427_1	complete_17427;submit_17427		target_17427		next_17427	CanAcceptMenu_17427		CompleteMenu_17427					1	0	0				
17428				s610101	2		WorldNpc04201			5								1273							SubmitNpcEx_17428		title_17428	context_17428		complete_17428;submit_17428		target_17428		next_17428			CompleteMenu_17428					1	0	0				
17429				s610101	2		WorldNpc04121			5	17430							1273							SubmitNpcEx_17429	Adventure\jysm\task17429.lua	title_17429	context_17429	accept_17429_1;menu_17429_1	complete_17429;submit_17429		target_17429		next_17429	CanAcceptMenu_17429		CompleteMenu_17429					1	0	2	1	999		
17430				s610101	2		WorldNpc04213			5								1273							SubmitNpcEx_17430		title_17430	context_17430	accept_17430_1;menu_17430_1	complete_17430;submit_17430		target_17430		next_17430	CanAcceptMenu_17430		CompleteMenu_17430					1	0	0				
17431				s610101	2		WorldNpc04103			5	17418							1273							SubmitNpcEx_17431		title_17431	context_17431		complete_17431;submit_17431		target_17431		next_17431			CompleteMenu_17431					1	0	0				
17432				s610101	2		WorldNpc04383			5	17427							1273							SubmitNpcEx_17432		title_17432	context_17432		complete_17432;submit_17432		target_17432		next_17432			CompleteMenu_17432					1	0	0				
17433				s610101	2		WorldNpc08837			13	17434							1273							SubmitNpcEx_17433	Adventure\jysm\task17433.lua	title_17433	context_17433		complete_17433;submit_17433		target_17433		next_17433			CompleteMenu_17433					1	0	2	1	999		
17434				s610101	2		WorldNpc09040			13	17435							1273							SubmitNpcEx_17434		title_17434	context_17434		complete_17434;submit_17434		target_17434		next_17434			CompleteMenu_17434					1	0	0				
17435				s610101	2		WorldNpc04220			5								1273							SubmitNpcEx_17435		title_17435	context_17435		complete_17435;submit_17435		target_17435		next_17435			CompleteMenu_17435					1	0	0				
17436				s610101	2		WorldNpc04395			5	17437							1273							SubmitNpcEx_17436	Adventure\jysm\task17436.lua	title_17436	context_17436		complete_17436;submit_17436		target_17436		next_17436			CompleteMenu_17436					1	0	2	1	999		
17437				s610101	2		WorldNpc04345			5	17438							1273							SubmitNpcEx_17437		title_17437	context_17437		complete_17437;submit_17437		target_17437		next_17437			CompleteMenu_17437					1	0	0				
17438				s610101	2		WorldNpc04200			5								1273							SubmitNpcEx_17438		title_17438	context_17438		complete_17438;submit_17438		target_17438		next_17438			CompleteMenu_17438					1	0	0				
17439				s610101	2		WorldNpc04213			5	17441							1273							SubmitNpcEx_17439	Adventure\jysm\task17439.lua	title_17439	context_17439		complete_17439;submit_17439		target_17439		next_17439			CompleteMenu_17439					1	0	2	1	999		
17440				s610101	2	worldnpc04101	worldnpc04101		5	5			17441					1273							SubmitNpcEx_17440		title_17440	context_17440	accept_17440_1;menu_17440_1	complete_17440;submit_17440		target_17440		next_17440	CanAcceptMenu_17440		CompleteMenu_17440					1	0	0				
17441				s610101	2		worldnpc04101			5	17440			17440				1273							SubmitNpcEx_17441		title_17441	context_17441		complete_17441;submit_17441		target_17441		next_17441			CompleteMenu_17441					1	0	0				
17442				s610101	2		qyjysmxt		15	15								1273				29004;29005			SubmitNpcEx_17442		title_17442	context_17442	accept_17442_1;menu_17442_1	complete_17442;submit_17442		target_17442		next_17442	CanAcceptMenu_17442		CompleteMenu_17442					0	0	2	1	999		
