STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
49		烟雨庄入门		s990101	9		Transbron03A		3	3			27506		2										SubmitNpcEx_49		title_49	context_49	context_49;menu_49	complete_49;submit_49	uncom_49	target_49	task_TrackInfo_49	next_49	CanAcceptMenu_49	UncompleteMenu_49	CompleteMenu_49					0	0	0							
50		成都入门		s990101	9		Transcity05D		17	17			27510		2										SubmitNpcEx_50		title_50	context_50	accept_50_1;menu_50_1	complete_50;submit_50	uncom_50	target_50	task_TrackInfo_50	next_50	CanAcceptMenu_50	UncompleteMenu_50	CompleteMenu_50					0	0	0							
51		前往少林		s990101	10	FuncNpc00728	WorldNpc00212		12	12								3160;1410;659;104641;103014;103016;103018;26393;109803							SubmitNpcEx_51		title_51	context_51	context_51;menu_51	complete_51	uncom_51	target_51	task_TrackInfo_51	next_51	CanAcceptMenu_51	UncompleteMenu_51	CompleteMenu_51					0	1	0						repute_jianghu|383	
52		前往武当		s990101	10	FuncNpc01608	WorldNpc04401		11	11				42				3160;1410;104641;103014;103016;103018;26393;109803							SubmitNpcEx_52		title_52	context_52	context_52;menu_52	complete_52	uncom_52	target_52	task_TrackInfo_52	next_52	CanAcceptMenu_52	UncompleteMenu_52	CompleteMenu_52					0	1	0						repute_jianghu|383	
53		前往峨眉		s990101	10	FuncNpc01114	WorldNpc02604		10	10				43				3160;1410;660;104641;103014;103016;103018;26393;109803							SubmitNpcEx_53		title_53	context_53	context_53;menu_53	complete_53	uncom_53	target_53	task_TrackInfo_53	next_53	CanAcceptMenu_53	UncompleteMenu_53	CompleteMenu_53					0	1	0						repute_jianghu|383	
54		前往丐帮		s990101	10	FuncNpc01203	WorldNpc03003		6	6								3160;10388;1410;104641;103014;103016;103018;26393;109803							SubmitNpcEx_54		title_54	context_54	context_54;menu_54	complete_54	uncom_54	target_54	task_TrackInfo_54	next_54	CanAcceptMenu_54	UncompleteMenu_54	CompleteMenu_54					0	1	0						repute_jianghu|383	
55		前往君子堂		s990101	10	FuncNpc01307	WorldNpc03305		7	7								3160;22823;1410;104641;103014;103016;103018;26393;109803							SubmitNpcEx_55		title_55	context_55	context_55;menu_55	complete_55	uncom_55	target_55	task_TrackInfo_55	next_55	CanAcceptMenu_55	UncompleteMenu_55	CompleteMenu_55					0	1	0						repute_jianghu|383	
56		前往唐门		s990101	10	FuncNpc01020	WorldNpc02201		9	9				46				3160;1410;104641;103014;103016;103018;26393;109803							SubmitNpcEx_56		title_56	context_56	context_56;menu_56	complete_56	uncom_56	target_56	task_TrackInfo_56	next_56	CanAcceptMenu_56	UncompleteMenu_56	CompleteMenu_56					0	1	0						repute_jianghu|383	
57		前往极乐谷		s990101	10	FuncNpc01404	WorldNpc03816		8	8				47				3160;1410;104641;103014;103016;103018;26393;109803							SubmitNpcEx_57		title_57	context_57	context_57;menu_57	complete_57	uncom_57	target_57	task_TrackInfo_57	next_57	CanAcceptMenu_57	UncompleteMenu_57	CompleteMenu_57					0	1	0						repute_jianghu|383	
58		前往锦衣卫		s990101	10	FuncNpc01505	worldnpc04101		5	5				48				3160;1410;104641;103014;103016;103018;26393;109803							SubmitNpcEx_58		title_58	context_58	context_58;menu_58	complete_58	uncom_58	target_58	task_TrackInfo_58	next_58	CanAcceptMenu_58	UncompleteMenu_58	CompleteMenu_58					0	1	0						repute_jianghu|383	
59		鸡鸣驿入门		s990101	9		Transbron01A		4	4			27508		2										SubmitNpcEx_59		title_59	context_59	accept_59_1;menu_59_1	complete_59;submit_59	uncom_59	target_59	task_TrackInfo_59	next_59	CanAcceptMenu_59	UncompleteMenu_59	CompleteMenu_59					0	0	0							
60				s990101	9	Qiecuo_jiaoxue003	FuncNpc00003		55	1			174					10293							SubmitNpcEx_60		title_60	context_60	accept_60_1;menu_60_1	complete_60;submit_60		target_60		next_60	CanAcceptMenu_60		CompleteMenu_60					1	0	0	0	0					
61				s990101	9		FuncNpc00003		1	1								10293	739								title_61	context_61		complete_61;submit_61|complete_61_1;submit_61_1		target_61		next_61			CompleteMenu_61					1	0	0	0	0					
62				s990101	9	Qiecuo_jiaoxue005	FuncNpc00058		58	3			179					10294							SubmitNpcEx_62		title_62	context_62	accept_62_1;menu_62_1	complete_62;submit_62		target_62		next_62	CanAcceptMenu_62		CompleteMenu_62					1	0	0	0	0					
63				s990101	9		FuncNpc00058		3	3								10294	739								title_63	context_63		complete_63;submit_63|complete_63_1;submit_63_1		target_63		next_63			CompleteMenu_63					1	0	0	0	0					
64				s990101	9	Qiecuo_jiaoxue004	WorldNpc10616		57	4			184					10297							SubmitNpcEx_64		title_64	context_64	accept_64_1;menu_64_1	complete_64;submit_64		target_64		next_64	CanAcceptMenu_64		CompleteMenu_64					1	0	0	0	0					
65				s990101	9		WorldNpc10616		4	4								10297	739								title_65	context_65		complete_65;submit_65|complete_65_1;submit_65_1		target_65		next_65			CompleteMenu_65					1	0	0	0	0					
66				s990101	9	Qiecuo_jiaoxue007	FuncNpc00609		60	17			194					10296							SubmitNpcEx_66		title_66	context_66	accept_66_1;menu_66_1	complete_66;submit_66		target_66		next_66	CanAcceptMenu_66		CompleteMenu_66					1	0	0	0	0					
67				s990101	9		FuncNpc00609		17	17								10296	739								title_67	context_67		complete_67;submit_67|complete_67_1;submit_67_1		target_67		next_67			CompleteMenu_67					1	0	0	0	0					
68				s990101	9		Transbron02A		2	2			27504		2										SubmitNpcEx_68		title_68	context_68	accept_68_1;menu_68_1	complete_68;submit_68		target_68		next_68	CanAcceptMenu_68		CompleteMenu_68					0	0	0							
70				s990101	5	world_korea_d	world_korea_d		14	14			433	71				17051				42959			SubmitNpcEx_433		title_433	context_433	accept_433_1;menu_433_1	complete_433;submit_433		target_433		next_433	CanAcceptMenu_433		CompleteMenu_433					1	0	0	0	0					
71				s990101	5	world_korea_d	world_korea_d		14	14			70	72				17051				42960			SubmitNpcEx_433		title_433	context_433	accept_433_1;menu_433_1	complete_433;submit_433		target_433		next_433	CanAcceptMenu_433		CompleteMenu_433					1	0	0	0	0					
72				s990101	5	world_korea_d	world_korea_d		14	14			71	73				17051				42961			SubmitNpcEx_433		title_433	context_433	accept_433_1;menu_433_1	complete_433;submit_433		target_433		next_433	CanAcceptMenu_433		CompleteMenu_433					1	0	0	0	0					
73				s990101	5	world_korea_d	world_korea_d		14	14			72					17051				42962			SubmitNpcEx_433		title_433	context_433	accept_433_1;menu_433_1	complete_433;submit_433		target_433		next_433	CanAcceptMenu_433		CompleteMenu_433					1	0	0	0	0					
101		武当守方胜		s990101	5		WorldNpc04401		11	11																	title_101	context_101	context_101;menu_101	complete_101	uncom_101	target_101	task_TrackInfo_101	next_101	CanAcceptMenu_101	UncompleteMenu_101	CompleteMenu_101					1	0	0							
102		武当守方胜		s990101	5		WorldNpc04401		11	11																	title_102	context_102	context_102;menu_102	complete_102	uncom_102	target_102	task_TrackInfo_102	next_102	CanAcceptMenu_102	UncompleteMenu_102	CompleteMenu_102					1	0	0							
103		武当守方胜		s990101	5		WorldNpc04401		11	11																	title_103	context_103	context_103;menu_103	complete_103	uncom_103	target_103	task_TrackInfo_103	next_103	CanAcceptMenu_103	UncompleteMenu_103	CompleteMenu_103					1	0	0							
104		武当守方胜		s990101	5		WorldNpc04401		11	11																	title_104	context_104	context_104;menu_104	complete_104	uncom_104	target_104	task_TrackInfo_104	next_104	CanAcceptMenu_104	UncompleteMenu_104	CompleteMenu_104					1	0	0							
105		武当攻方胜		s990101	5		WorldNpc02201		11	9																	title_105	context_105	context_105;menu_105	complete_105	uncom_105	target_105	task_TrackInfo_105	next_105	CanAcceptMenu_105	UncompleteMenu_105	CompleteMenu_105					1	0	0							
106		武当攻方胜		s990101	5		WorldNpc02201		11	9																	title_106	context_106	context_106;menu_106	complete_106	uncom_106	target_106	task_TrackInfo_106	next_106	CanAcceptMenu_106	UncompleteMenu_106	CompleteMenu_106					1	0	0							
107		武当攻方胜		s990101	5		WorldNpc02201		11	9																	title_107	context_107	context_107;menu_107	complete_107	uncom_107	target_107	task_TrackInfo_107	next_107	CanAcceptMenu_107	UncompleteMenu_107	CompleteMenu_107					1	0	0							
108		武当攻方胜		s990101	5		WorldNpc02201		11	9																	title_108	context_108	context_108;menu_108	complete_108	uncom_108	target_108	task_TrackInfo_108	next_108	CanAcceptMenu_108	UncompleteMenu_108	CompleteMenu_108					1	0	0							
109		武当宝箱		s990101	5		WorldNpc02201		11	9																	title_109	context_109	context_109;menu_109	complete_109	uncom_109	target_109	task_TrackInfo_109	next_109	CanAcceptMenu_109	UncompleteMenu_109	CompleteMenu_109					1	0	0							
120				s990101	9	WorldNpc00175	WorldNpc00175		1	1				137				22826									title_120	context_120	accept_120_1;menu_120_1	complete_120;submit_120		target_120		next_120	CanAcceptMenu_120		CompleteMenu_120					1	0	0	0	0					
121				s990101	9	WorldNpc00176	WorldNpc00176		1	1								22826									title_121	context_121	accept_121_1;menu_121_1	complete_121;submit_121		target_121		next_121	CanAcceptMenu_121		CompleteMenu_121					1	0	0	0	0					
122				s990101	9		Qiecuo_jiaoxue003		1	55				170				10293							SubmitNpcEx_122		title_122	context_122	accept_122_1;menu_122_1	complete_122;submit_122		target_122		next_122	CanAcceptMenu_122		CompleteMenu_122					1	0	0	0	0					
123				s990101	9		Qiecuo_jiaoxue005		3	58				175				10294							SubmitNpcEx_123		title_123	context_123		complete_123;submit_123		target_123		next_123			CompleteMenu_123					1	0	0	0	0					
124				s990101	9		Qiecuo_jiaoxue004		4	57				180				10297							SubmitNpcEx_124		title_124	context_124		complete_124;submit_124		target_124		next_124			CompleteMenu_124					1	0	0	0	0					
125				s990101	9	yyz248	yyz248		3	3				126				22827									title_125	context_125	accept_125_1;menu_125_1	complete_125;submit_125		target_125		next_125	CanAcceptMenu_125		CompleteMenu_125					1	0	0	0	0					
126				s990101	9	yyz248	yyz248		3	3			125					22827				42936					title_126	context_126	accept_126_1;menu_126_1	complete_126;submit_126		target_126		next_126	CanAcceptMenu_126		CompleteMenu_126					1	0	0	0	0					
127				s990101	9		Qiecuo_jiaoxue007		17	60				190				10296							SubmitNpcEx_127		title_127	context_127		complete_127;submit_127		target_127		next_127			CompleteMenu_127					1	0	0	0	0					
129				s990101	9	yyz249	yyz249		3	3								22827									title_129	context_129	accept_129_1;menu_129_1	complete_129;submit_129		target_129		next_129	CanAcceptMenu_129		CompleteMenu_129					1	0	0	0	0					
130				s990101	9	WorldNpc09861	WorldNpc09861		17	17				131				22829									title_130	context_130	accept_130_1;menu_130_1	complete_130;submit_130		target_130		next_130	CanAcceptMenu_130		CompleteMenu_130					0	0	0	0	0					
131				s990101	9	WorldNpc09861	WorldNpc09861		17	17			130									42902					title_131	context_131	accept_131_1;menu_131_1	complete_131;submit_131		target_131		next_131	CanAcceptMenu_131		CompleteMenu_131					0	0	0	0	0					
133				s990101	9	WorldNpc09862	WorldNpc09862		17	17								22829									title_133	context_133	accept_133_1;menu_133_1	complete_133;submit_133		target_133		next_133	CanAcceptMenu_133		CompleteMenu_133					0	0	0	0	0					
137				s990101	9	WorldNpc00175	WorldNpc00175		1	1			120									42923					title_137	context_137	accept_137_1;menu_137_1	complete_137;submit_137		target_137		next_137	CanAcceptMenu_137		CompleteMenu_137					1	0	0	0	0					
141				s990101	9	WorldNpc10750	WorldNpc10750		4	4				142				22830									title_141	context_141	accept_141_1;menu_141_1	complete_141;submit_141		target_141		next_141	CanAcceptMenu_141		CompleteMenu_141					0	0	0	0	0					
142				s990101	9	WorldNpc10750	WorldNpc10750		4	4			141									42903					title_142	context_142	accept_142_1;menu_142_1	complete_142;submit_142		target_142		next_142	CanAcceptMenu_142		CompleteMenu_142					0	0	0	0	0					
144				s990101	9	WorldNpc10751	WorldNpc10751		4	4								22830									title_144	context_144	accept_144_1;menu_144_1	complete_144;submit_144		target_144		next_144	CanAcceptMenu_144		CompleteMenu_144					0	0	0	0	0					
170				s990101	9	Qiecuo_jiaoxue003	Qiecuo_jiaoxue003		55	55			122	171											SubmitNpcEx_170		title_170	context_170	accept_170_1;menu_170_1	complete_170;submit_170		target_170		next_170	CanAcceptMenu_170		CompleteMenu_170					1	0	0	0	0					
171				s990101	9	Qiecuo_jiaoxue003	Qiecuo_jiaoxue003		55	55			170	174											SubmitNpcEx_171		title_171	context_171	accept_171_1;menu_171_1	complete_171;submit_171		target_171		next_171	CanAcceptMenu_171		CompleteMenu_171					1	0	0	0	0					
174				s990101	9	Qiecuo_jiaoxue003	Qiecuo_jiaoxue003		55	55	60		171	60								42922			SubmitNpcEx_174		title_174	context_174	accept_174_1;menu_174_1	complete_174;submit_174		target_174		next_174	CanAcceptMenu_174		CompleteMenu_174					1	0	0	0	0					
175				s990101	9	Qiecuo_jiaoxue005	Qiecuo_jiaoxue005		58	58			123	176											SubmitNpcEx_175		title_175	context_175	accept_175_1;menu_175_1	complete_175;submit_175		target_175		next_175	CanAcceptMenu_175		CompleteMenu_175					1	0	0	0	0					
176				s990101	9	Qiecuo_jiaoxue005	Qiecuo_jiaoxue005		58	58			175	179											SubmitNpcEx_176		title_176	context_176	accept_176_1;menu_176_1	complete_176;submit_176		target_176		next_176	CanAcceptMenu_176		CompleteMenu_176					1	0	0	0	0					
179				s990101	9	Qiecuo_jiaoxue005	Qiecuo_jiaoxue005		58	58	62		176	62								42926			SubmitNpcEx_179		title_179	context_179	accept_179_1;menu_179_1	complete_179;submit_179		target_179		next_179	CanAcceptMenu_179		CompleteMenu_179					1	0	0	0	0					
180				s990101	9	Qiecuo_jiaoxue004	Qiecuo_jiaoxue004		57	57			124	181											SubmitNpcEx_180		title_180	context_180	accept_180_1;menu_180_1	complete_180;submit_180		target_180		next_180	CanAcceptMenu_180		CompleteMenu_180					1	0	0	0	0					
181				s990101	9	Qiecuo_jiaoxue004	Qiecuo_jiaoxue004		57	57			180	184											SubmitNpcEx_181		title_181	context_181	accept_181_1;menu_181_1	complete_181;submit_181		target_181		next_181	CanAcceptMenu_181		CompleteMenu_181					1	0	0	0	0					
184				s990101	9	Qiecuo_jiaoxue004	Qiecuo_jiaoxue004		57	57	64		181	64								42929			SubmitNpcEx_184		title_184	context_184	accept_184_1;menu_184_1	complete_184;submit_184		target_184		next_184	CanAcceptMenu_184		CompleteMenu_184					1	0	0	0	0					
185				s990101	9		Qiecuo_jiaoxue006		59	59																	title_185	context_185	accept_185_1;menu_185_1	complete_185;submit_185		target_185		next_185	CanAcceptMenu_185		CompleteMenu_185					1	0	0	0	0					
186				s990101	9		Qiecuo_jiaoxue006		59	59																	title_186	context_186	accept_186_1;menu_186_1	complete_186;submit_186		target_186		next_186	CanAcceptMenu_186		CompleteMenu_186					1	0	0	0	0					
189				s990101	9		Qiecuo_jiaoxue006		59	59												42932					title_189	context_189	accept_189_1;menu_189_1	complete_189;submit_189		target_189		next_189	CanAcceptMenu_189		CompleteMenu_189					1	0	0	0	0					
190				s990101	9	Qiecuo_jiaoxue007	Qiecuo_jiaoxue007		60	60			127	191											SubmitNpcEx_190		title_190	context_190	accept_190_1;menu_190_1	complete_190;submit_190		target_190		next_190	CanAcceptMenu_190		CompleteMenu_190					1	0	0	0	0					
191				s990101	9	Qiecuo_jiaoxue007	Qiecuo_jiaoxue007		60	60			190	194											SubmitNpcEx_191		title_191	context_191	accept_191_1;menu_191_1	complete_191;submit_191		target_191		next_191	CanAcceptMenu_191		CompleteMenu_191					1	0	0	0	0					
194				s990101	9	Qiecuo_jiaoxue007	Qiecuo_jiaoxue007		60	60	66		191	1010								42935			SubmitNpcEx_194		title_194	context_194	accept_194_1;menu_194_1	complete_194;submit_194		target_194		next_194	CanAcceptMenu_194		CompleteMenu_194					1	0	0	0	0					
195				s990101	5	QingMingnpc_001	QingMingnpc_001		14	14								23322							SubmitNpcEx_195	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
196				s990101	5	QingMingnpc_002	QingMingnpc_002		17	17								23322							SubmitNpcEx_196	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
197				s990101	5	QingMingnpc_003	QingMingnpc_003		13	13								23322							SubmitNpcEx_197	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
198				s990101	5	hd_qm_008	hd_qm_008		1	1		1						23330;111198							SubmitNpcEx_198		title_198	context_198	accept_198_1;menu_198_1	complete_198;submit_198		target_198		next_198	CanAcceptMenu_198		CompleteMenu_198					1	1	1	1	1					
199				s990101	5	operation_manage	operation_manage		1	1		1						23391;13714							SubmitNpcEx_199		title_199	context_199	accept_199_1;menu_199_1	complete_199;submit_199		target_199		next_199	CanAcceptMenu_199		CompleteMenu_199					1	1	1	1	1					
200				s990101	5	QingMingnpc_001	QingMingnpc_001		14	14								19596;3144							SubmitNpcEx_200	task\active\task195.lua	title_200	context_200	accept_200_1;menu_200_1	complete_200;submit_200		target_200		next_200	CanAcceptMenu_200		CompleteMenu_200					1	0	1	1	1					
201				s990101	5	QingMingnpc_002	QingMingnpc_002		17	17								19596;3144							SubmitNpcEx_201	task\active\task195.lua	title_201	context_201	accept_201_1;menu_201_1	complete_201;submit_201		target_201		next_201	CanAcceptMenu_201		CompleteMenu_201					1	0	1	1	1					
202				s990101	5	QingMingnpc_003	QingMingnpc_003		13	13								19596;3144							SubmitNpcEx_202	task\active\task195.lua	title_202	context_202	accept_202_1;menu_202_1	complete_202;submit_202		target_202		next_202	CanAcceptMenu_202		CompleteMenu_202					1	0	1	1	1					
206				s990101	5	hd_qm_005	hd_qm_005		15	15								3174;23331				42954			SubmitNpcEx_206		title_206	context_206	accept_206_1;menu_206_1	complete_206;submit_206		target_206		next_206	CanAcceptMenu_206		CompleteMenu_206					1	0	1	1	1					
209				s990101	5	QingMingnpc_001	QingMingnpc_001		14	14								23323							SubmitNpcEx_195	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
210				s990101	5	QingMingnpc_001	QingMingnpc_001		14	14								23324							SubmitNpcEx_195	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
211				s990101	5	QingMingnpc_001	QingMingnpc_001		14	14								23326							SubmitNpcEx_195	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
212				s990101	5	QingMingnpc_001	QingMingnpc_001		14	14								23327							SubmitNpcEx_195	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
213				s990101	5	QingMingnpc_001	QingMingnpc_001		14	14								23328							SubmitNpcEx_195	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
214				s990101	5	QingMingnpc_001	QingMingnpc_001		14	14								23329							SubmitNpcEx_195	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
215				s990101	5	QingMingnpc_002	QingMingnpc_002		17	17								23323							SubmitNpcEx_196	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
216				s990101	5	QingMingnpc_002	QingMingnpc_002		17	17								23324							SubmitNpcEx_196	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
217				s990101	5	QingMingnpc_002	QingMingnpc_002		17	17								23326							SubmitNpcEx_196	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
218				s990101	5	QingMingnpc_002	QingMingnpc_002		17	17								23327							SubmitNpcEx_196	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
219				s990101	5	QingMingnpc_002	QingMingnpc_002		17	17								23328							SubmitNpcEx_196	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
220				s990101	5	QingMingnpc_002	QingMingnpc_002		17	17								23329							SubmitNpcEx_196	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
221				s990101	5	QingMingnpc_003	QingMingnpc_003		13	13								23323							SubmitNpcEx_197	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
222				s990101	5	QingMingnpc_003	QingMingnpc_003		13	13								23324							SubmitNpcEx_197	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
223				s990101	5	QingMingnpc_003	QingMingnpc_003		13	13								23326							SubmitNpcEx_197	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
224				s990101	5	QingMingnpc_003	QingMingnpc_003		13	13								23327							SubmitNpcEx_197	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
225				s990101	5	QingMingnpc_003	QingMingnpc_003		13	13								23328							SubmitNpcEx_197	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
226				s990101	5	QingMingnpc_003	QingMingnpc_003		13	13								23329							SubmitNpcEx_197	task\active\task195.lua	title_195	context_195	accept_195_1;menu_195_1	complete_195;submit_195		target_195		next_195	CanAcceptMenu_195		CompleteMenu_195					1	0	1	1	1					
227				s990101	5	operation_manage	operation_manage											17243							SubmitNpcEx_227		title_227	context_227	accept_227_1;menu_227_1	complete_227;submit_227		target_227		next_227	CanAcceptMenu_227		CompleteMenu_227					1	0	1	1	1					
228		至宝争夺玩法		s990101	5	jhzb_kh_rw_001	jhzb_kh_rw_001		15	15				230;240				659							SubmitNpcEx_228		title_228	context_228	accept_228_1;menu_228_1	complete_228;submit_228		target_228		next_228	CanAcceptMenu_228		CompleteMenu_228					1	0	0	0	0					
