STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
38813				s1370201	12	WorldNpc09974	WorldNpc09974		17	17								101993;3174									title_38813	context_38813	accept_38813_1;menu_38813_1	complete_38813;submit_38813		target_38813		next_38813	CanAcceptMenu_38813		CompleteMenu_38813					1	0	3	1	1				20000	box_xjz_rw_010
38815				s1370101	12	WorldNpc09972	WorldNpc09972		17	17								101993									title_38815	context_38815	accept_38815_1;menu_38815_1	complete_38815;submit_38815		target_38815			CanAcceptMenu_38815		CompleteMenu_38815					1	0	1	1	1				5000	box_xjz_rw_001
38816				s1370101	12		ly581		16	16								101993							SubmitNpcEx_38816		title_38816	context_38816	accept_38816_1;menu_38816_1	complete_38816;submit_38816		target_38816		next_38816	CanAcceptMenu_38816		CompleteMenu_38816					1	0	1	1	1					
38817				s1370101	12		ly581		16	16								101993							SubmitNpcEx_38817		title_38817	context_38817	accept_38817_1;menu_38817_1	complete_38817;submit_38817		target_38817		next_38817	CanAcceptMenu_38817		CompleteMenu_38817					1	0	1	1	1					
38818				s1370101	12	WorldNpc09972	WorldNpc09972		17	17								101993									title_38818	context_38818	accept_38818_1;menu_38818_1	complete_38818;submit_38818		target_38818		next_38818	CanAcceptMenu_38818		CompleteMenu_38818					1	0	3	1	7				10000	box_xjz_rw_003
38829				s1370101	12	WorldNpc09823	WorldNpc09823		17	17								103555;101993									title_38829	context_38829				target_38829		next_38829								1	0	1	1	1				10000	box_xjz_rw_004
38821	122			s1370101	12	WorldNpc_shensuan	WorldNpc04401		15	11	38822			38822													title_38821	context_38821	accept_38821_1;menu_38821_1	complete_38821;submit_38821		target_38821			CanAcceptMenu_38821		CompleteMenu_38821					1	0	1	1	1					
38822	122			s1370101	12	WorldNpc04401	WorldNpc_shensuan		12	15			38821														title_38822	context_38822	accept_38822_1;menu_38822_1	complete_38822;submit_38822		target_38822			CanAcceptMenu_38822		CompleteMenu_38822					1	0	0							
38900				s1370501	12	xjz_021	WorldNpc09927			17	38901		38926	38901				103379;104641;102422;17046;1410;26263;25560;102418;25559;25486;26259;102846;104743									title_38900	context_38900	accept_38900_1;menu_38900_1	complete_38900;submit_38900		target_38900			CanAcceptMenu_38900		CompleteMenu_38900					1	0	0							
38901				s1370501	12	WorldNpc09927	WorldNpc09974		17	17	38913		38900	38913													title_38901	context_38901	accept_38901_1;menu_38901_1	complete_38901;submit_38901		target_38901			CanAcceptMenu_38901		CompleteMenu_38901					1	0	0							
38902				s1370501	12	WorldNpc09974	WorldNpc09974		17	17								25487;102243									title_38902	context_38902	accept_38902_1;menu_38902_1	complete_38902;submit_38902		target_38902			CanAcceptMenu_38902		CompleteMenu_38902					1	0	2	0	100					
38903				s1370501	12	WorldNpc09974	WorldNpc09798		17	17	38915		38913	38915													title_38903	context_38903	accept_38903_1;menu_38903_1	complete_38903;submit_38903		target_38903			CanAcceptMenu_38903		CompleteMenu_38903					1	0	0							
38904				s1370501	12	xjz_020	xjz_021		17	17			38903	38905													title_38904	context_38904	accept_38904_1;menu_38904_1	complete_38904;submit_38904		target_38904			CanAcceptMenu_38904		CompleteMenu_38904					1	0	0							
38905				s1370501	12	xjz_021	xjz_022		17	17			38904	38906													title_38905	context_38905	accept_38905_1;menu_38905_1	complete_38905;submit_38905		target_38905			CanAcceptMenu_38905		CompleteMenu_38905					1	0	0							
38906				s1370501	12	xjz_022	xjz_023		17	17			38905	38907													title_38906	context_38906	accept_38906_1;menu_38906_1	complete_38906;submit_38906		target_38906			CanAcceptMenu_38906		CompleteMenu_38906					0	1	1							
38907				s1370501	12	xjz_023	xjz_024		17	17			38906	38908													title_38907	context_38907	accept_38907_1;menu_38907_1	complete_38907;submit_38907		target_38907			CanAcceptMenu_38907		CompleteMenu_38907					0	1	1							
38908				s1370501	12	WorldNpc09798	xjz_025		17	17	38909		38915	38909													title_38908	context_38908	accept_38908_1;menu_38908_1	complete_38908;submit_38908		target_38908			CanAcceptMenu_38908		CompleteMenu_38908					0	1	1							
38909				s1370501	12	xjz_025	xjz_025		17	17	38930		38908	38930													title_38909	context_38909	accept_38909_1;menu_38909_1	complete_38909;submit_38909		target_38909			CanAcceptMenu_38909		CompleteMenu_38909					1	0	0							
38910				s1370501	12	xjz_025	WorldNpc09796		17	17			38930	38911;38912													title_38910	context_38910	accept_38910_1;menu_38910_1	complete_38910;submit_38910		target_38910			CanAcceptMenu_38910		CompleteMenu_38910	4250				1	0	0							
38911				s1370501	12	WorldNpc09796	WorldNpc09796		17	17				38921				102411;25510;104641;1410									title_38911	context_38911	accept_38911_1;menu_38911_1	complete_38911;submit_38911		target_38911			CanAcceptMenu_38911		CompleteMenu_38911					1	0	0							
38912				s1370501	12	WorldNpc09796	WorldNpc09796		17	17	38861			38861				26040;1410;104641									title_38912	context_38912	accept_38912_1;menu_38912_1	complete_38912;submit_38912		target_38912			CanAcceptMenu_38912		CompleteMenu_38912	4258				1	0	0							
38913				s1370501	12	WorldNpc09974	WorldNpc09974		17	17	38903		38901	38903				25486;102243									title_38913	context_38913	accept_38913_1;menu_38913_1	complete_38913;submit_38913		target_38913			CanAcceptMenu_38913		CompleteMenu_38913					1	0	0							
38914				s1370501	12	xjz_021	WorldNpc09796			17	38928		38920	38928													title_38914	context_38914	accept_38914_1;menu_38914_1	complete_38914;submit_38914		target_38914			CanAcceptMenu_38914		CompleteMenu_38914					0	0	0							
38915				s1370501	12	WorldNpc09798	WorldNpc09798			17	38908		38903	38908								3411;3412					title_38915	context_38915	accept_38915_1;menu_38915_1	complete_38915;submit_38915		target_38915			CanAcceptMenu_38915		CompleteMenu_38915					1	0	0							
38916				s1370501	12	xjz_021	WorldNpc09796		17	17				38917				102840									title_38916	context_38916	accept_38916_1;menu_38916_1	complete_38916;submit_38916		target_38916			CanAcceptMenu_38916		CompleteMenu_38916					1	0	0							
38917				s1370501	12	WorldNpc09796	WorldNpc09796		17	17			38916	38924													title_38917	context_38917	accept_38917_1;menu_38917_1	complete_38917;submit_38917		target_38917			CanAcceptMenu_38917		CompleteMenu_38917					1	0	0							
38919				s1370501	12	WorldNpc09796	WorldNpc09796		17	17	38861		38925	38861				25486;103379;104641;102422;17046;1410;26263;25560;102435									title_38919	context_38919	accept_38919_1;menu_38919_1	complete_38919;submit_38919		target_38919			CanAcceptMenu_38919		CompleteMenu_38919		4258			1	0	0							
38920				s1370501	12	xjz_021	xjz_021		17	17				38914				102230									title_38920	context_38920	accept_38920_1;menu_38920_1	complete_38920;submit_38920		target_38920			CanAcceptMenu_38920		CompleteMenu_38920					1	0	0							
38918				s1370501	12	xjz_rm_002	xjz_rm_002		17	17				38923				102841									title_38918	context_38918	accept_38918_1;menu_38918_1	complete_38918;submit_38918		target_38918			CanAcceptMenu_38918		CompleteMenu_38918					1	0	0							
38921				s1370501	12	WorldNpc09796	cd531		17	15	38912		38911	38912													title_38921	context_38921	accept_38921_1;menu_38921_1	complete_38921;submit_38921		target_38921			CanAcceptMenu_38921		CompleteMenu_38921	4261	4262			0	0	0							
38922				s1370501	12	WorldNpc09796	WorldNpc09796		17	17	38861		38924	38861				25486;103379;104641;102422;17046;1410;26263;25560;102435									title_38922	context_38922	accept_38922_1;menu_38922_1	complete_38922;submit_38922		target_38922			CanAcceptMenu_38922		CompleteMenu_38922		4258			1	0	0							
38923				s1370501	12	xjz_rm_002	xjz_rm_002		17	17			38918	38925													title_38923	context_38923	accept_38923_1;menu_38923_1	complete_38923;submit_38923		target_38923			CanAcceptMenu_38923		CompleteMenu_38923					1	0	0							
38924				s1370501	12	WorldNpc09796	WorldNpc09796		17	17			38917	38922													title_38924	context_38924	accept_38924_1;menu_38924_1	complete_38924;submit_38924		target_38924			CanAcceptMenu_38924		CompleteMenu_38924					1	0	0							
38925				s1370501	12	xjz_rm_002	WorldNpc09796		17	17			38923	38919													title_38925	context_38925	accept_38925_1;menu_38925_1	complete_38925;submit_38925		target_38925			CanAcceptMenu_38925		CompleteMenu_38925					1	0	0							
38926				s1370501	12	xjz_018	xjz_021		17	17	38900			38900													title_38926	context_38926	accept_38926_1;menu_38926_1	complete_38926;submit_38926		target_38926			CanAcceptMenu_38926		CompleteMenu_38926					1	0	0							
38927				s1370501	12	xjz_026	xjz_026		17	17								25486;103379;104641;102422;17046;1410;26263;25560;102435;103034;17545;26260;104743									title_38927	context_38927	accept_38927_1;menu_38927_1	complete_38927;submit_38927		target_38927			CanAcceptMenu_38927		CompleteMenu_38927					1	0	0							
38928				s1370501	12	WorldNpc09796	WorldNpc09796		17	17			38914														title_38928	context_38928	accept_38928_1;menu_38928_1	complete_38928;submit_38928		target_38928			CanAcceptMenu_38928		CompleteMenu_38928					1	0	0							
38929				s1370501	12	WorldNpc09798	WorldNpc09798		17	17								102901									title_38929	context_38929	accept_38929_1;menu_38929_1	complete_38929;submit_38929		target_38929			CanAcceptMenu_38929		CompleteMenu_38929					1	0	2	0	99999					
38930				s1370501	12	xjz_025	xjz_025		17	17			38909									3416;3417;3418;3419					title_38930	context_38930	accept_38930_1;menu_38930_1	complete_38930;submit_38930		target_38930			CanAcceptMenu_38930		CompleteMenu_38930		4264			1	0	0							
38931				s1370501	12	xjz_026	xjz_026		17	17								25486;103379;104641;102422;17046;1410;26263;25560;102435;103032;17545;26260;104743									title_38931	context_38931	accept_38931_1;menu_38931_1	complete_38931;submit_38931		target_38931			CanAcceptMenu_38931		CompleteMenu_38931					1	0	0							
38932				s1370501	12	xjz_026	xjz_026		17	17								25486;103379;104641;102422;17046;1410;26263;25560;102435;103033;17545;26260;104743									title_38932	context_38932	accept_38932_1;menu_38932_1	complete_38932;submit_38932		target_38932			CanAcceptMenu_38932		CompleteMenu_38932					1	0	0							
38861				s1370401	12		WorldNpc09796		17	17	45608			38862				101993									title_38861	context_38861	accept_38861_1;menu_38861_1	complete_38861;submit_38861		target_38861		next_38861	CanAcceptMenu_38861		CompleteMenu_38861					0	1	0	0	0					
38862				s1370401	12	WorldNpc09796	WorldNpc09924		17	17			38861	38863				101993							SubmitNpcEx_38862		title_38862	context_38862	accept_38862_1;menu_38862_1	complete_38862;submit_38862		target_38862		next_38862	CanAcceptMenu_38862		CompleteMenu_38862					0	1	0	0	0					
38863				s1370401	12	WorldNpc09924	WorldNpc09857		17	17			38862	38864				101993							SubmitNpcEx_38863		title_38863	context_38863	accept_38863_1;menu_38863_1	complete_38863;submit_38863		target_38863		next_38863	CanAcceptMenu_38863		CompleteMenu_38863					0	1	0	0	0					
38864				s1370401	12	WorldNpc09857	WorldNpc09797		17	17			38863	38865				101993				3403					title_38864	context_38864	accept_38864_1;menu_38864_1|accept_38864_2;menu_38864_2	complete_38864;submit_38864		target_38864		next_38864	CanAcceptMenu_38864		CompleteMenu_38864					0	1	0	0	0					
38865				s1370401	12	WorldNpc09973	WorldNpc09823		17	17			38864	38866				101993							SubmitNpcEx_38865		title_38865	context_38865	accept_38865_1;menu_38865_1	complete_38865;submit_38865		target_38865		next_38865	CanAcceptMenu_38865		CompleteMenu_38865					0	1	0	0	0					
38866				s1370401	12	WorldNpc09823	WorldNpc09796		17	17			38865	38867				101993				3404;3405;3406			SubmitNpcEx_38866		title_38866	context_38866	accept_38866_1;menu_38866_1	complete_38866;submit_38866		target_38866		next_38866	CanAcceptMenu_38866		CompleteMenu_38866					0	1	0	0	0					
38867				s1370401	12	WorldNpc09796	WorldNpc09823		17	17			38866	38871				101993							SubmitNpcEx_38867		title_38867	context_38867	accept_38867_1;menu_38867_1	complete_38867;submit_38867		target_38867		next_38867	CanAcceptMenu_38867		CompleteMenu_38867	4252				0	1	0	0	0					
38871				s1370402	12	WorldNpc09823	WorldNpc09682		17	17			38867	38872				101993							SubmitNpcEx_38871		title_38871	context_38871	accept_38871_1;menu_38871_1	complete_38871;submit_38871		target_38871		next_38871	CanAcceptMenu_38871		CompleteMenu_38871					0	1	0	0	0					
38872				s1370402	12	WorldNpc09682	xjz_zx_003		17	17			38871	38873				101993				3408			SubmitNpcEx_38872		title_38872	context_38872	accept_38872_1;menu_38872_1	complete_38872;submit_38872		target_38872		next_38872	CanAcceptMenu_38872		CompleteMenu_38872					0	1	0	0	0					
38873				s1370402	12	xjz_zx_003	xjz_zx_004		17	17			38872	38874				101993							SubmitNpcEx_38873		title_38873	context_38873	accept_38873_1;menu_38873_1	complete_38873;submit_38873		target_38873		next_38873	CanAcceptMenu_38873		CompleteMenu_38873					0	1	0	0	0					
38874				s1370402	12	xjz_zx_004	xjz_zx_004		17	17			38873	38875				101993									title_38874	context_38874	accept_38874_1;menu_38874_1	complete_38874;submit_38874		target_38874			CanAcceptMenu_38874		CompleteMenu_38874					0	1	0	0	0					
38875				s1370402	12	xjz_zx_004	xjz_zx_006		17	17			38874	38876				101993							SubmitNpcEx_38875		title_38875	context_38875	accept_38875_1;menu_38875_1|accept_38875_2;menu_38875_2	complete_38875;submit_38875		target_38875		next_38875	CanAcceptMenu_38875		CompleteMenu_38875					0	1	0	0	0					
38876				s1370402	12	xjz_zx_007	WorldNpc09823		17	17			38875	38881				101993							SubmitNpcEx_38876		title_38876	context_38876	accept_38876_1;menu_38876_1	complete_38876;submit_38876		target_38876		next_38876	CanAcceptMenu_38876		CompleteMenu_38876					0	1	0	0	0					
38881				s1370403	12	WorldNpc09823	WorldNpc09823		17	17			38876	38882				101993							SubmitNpcEx_38881		title_38881	context_38881	accept_38881_1;menu_38881_1	complete_38881;submit_38881		target_38881		next_38881	CanAcceptMenu_38881		CompleteMenu_38881					0	1	0	0	0					
38882				s1370403	12	WorldNpc09823	WorldNpc09842		17	17			38881	38883				101993							SubmitNpcEx_38882		title_38882	context_38882	accept_38882_1;menu_38882_1	complete_38882;submit_38882		target_38882		next_38882	CanAcceptMenu_38882		CompleteMenu_38882					0	1	0	0	0					
38883				s1370403	12	WorldNpc09842	WorldNpc09842		17	17			38882					101993							SubmitNpcEx_38883		title_38883	context_38883	accept_38883_1;menu_38883_1	complete_38883;submit_38883		target_38883		next_38883	CanAcceptMenu_38883		CompleteMenu_38883					0	1	0	0	0					
38884				s1370403	12	WorldNpc09842	WorldNpc09823		17	17			38883	38891				101993							SubmitNpcEx_38884		title_38884	context_38884	accept_38884_1;menu_38884_1|accept_38884_2;menu_38884_2	complete_38884;submit_38884		target_38884		next_38884	CanAcceptMenu_38884		CompleteMenu_38884					0	1	0	0	0					
38891				s1370404	12	WorldNpc09823	xjz_zx_008		17	17			38884	38892				101993							SubmitNpcEx_38891		title_38891	context_38891	accept_38891_1;menu_38891_1	complete_38891;submit_38891		target_38891		next_38891	CanAcceptMenu_38891		CompleteMenu_38891					0	1	0	0	0					
38892				s1370404	12	xjz_zx_008	xjz_zx_009		17	17			38891	38893				101993							SubmitNpcEx_38892		title_38892	context_38892	accept_38892_1;menu_38892_1|accept_38892_2;menu_38892_2	complete_38892;submit_38892		target_38892		next_38892	CanAcceptMenu_38892		CompleteMenu_38892					0	1	0	0	0					
38893				s1370404	12	xjz_zx_009			17	17		1	38892	38894				101993							SubmitNpcEx_38893		title_38893	context_38893	accept_38893_1;menu_38893_1			target_38893		next_38893	CanAcceptMenu_38893				4255			0	1	0	0	0					
38894				s1370404	12	WorldNpc09823	xjz_zx_011		17	17			38893	38895				101993				3409			SubmitNpcEx_38894		title_38894	context_38894	accept_38894_1;menu_38894_1	complete_38894;submit_38894		target_38894		next_38894	CanAcceptMenu_38894		CompleteMenu_38894					0	1	0	0	0					
38895				s1370404	12	xjz_zx_011	WorldNpc09796		17	17			38894	38896				101993							SubmitNpcEx_38895		title_38895	context_38895	accept_38895_1;menu_38895_1|accept_38895_2;menu_38895_2	complete_38895;submit_38895		target_38895		next_38895	CanAcceptMenu_38895		CompleteMenu_38895					0	1	0	0	0					
38896				s1370404	12	WorldNpc09796	WorldNpc09796		17	17			38895					101993							SubmitNpcEx_38896		title_38896	context_38896	accept_38896_1;menu_38896_1	complete_38896;submit_38896		target_38896		next_38896	CanAcceptMenu_38896		CompleteMenu_38896					0	1	0	0	0					
38951				s1370601	12	xjz_origin_01	xjz_origin_01		17	17				38952;38953;38954				101993									title_38951	context_38951	accept_38951_1;menu_38951_1	complete_38951;submit_38951		target_38951		next_38951	CanAcceptMenu_38951		CompleteMenu_38951					1	0	0							
38952				s1370601	12	xjz_origin_01	xjz_origin_01		17	17			38951					101993									title_38952	context_38952	accept_38952_1;menu_38952_1	complete_38952;submit_38952		target_38952		next_38952	CanAcceptMenu_38952		CompleteMenu_38952					1	0	0							
38953				s1370601	12	xjz_origin_01	xjz_origin_01		17	17			38951					101993									title_38953	context_38953	accept_38953_1;menu_38953_1	complete_38953;submit_38953		target_38953		next_38953	CanAcceptMenu_38953		CompleteMenu_38953					1	0	0							
38954				s1370601	12	xjz_origin_01	xjz_origin_01		17	17			38951					101993									title_38954	context_38954	accept_38954_1;menu_38954_1	complete_38954;submit_38954		target_38954		next_38954	CanAcceptMenu_38954		CompleteMenu_38954					1	0	0							
38955				s1370601	12	xjz_origin_02	xjz_origin_02		17	17				38956;38957;38958				103532;101993									title_38955	context_38955	accept_38955_1;menu_38955_1	complete_38955;submit_38955		target_38955		next_38955	CanAcceptMenu_38955		CompleteMenu_38955					1	0	0							
38956				s1370601	12	xjz_origin_02	xjz_origin_02		17	17			38955					101993									title_38956	context_38956	accept_38956_1;menu_38956_1	complete_38956;submit_38956		target_38956		next_38956	CanAcceptMenu_38956		CompleteMenu_38956					1	0	0							
38957				s1370601	12	xjz_origin_02	xjz_origin_02		17	17			38955					101993									title_38957	context_38957	accept_38957_1;menu_38957_1	complete_38957;submit_38957		target_38957		next_38957	CanAcceptMenu_38957		CompleteMenu_38957					1	0	0							
38958				s1370601	12	xjz_origin_02	xjz_origin_02		17	17			38955					101993									title_38958	context_38958	accept_38958_1;menu_38958_1	complete_38958;submit_38958		target_38958		next_38958	CanAcceptMenu_38958		CompleteMenu_38958					1	0	0							
38959				s1370601	12													101993																																	
38960				s1370601	12													101993																																	
38961				s1370601	12													101993																																	
38962				s1370601	12													101993																																	
38963				s1370601	12													101993																																	
38964				s1370601	12													101993																																	
38965				s1370601	12													101993																																	
38966				s1370601	12													101993																																	
38967				s1370601	12													101993																																	
38968				s1370601	12													101993																																	
38969				s1370601	12													101993																																	
38970				s1370601	12													101993																																	
38819				s1370101	12		WorldNpc09857		17	17			38802					101993							SubmitNpcEx_38819		title_38802	context_38802	accept_38819_1;menu_38819_1	complete_38819;submit_38819		target_38802		next_38802	CanAcceptMenu_38819		CompleteMenu_38819					1	0	1	1	1					
38820				s1370101	12		WorldNpc09857		17	17			38803					101993				3415			SubmitNpcEx_38820		title_38820	context_38820	accept_38820_1;menu_38820_1	complete_38820;submit_38820		target_38820		next_38820	CanAcceptMenu_38820		CompleteMenu_38820					1	0	1	1	1					
38971				s1370601	12	xjz_030	xjz_030		17	17								103533;101993;17377									title_38971	context_38971	accept_38971_1;menu_38971_1	complete_38971;submit_38971		target_38971		next_38971	CanAcceptMenu_38971		CompleteMenu_38971					0	0	0	0	0					
38850				s1370302	12		WorldNpc09796			17								26512							SubmitNpcEx_38850		title_38850	context_38850	accept_38850_1;menu_38850_1	complete_38850;submit_38850		target_38850			CanAcceptMenu_38850		CompleteMenu_38850					1	0	2	1	5					
38851				s1370302	12		WorldNpc09796			17								26512							SubmitNpcEx_38851		title_38851	context_38851	accept_38851_1;menu_38851_1	complete_38851;submit_38851		target_38851			CanAcceptMenu_38851		CompleteMenu_38851					1	0	2	0	99999					
38950				s1370201	12	WorldNpc09974	WorldNpc09974		17	17								101993;16569;3174									title_38950	context_38950	accept_38950_1;menu_38950_1	complete_38950;submit_38950		target_38950		next_38950	CanAcceptMenu_38950		CompleteMenu_38950					1	0	3	1	1				20000	box_xjz_rw_009
38949				s1370201	12	WorldNpc09974	WorldNpc09974		17	17								101993;16568;3174									title_38949	context_38949	accept_38949_1;menu_38949_1	complete_38949;submit_38949		target_38949		next_38949	CanAcceptMenu_38949		CompleteMenu_38949					1	0	3	1	1				20000	box_xjz_rw_008
38972				s1370301	12	WorldNpc09796	WorldNpc09796		17	17				38973				101993;106167									title_38972	context_38972	accept_38972_1;menu_38972_1	complete_38972;submit_38972		target_38972		next_38972	CanAcceptMenu_38972		CompleteMenu_38972					0	1	0	0	0					
38973				s1370301	12	WorldNpc09796	WorldNpc09796		17	17			38972	38974				101993;106168									title_38973	context_38973	accept_38973_1;menu_38973_1	complete_38973;submit_38973		target_38973		next_38973	CanAcceptMenu_38973		CompleteMenu_38973					0	1	0	0	0					
38974				s1370301	12	WorldNpc09796	WorldNpc09796		17	17			38973					101993;106169									title_38974	context_38974	accept_38974_1;menu_38974_1	complete_38974;submit_38974		target_38974		next_38974	CanAcceptMenu_38974		CompleteMenu_38974					0	1	0	0	0					
