STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
87116				s1060101	10		WorldNpc04401			11															SubmitNpcEx_87116		title_87116	context_87116		complete_87116;submit_87116		target_87116		next_87116			CompleteMenu_87116					1	0	1	0	0		
87117				s1060101	10		WorldNpc04401			11															SubmitNpcEx_87117		title_87117	context_87117		complete_87117;submit_87117		target_87117		next_87117			CompleteMenu_87117					1	0	1	0	0		
87118				s1060101	10		WorldNpc04401			11															SubmitNpcEx_87118		title_87118	context_87118		complete_87118;submit_87118		target_87118		next_87118			CompleteMenu_87118					0	0	1	0	0		
87119				s1060101	10		WorldNpc04401			11															SubmitNpcEx_87119		title_87119	context_87119		complete_87119;submit_87119		target_87119		next_87119			CompleteMenu_87119					0	0	1	0	0		
87120				s1060101	10		WorldNpc04401			11															SubmitNpcEx_87120		title_87120	context_87120		complete_87120;submit_87120		target_87120					CompleteMenu_87120					1	0	1	0	0		
87121				s1060101	10	WorldNpc04401	WorldNpc04401		11	11								24651;17119							SubmitNpcEx_87121		title_87121	context_87121	accept_87121_1;menu_87121_1	complete_87121;submit_87121		target_87121		next_87121	CanAcceptMenu_87121		CompleteMenu_87121					0	0	0	0	0		
87122				s1060101	10	WorldNpc04401	WorldNpc04401		11	11								24652							SubmitNpcEx_87122		title_87122	context_87122	accept_87122_1;menu_87122_1	complete_87122;submit_87122		target_87122		next_87122	CanAcceptMenu_87122		CompleteMenu_87122					0	0	0	0	0		
87123				s1060101	10	WorldNpc04401	WorldNpc04401		11	11								24653							SubmitNpcEx_87123		title_87123	context_87123	accept_87123_1;menu_87123_1	complete_87123;submit_87123		target_87123		next_87123	CanAcceptMenu_87123		CompleteMenu_87123					0	0	0	0	0		
87127				s1060101	10	WorldNpc04404	wd173		11	11								888;17377							SubmitNpcEx_87127		title_87127	context_87127	accept_87127_1;menu_87127_1	complete_87127;submit_87127		target_87127		next_87127	CanAcceptMenu_87127		CompleteMenu_87127					0	0	0	0	0		
87128				s1060101	10	newmp_mj_001	newmp_mj_001		769	769				87129				29368;17119									title_87128	context_87128	accept_87128_1;menu_87128_1	complete_87128;submit_87128		target_87128		next_87128	CanAcceptMenu_87128		CompleteMenu_87128					0	0	0	0	0		
87129				s1060101	10	newmp_mj_001	newmp_mj_001		769	769			87128	87130				29369									title_87129	context_87129	accept_87129_1;menu_87129_1	complete_87129;submit_87129		target_87129		next_87129	CanAcceptMenu_87129		CompleteMenu_87129					0	0	0	0	0		
87130				s1060101	10	newmp_mj_001	newmp_mj_001		769	769			87129					29370									title_87130	context_87130	accept_87130_1;menu_87130_1	complete_87130;submit_87130		target_87130		next_87130	CanAcceptMenu_87130		CompleteMenu_87130					0	0	0	0	0		
