STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
11915				s480101	8																						title_11915	context_11915	context_11909;menu_11909|target_11909;task_menu_accept_11915	complete_11915	uncom_11915	target_11915	task_TrackInfo_11915	next_11915	CanAcceptMenu_11915	UncompleteMenu_11915	CompleteMenu_11915					1	0	0							
11916				s480101	8																						title_11916	context_11916	context_11909;menu_11909|target_11909;task_menu_accept_11916	complete_11916	uncom_11916	target_11916	task_TrackInfo_11916	next_11916	CanAcceptMenu_11916	UncompleteMenu_11916	CompleteMenu_11916					1	0	0							
11917				s480101	8																						title_11917	context_11917	context_11909;menu_11909|target_11909;task_menu_accept_11917	complete_11917	uncom_11917	target_11917	task_TrackInfo_11917	next_11917	CanAcceptMenu_11917	UncompleteMenu_11917	CompleteMenu_11917					1	0	0							
11918				s480101	8																						title_11918	context_11918	context_11909;menu_11909|target_11909;task_menu_accept_11918	complete_11918	uncom_11918	target_11918	task_TrackInfo_11918	next_11918	CanAcceptMenu_11918	UncompleteMenu_11918	CompleteMenu_11918					1	0	0							
11919				s480101	8																						title_11919	context_11919	context_11909;menu_11909|target_11909;task_menu_accept_11919	complete_11919	uncom_11919	target_11919	task_TrackInfo_11919	next_11919	CanAcceptMenu_11919	UncompleteMenu_11919	CompleteMenu_11919					1	0	0							
11920				s480101	8																						title_11920	context_11920	context_11909;menu_11909|target_11909;task_menu_accept_11920	complete_11920	uncom_11920	target_11920	task_TrackInfo_11920	next_11920	CanAcceptMenu_11920	UncompleteMenu_11920	CompleteMenu_11920					1	0	0							
11922			2月3日	s480101	8				14	14			11921	11922													title_11922	context_11922	accept_11922_1;menu_11922_1|accept_11922_2;menu_11922_2	complete_11922;submit_11922		target_11922		next_11922	CanAcceptMenu_11922		CompleteMenu_11922					1	0	0							
11923			3月3日	s480101	8				14	14			11922												SubmitNpcEx_11923		title_11923	context_11923	accept_11923_1;menu_11923_1|accept_11923_2;menu_11923_2|accept_11923_3;menu_11923_3|accept_11923_4;menu_11923_4|accept_11923_5;menu_11923_5|accept_11923_6;menu_11923_6	complete_11923;submit_11923		target_11923		next_11923	CanAcceptMenu_11923		CompleteMenu_11923					1	0	0							
11924				s480101	8				14	14				11925													title_11924	context_11924	accept_11924_1;menu_11924_1|accept_11924_2;menu_11924_2|accept_11924_3;menu_11924_3	complete_11924;submit_11924		target_11924		next_11924	CanAcceptMenu_11924		CompleteMenu_11924					1	0	0							
11925				s480101	8				14	14																	title_11925	context_11925	accept_11925_1;menu_11925_1|accept_11925_2;menu_11925_2|accept_11925_3;menu_11925_3|accept_11925_4;menu_11925_4|accept_11925_5;menu_11925_5|accept_11925_6;menu_11925_6			target_11925		next_11925								1	0	0							
11926				s480101	8				14	14																			accept_11926_1;menu_11926_1|accept_11926_2;menu_11926_2|accept_11926_3;menu_11926_3|accept_11926_4;menu_11926_4|accept_11926_5;menu_11926_5|accept_11926_6;menu_11926_6	complete_11926;submit_11926					CanAcceptMenu_11926		CompleteMenu_11926					1	0	0							
11921			1月3日	s480101	8				14	14				11922													title_11921	context_11921	accept_11921_1;menu_11921_1|accept_11921_2;menu_11921_2|accept_11921_3;menu_11921_3|accept_11921_4;menu_11921_4	complete_11921	uncom_11921	target_11921	task_TrackInfo_11921	next_11921	CanAcceptMenu_11921	UncompleteMenu_11921	CompleteMenu_11921					1	0	2	1	9999					
11927			1月8日	s480101	8		WorldNpc01503		14	14				11928											SubmitNpcEx_11927		title_11927	context_11927	accept_11927_1;menu_11927_1|accept_11927_2;menu_11927_2	complete_11927;submit_11927		target_11927		next_11927	CanAcceptMenu_11927		CompleteMenu_11927					1	0	2	1	9999					
11928			2月8日	s480101	8	WorldNpc01503	WorldNpc01503		14	14			11927	11929											SubmitNpcEx_11928		title_11928	context_11928	accept_11928_1;menu_11928_1|accept_11928_2;menu_11928_2|accept_11928_3;menu_11928_3|accept_11928_4;menu_11928_4	complete_11928;submit_11928		target_11928		next_11928	CanAcceptMenu_11928		CompleteMenu_11928					1	0	2	1	9999					
11929			3月8日	s480101	8	WorldNpc01503	WorldNpc01244		14	14			11928	11930											SubmitNpcEx_11929		title_11929	context_11929	accept_11929_1;menu_11929_1|accept_11929_2;menu_11929_2|accept_11929_3;menu_11929_3|accept_11929_4;menu_11929_4	complete_11929;submit_11929		target_11929	task_TrackInfo_11929	next_11929	CanAcceptMenu_11929		CompleteMenu_11929					1	0	2	1	9999					
11930			4月8日	s480101	8	WorldNpc01244	WorldNpc01503		14	14			11929	11931											SubmitNpcEx_11930		title_11930	context_11930	accept_11930_1;menu_11930_1|accept_11930_2;menu_11930_2|accept_11930_3;menu_11930_3	complete_11930;submit_11930		target_11930		next_11930	CanAcceptMenu_11930		CompleteMenu_11930					1	0	2	1	9999					
11931			5月8日	s480101	8	WorldNpc01503	WorldNpc01503		14	14			11930	11932											SubmitNpcEx_11931		title_11931	context_11931	accept_11931_1;menu_11931_1|accept_11931_2;menu_11931_2|accept_11931_3;menu_11931_3	complete_11931;submit_11931		target_11931		next_11931	CanAcceptMenu_11931		CompleteMenu_11931					1	0	2	1	9999					
11932			6月8日	s480101	8	WorldNpc01503	WorldNpc01503		14	14			11931	11933											SubmitNpcEx_11932		title_11932	context_11932	accept_11932_1;menu_11932_1|accept_11932_2;menu_11932_2|accept_11932_3;menu_11932_3|accept_11932_4;menu_11932_4	complete_11932;submit_11932|complete_11932_1;submit_11932_1		target_11932		next_11932	CanAcceptMenu_11932		CompleteMenu_11932					1	0	2	1	9999					
11933			7月8日	s480101	8	WorldNpc01503	WorldNpc01503		14	14			11932	11934											SubmitNpcEx_11933		title_11933	context_11933	accept_11933_1;menu_11933_1|accept_11933_2;menu_11933_2|accept_11933_3;menu_11933_3|accept_11933_4;menu_11933_4|accept_11933_5;menu_11933_5|accept_11933_6;menu_11933_6	complete_11933;submit_11933		target_11933		next_11933	CanAcceptMenu_11933		CompleteMenu_11933					1	0	2	1	9999					
11934			8月8日	s480101	8	WorldNpc01503	WorldNpc01503		14	14			11933												SubmitNpcEx_11934		title_11934	context_11934	accept_11934_1;menu_11934_1|accept_11934_2;menu_11934_2|accept_11934_3;menu_11934_3|accept_11934_4;menu_11934_4	complete_11934;submit_11934		target_11934		next_11934	CanAcceptMenu_11934		CompleteMenu_11934					1	0	2	1	9999					
11935			1月2日	s480101	8		WorldNpc01194		14	14				11936											SubmitNpcEx_11935		title_11935	context_11935	accept_11935_1;menu_11935_1|accept_11935_2;menu_11935_2|accept_11935_3;menu_11935_3	complete_11935;submit_11935		target_11935		next_11935	CanAcceptMenu_11935		CompleteMenu_11935					1	0	2	1	9999					
11936			2月2日	s480101	8	WorldNpc01194	WorldNpc01194		14	14			11935												SubmitNpcEx_11936		title_11936	context_11936	accept_11936_1;menu_11936_1|accept_11936_2;menu_11936_2|accept_11936_3;menu_11936_3	complete_11936;submit_11936|complete_11936_1;submit_11936_1|complete_11936_2;submit_11936_2|complete_11936_3;submit_11936_3		target_11936		next_11936	CanAcceptMenu_11936		CompleteMenu_11936					1	0	2	1	9999					
11937				s480101	8																								accept_11937_1;menu_11937_1	complete_11937;submit_11937					CanAcceptMenu_11937		CompleteMenu_11937					1	0	0							
11938				s480101	8																																														
11939				s480101	8																																														
11940				s480101	8																																														
11941				s480101	8						11942	1															title_11941	context_11941	accept_11941_1;menu_11941_1	complete_11941;submit_11941		target_11941		next_11941	CanAcceptMenu_11941							1	0	2	1	9999					
11942				s480101	8						11945	1															title_11942	context_11942				target_11942		next_11942								1	0	2	1	9999					
11945				s480101	8						11943	1															title_11945	context_11945				target_11945										1	0	2	1	9999					
11943				s480101	8							1															title_11943	context_11943				target_11943										1	0	2	1	9999					
11944				s480101	8		WorldNpc01245		14	14															SubmitNpcEx_11944		title_11944	context_11944	accept_11944_1;menu_11944_1	complete_11944;submit_11944		target_11944		next_11944	CanAcceptMenu_11944		CompleteMenu_11944					1	0	2	1	9999					
11946			1月12日	s480101	8		FuncNpc00056		14	14				11947											SubmitNpcEx_11946		title_11946	context_11946	accept_11946_1;menu_11946_1	complete_11946;submit_11946		target_11946	task_TrackInfo_11946	next_11946	CanAcceptMenu_11946		CompleteMenu_11946					1	0	2	1	9999					
11947			2月12日	s480101	8	FuncNpc00056	FuncNpc00056		3	3	11948		11946	11948											SubmitNpcEx_11947		title_11947	context_11947	accept_11947_1;menu_11947_1	complete_11947_1;submit_11947_1|complete_11947_2;submit_11947_2		target_11947	task_TrackInfo_11947	next_11947	CanAcceptMenu_11947		CompleteMenu_11947					1	0	2	1	9999					
11948			3月12日	s480101	8	FuncNpc00056	FuncNpc00110		3	14			11947	11949											SubmitNpcEx_11948		title_11948	context_11948	accept_11948_1;menu_11948_1	complete_11948;submit_11948		target_11948	task_TrackInfo_11948	next_11948	CanAcceptMenu_11948		CompleteMenu_11948					1	0	2	1	9999					
11949			4月12日	s480101	8	FuncNpc00110	FuncNpc00110		14	14			11948	11951											SubmitNpcEx_11949		title_11949	context_11949	accept_11949_1;menu_11949_1	complete_11949;submit_11949		target_11949		next_11949	CanAcceptMenu_11949		CompleteMenu_11949					1	0	2	1	9999					
11950				s480101	8		FuncNpc00110		14	14															SubmitNpcEx_11950		title_11950	context_11950	accept_11950_1;menu_11950_1	complete_11950;submit_11950		target_11950		next_11950	CanAcceptMenu_11950		CompleteMenu_11950					1	0	2	1	9999					
11951			5月12日	s480101	8		NpcClone011073		14	14			11949	11952											SubmitNpcEx_11951		title_11951	context_11951	accept_11951_1;menu_11951_1	complete_11951;submit_11951		target_11951	task_TrackInfo_11951	next_11951	CanAcceptMenu_11951		CompleteMenu_11951					1	0	2	1	9999					
11952			6月12日	s480101	8	NpcClone011073	FuncNpc00110		61	14			11951	11953											SubmitNpcEx_11952		title_11952	context_11952	accept_11952_1;menu_11952_1	complete_11952_1;submit_11952_1|complete_11952_2;submit_11952_2|complete_11952_3;submit_11952_3		target_11952	task_TrackInfo_11952	next_11952	CanAcceptMenu_11952		CompleteMenu_11952					1	0	2	1	9999					
11953			7月12日	s480101	8		NpcClone011075		3	3			11952	11954											SubmitNpcEx_11953		title_11953	context_11953	accept_11953_1;menu_11953_1	complete_11953;submit_11953		target_11953		next_11953	CanAcceptMenu_11953		CompleteMenu_11953					1	0	2	1	9999					
11954			8月12日	s480101	8	NpcClone011075	NpcClone011075		3	3			11953	11955											SubmitNpcEx_11954		title_11954	context_11954	accept_11954_1;menu_11954_1	complete_11954;submit_11954		target_11954		next_11954	CanAcceptMenu_11954		CompleteMenu_11954					1	0	2	1	9999					
11955			9月12日	s480101	8	NpcClone011075	NpcClone011075	3	3				11954	11956											SubmitNpcEx_11955		title_11955	context_11955	accept_11955_1;menu_11955_1	complete_11955;submit_11955		target_11955	task_TrackInfo_11955	next_11955	CanAcceptMenu_11955		CompleteMenu_11955					1	0	2	1	9999					
11956			10月12日	s480101	8	NpcClone011075	NpcClone011076		14	14			11955	11957											SubmitNpcEx_11956		title_11956	context_11956	accept_11956_1;menu_11956_1	complete_11956;submit_11956		target_11956	task_TrackInfo_11956	next_11956	CanAcceptMenu_11956		CompleteMenu_11956					1	0	2	1	9999					
11957			11月12日	s480101	8	NpcClone011076	NpcClone011109				11958		11956	11958								19003			SubmitNpcEx_11957		title_11957	context_11957	accept_11957_1;menu_11957_1	complete_11957;submit_11957		target_11957	task_TrackInfo_11957	next_11957	CanAcceptMenu_11957		CompleteMenu_11957					1	0	2	1	9999					
11958			12月12日	s480101	8	NpcClone011109	NpcClone011108						11957												SubmitNpcEx_11958		title_11958	context_11958	accept_11958_1;menu_11958_1	complete_11958;submit_11958		target_11958		next_11958	CanAcceptMenu_11958		CompleteMenu_11958					1	0	2	1	9999					
12000				s480101	8		WorldNpc01244		14																SubmitNpcEx_12000		title_12000	context_12000	accept_12000_1;menu_12000_1	complete_12000;submit_12000		target_12000		next_12000	CanAcceptMenu_12000		CompleteMenu_12000					1	0	0							
12001				s480101	8		WorldNpc01244		14	14															SubmitNpcEx_12001		title_12001	context_12001	accept_12001_1;menu_12001_1	complete_12001;submit_12001		target_12001		next_12001	CanAcceptMenu_12001		CompleteMenu_12001					1	0	0							
12002				s480101	8		WorldNpc01244		14	14															SubmitNpcEx_12002		title_12002	context_12002	accept_12002_1;menu_12002_1	complete_12002;submit_12002		target_12002		next_12002	CanAcceptMenu_12002		CompleteMenu_12002					1	0	0							
12003				s480101	8		WorldNpc01244		14	14															SubmitNpcEx_12003		title_12003	context_12003	accept_12003_1;menu_12003_1	complete_12003;submit_12003		target_12003		next_12003	CanAcceptMenu_12003		CompleteMenu_12003					1	0	0							
12004				s480101	8		WorldNpc01244		14	14															SubmitNpcEx_12004		title_12004	context_12004	accept_12004_1;menu_12004_1	complete_12004;submit_12004		target_12004		next_12004	CanAcceptMenu_12004		CompleteMenu_12004					1	0	0							
12005				s480101	8		WorldNpc01244		14	14															SubmitNpcEx_12005		title_12005	context_12005	accept_12005_1;menu_12005_1	complete_12005;submit_12005		target_12005		next_12005	CanAcceptMenu_12005		CompleteMenu_12005					1	0	0							
12100	1			s480101	8		Npc_cwqy_lua01			14				12101													title_12100	context_12100	accept_12100_1;menu_12100_1	complete_12100;submit_12100		target_12100		next_12100	CanAcceptMenu_12100		CompleteMenu_12100					1	0	2	1	999					
12101	1			s480101	8	Npc_cwqy_lua01	Npc_cwqy_lua01		14	14	12102		12100	12102													title_12101	context_12101	accept_12101_1;menu_12101_1	complete_12101;submit_12101		target_12101		next_12101	CanAcceptMenu_12101		CompleteMenu_12101					1	0	0							
12102	1			s480101	8		Npc_cwqy_lua04			14			12101	12103													title_12102	context_12102	accept_12102_1;menu_12102_1	complete_12102;submit_12102		target_12102		next_12102	CanAcceptMenu_12102		CompleteMenu_12102					1	0	0							
12103	1			s480101	8	Npc_cwqy_lua04	WorldNpc01171			14			12102														title_12103	context_12103	accept_12103_1;menu_12103_1	complete_12103;submit_12103		target_12103		next_12103	CanAcceptMenu_12103		CompleteMenu_12103					1	0	0							
12104	1			s480101	8		WorldNpc01171			14																	title_12104	context_12104				target_12104		next_12104								1	0	0							
12225				s480101	8		npc_cwqy_hetao		3	3				12226											SubmitNpcEx_12225		title_12225	context_12225	accept_12225_1;menu_12225_1	complete_12225;submit_12225		target_12225		next_12225	CanAcceptMenu_12225		CompleteMenu_12225					1	0	0	1						
12226				s480101	8	npc_cwqy_hetao	npc_cwqy_zhijiang		3	3			12225	12227											SubmitNpcEx_12226		title_12226	context_12226	accept_12226_1;menu_12226_1	complete_12226;submit_12226		target_12226		next_12226	CanAcceptMenu_12226		CompleteMenu_12226					1	0	0	1						
12227				s480101	8	npc_cwqy_zhijiang	npc_cwqy_ergou		3	3			12226	12228											SubmitNpcEx_12227		title_12227	context_12227	accept_12227_1;menu_12227_1	complete_12227;submit_12227		target_12227		next_12227	CanAcceptMenu_12227		CompleteMenu_12227					1	0	0	1						
12228				s480101	8	npc_cwqy_ergou	npc_cwqy_linzongren		3	3			12227	12229											SubmitNpcEx_12228		title_12228	context_12228	accept_12228_1;menu_12228_1	complete_12228;submit_12228		target_12228		next_12228	CanAcceptMenu_12228		CompleteMenu_12228					1	0	0	1						
12229				s480101	8	npc_cwqy_linzongren	npc_cwqy_hetao		3	3			12228												SubmitNpcEx_12229		title_12229	context_12229	accept_12229_1;menu_12229_1	complete_12229;submit_12229		target_12229		next_12229	CanAcceptMenu_12229		CompleteMenu_12229					1	0	0	1						
12230	52			s480101	8		WorldNpc09601			17	12231			12231													title_12230	context_12230	accept_12230_1;menu_12230_1	complete_12230;submit_12230		target_12230			CanAcceptMenu_12230		CompleteMenu_12230					1	0	2	1	999					
12231	52			s480101	8		WorldNpc09601			17	12232		12230	12232													title_12231	context_12231		complete_12231;submit_12231		target_12231					CompleteMenu_12231					1	0	0	1						
12232	52			s480101	8		WorldNpc09641			17	12233		12231	12233											SubmitNpcEx_12232		title_12232	context_12232		complete_12232;submit_12232		target_12232		next_12232			CompleteMenu_12232					1	0	0	1						
12233	52			s480101	8		FuncNpc00606			17			12232	12234													title_12233	context_12233		complete_12233;submit_12233		target_12233					CompleteMenu_12233					1	0	0	1						
12234	52			s480101	8	FuncNpc00606	WorldNpc09601		17	17	12235		12233	12235								19005					title_12234	context_12234	accept_12234_1;menu_12234_1	complete_12234;submit_12234		target_12234			CanAcceptMenu_12234		CompleteMenu_12234		5555			1	0	0	1						
12235	52			s480101	8		Npc_cwqy_monkeyrescue			17			12234												SubmitNpcEx_12235		title_12235	context_12235		complete_12235;submit_12235		target_12235					CompleteMenu_12235					1	0	0	1						
12236				s480101	8	npc_cwqy_hetao	npc_cwqy_houzi1		3	3			12229												SubmitNpcEx_12236		title_12236	context_12236	accept_12236_1;menu_12236_1	complete_12236;submit_12236		target_12236		next_12236	CanAcceptMenu_12236		CompleteMenu_12236					1	0	0	1						
12237	52			s480101	8		WorldNpc09641			17															SubmitNpcEx_12237		title_12237	context_12237		complete_12237;submit_12237		target_12237					CompleteMenu_12237					1	0	0	1						
12110	51			s480101	8				14	14	12112	1	12109	12112											SubmitNpcEx_12110		title_12110	context_12110	accept_12110_1;menu_12110_1	complete_12110;submit_12110		target_12110		next_12110	CanAcceptMenu_12110		CompleteMenu_12110					0	0	2	1	999					
12111				s480101	8		Npc_cwqy_zyyf			14															SubmitNpcEx_12111		title_12111	context_12111		complete_12111;submit_12111		target_12111		next_12111			CompleteMenu_12111					0	0	2	1	1					
12109	51			s480101	8				14	14	12110	1		12110											SubmitNpcEx_12109		title_12109	context_12109	accept_12109_1;menu_12109_1			target_12109		next_12109	CanAcceptMenu_12109							0	0	2	1	999					
12112	51			s480101	8	WorldNpc01723			14	14	12111	1	12110														title_12112	context_12112	accept_12112_1;menu_12112_1			target_12112		next_12112	CanAcceptMenu_12112							1	0	2	1	999					
12113				s480101	8		Npc_cwqy_zyyf			14															SubmitNpcEx_12113		title_12113	context_12113		complete_12113;submit_12113		target_12113		next_12113			CompleteMenu_12113					0	0	2	1	999					
12238				s480101	8	npc_cwqy_hetao	npc_cwqy_houzi3		3	3															SubmitNpcEx_12238		title_12238	context_12238	accept_12238_1;menu_12238_1	complete_12238;submit_12238		target_12238		next_12238	CanAcceptMenu_12238		CompleteMenu_12238					1	0	0	1						
12222	54			s480101	8		npc_cwqy_cc_04		14	14				12224											SubmitNpcEx_12222		title_12222	context_12222	accept_12222_1;menu_12222_1	complete_12222;submit_12222		target_12222		next_12222	CanAcceptMenu_12222		CompleteMenu_12222					1	0	2	1	999					
12223	54			s480101	8	npc_cwqy_cc_11	npc_cwqy_cc_12		14	14			12222												SubmitNpcEx_12223		title_12223	context_12223	accept_12223_1;menu_12223_1	complete_12223;submit_12223		target_12223		next_12223	CanAcceptMenu_12223		CompleteMenu_12223					1	0	0	1						
12224	54			s480101	8	npc_cwqy_cc_04	npc_cwqy_cc_05		14	14			12222												SubmitNpcEx_12224		title_12224	context_12224	accept_12224_1;menu_12224_1	complete_12224;submit_12224		target_12224		next_12224	CanAcceptMenu_12224		CompleteMenu_12224					1	0	0							
12252	129			s480101	8		Npc_snst_luxia_02			14															SubmitNpcEx_12252		title_12252	context_12252		complete_12252;submit_12252		target_12252					CompleteMenu_12252					1	0	0							
12257	129			s480101	8				14	14	12260	1													SubmitNpcEx_12257		title_12257	context_12257	accept_12257_1;menu_12257_1			target_12257		next_12257	CanAcceptMenu_12257							1	0	0							
12260	129			s480101	8				14	14	12259	1															title_12260	context_12260				target_12260		next_12260								1	0	0							
12259	129			s480101	8		Npc_snst_xuemeng_01		14	14	12258	1													SubmitNpcEx_12259		title_12259	context_12259				target_12259		next_12259								1	0	0					buf_musejuben_refreshnpc		
12258	129			s480101	8				14	14	12252	1													SubmitNpcEx_12258		title_12258	context_12258				target_12258		next_12258								1	0	0							
