STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
39436					s1380201	12		yhg_001			281								101991				3792					title_39436	context_39436	accept_39436_1;menu_39436_1	complete_39436;submit_39436		target_39436		next_39436	CanAcceptMenu_39436		CompleteMenu_39436					1	0	3	1	1				20000	box_yhg_rw_007
39210					s1380401	12	yhg_txcl_convoy01			1	1		1						103069;101991									title_39210	context_39210	accept_39210_1;menu_39210_1	complete_39210;submit_39210		target_39210		next_39210	CanAcceptMenu_39210		CompleteMenu_39210					1	0	1	1	1					
39211					s1380401	12	yhg_txcl_convoy02			1	1		1						103069;101991									title_39211	context_39211	accept_39211_1;menu_39211_1	complete_39211;submit_39211		target_39211		next_39211	CanAcceptMenu_39211		CompleteMenu_39211					1	0	1	1	1					
39212					s1380401	12	yhg_txcl_convoy03			1	1		1						103069;101991									title_39212	context_39212	accept_39212_1;menu_39212_1	complete_39212;submit_39212		target_39212		next_39212	CanAcceptMenu_39212		CompleteMenu_39212					1	0	1	1	1					
39213					s1380401	12	yhg_txcl_convoy04			1	1		1						103069;101991									title_39213	context_39213	accept_39213_1;menu_39213_1	complete_39213;submit_39213		target_39213		next_39213	CanAcceptMenu_39213		CompleteMenu_39213					1	0	1	1	1					
39214					s1380401	12	yhg_txcl_convoy05			1	1		1						103069;101991									title_39214	context_39214	accept_39214_1;menu_39214_1	complete_39214;submit_39214		target_39214		next_39214	CanAcceptMenu_39214		CompleteMenu_39214					1	0	1	1	1					
39215					s1380401	12	yhg_txcl_convoy06			1	1		1						103069;101991							SubmitNpcEx_39215		title_39215	context_39215	accept_39215_1;menu_39215_1	complete_39215;submit_39215		target_39215		next_39215	CanAcceptMenu_39215		CompleteMenu_39215					1	0	1	1	1					
39216					s1380401	12	yhg_txcl_convoy07			1	1		1						103069;101991									title_39216	context_39216	accept_39216_1;menu_39216_1	complete_39216;submit_39216		target_39216		next_39216	CanAcceptMenu_39216		CompleteMenu_39216					1	0	1	1	1					
39217					s1380401	12	yhg_txcl_convoy08			1	1		1						103069;101991									title_39217	context_39217	accept_39217_1;menu_39217_1	complete_39217;submit_39217		target_39217		next_39217	CanAcceptMenu_39217		CompleteMenu_39217					1	0	1	1	1					
39218					s1380401	12	yhg_txcl_convoy09			1	1		1						103069;101991							SubmitNpcEx_39218		title_39218	context_39218	accept_39218_1;menu_39218_1	complete_39218;submit_39218		target_39218		next_39218	CanAcceptMenu_39218		CompleteMenu_39218					1	0	1	1	1					
39219					s1380401	12	yhg_txcl_convoy10			1	1		1						103069;101991									title_39219	context_39219	accept_39219_1;menu_39219_1	complete_39219;submit_39219		target_39219		next_39219	CanAcceptMenu_39219		CompleteMenu_39219					1	0	1	1	1					
39220					s1380401	12	yhg_txcl_convoy11			1	1		1						103069;101991									title_39220	context_39220	accept_39220_1;menu_39220_1	complete_39220;submit_39220		target_39220		next_39220	CanAcceptMenu_39220		CompleteMenu_39220					1	0	1	1	1					
39221					s1380401	12	yhg_txcl_convoy12			1	1		1						103069;101991									title_39221	context_39221				target_39221		next_39221								1	0	1	1	1					
39222					s1380401	12	yhg_txcl_convoy13			1	1		1						103069;101991									title_39222	context_39222	accept_39222_1;menu_39222_1	complete_39222;submit_39222		target_39222		next_39222	CanAcceptMenu_39222		CompleteMenu_39222					1	0	1	1	1					
39223					s1380401	12	yhg_txcl_convoy14			1	1		1						103069;101991									title_39223	context_39223	accept_39223_1;menu_39223_1	complete_39223;submit_39223		target_39223		next_39223	CanAcceptMenu_39223		CompleteMenu_39223					1	0	1	1	1					
39224					s1380401	12	yhg_txcl_convoy15			1	1		1						103069;101991									title_39224	context_39224	accept_39224_1;menu_39224_1	complete_39224;submit_39224		target_39224		next_39224	CanAcceptMenu_39224		CompleteMenu_39224					1	0	1	1	1					
39225					s1380401	12	yhg_txcl_convoy16			1	1		1						103069;101991									title_39225	context_39225	accept_39225_1;menu_39225_1	complete_39225;submit_39225		target_39225		next_39225	CanAcceptMenu_39225		CompleteMenu_39225					1	0	1	1	1					
39226					s1380401	12	yhg_txcl_convoy17			1	1		1						103069;101991									title_39226	context_39226	accept_39226_1;menu_39226_1	complete_39226;submit_39226		target_39226		next_39226	CanAcceptMenu_39226		CompleteMenu_39226					1	0	1	1	1					
39227					s1380401	12	yhg_txcl_convoy18			1	1		1						103069;101991									title_39227	context_39227	accept_39227_1;menu_39227_1	complete_39227;submit_39227		target_39227		next_39227	CanAcceptMenu_39227		CompleteMenu_39227					1	0	1	1	1					
39228					s1380401	12	yhg_txcl_convoy19			1	1		1						103069;101991									title_39228	context_39228	accept_39228_1;menu_39228_1	complete_39228;submit_39228		target_39228		next_39228	CanAcceptMenu_39228		CompleteMenu_39228					1	0	1	1	1					
39229					s1380401	12	yhg_txcl_convoy20			1	1		1						103069;101991									title_39229	context_39229	accept_39229_1;menu_39229_1	complete_39229;submit_39229		target_39229		next_39229	CanAcceptMenu_39229		CompleteMenu_39229					1	0	1	1	1					
39230					s1380101	12	yhg_007	yhg_007		281	281								101991									title_39230	context_39230	accept_39230_1;menu_39230_1	complete_39230;submit_39230		target_39230		next_39230	CanAcceptMenu_39230		CompleteMenu_39230					1	0	1	1	1				10000	box_yhg_rw_003
39231	3				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39231		title_39231	context_39231	accept_39231_1;menu_39231_1	complete_39231;submit_39231		target_39231		next_39231	CanAcceptMenu_39231		CompleteMenu_39231					1	0								
39232	5				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39232		title_39232	context_39232	accept_39232_1;menu_39232_1	complete_39232;submit_39232		target_39232		next_39232	CanAcceptMenu_39232		CompleteMenu_39232					1	0								
39233	3				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39233		title_39233	context_39233	accept_39233_1;menu_39233_1	complete_39233;submit_39233		target_39233		next_39233	CanAcceptMenu_39233		CompleteMenu_39233					1	0								
39234	3				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39234		title_39234	context_39234	accept_39234_1;menu_39234_1	complete_39234;submit_39234		target_39234		next_39234	CanAcceptMenu_39234		CompleteMenu_39234					1	0								
39235	3				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39235		title_39235	context_39235	accept_39235_1;menu_39235_1	complete_39235;submit_39235		target_39235		next_39235	CanAcceptMenu_39235		CompleteMenu_39235					1	0								
39236	3				s1380101	12	yhg_005	yhg_005		281	281								101991				3601			SubmitNpcEx_39236		title_39236	context_39236	accept_39236_1;menu_39236_1	complete_39236;submit_39236		target_39236		next_39236	CanAcceptMenu_39236		CompleteMenu_39236					1	0								
39237	4				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39237		title_39237	context_39237	accept_39237_1;menu_39237_1	complete_39237;submit_39237		target_39237		next_39237	CanAcceptMenu_39237		CompleteMenu_39237					1	0								
39238	3				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39238		title_39238	context_39238	accept_39238_1;menu_39238_1	complete_39238;submit_39238		target_39238		next_39238	CanAcceptMenu_39238		CompleteMenu_39238					1	0								
39239	5				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39239		title_39239	context_39239	accept_39239_1;menu_39239_1	complete_39239;submit_39239		target_39239		next_39239	CanAcceptMenu_39239		CompleteMenu_39239					1	0								
39240	3				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39240		title_39240	context_39240	accept_39240_1;menu_39240_1	complete_39240;submit_39240		target_39240		next_39240	CanAcceptMenu_39240		CompleteMenu_39240					1	0								
39241	3				s1380101	12	yhg_005	yhg_005		281	281								101991				3603			SubmitNpcEx_39241		title_39241	context_39241	accept_39241_1;menu_39241_1	complete_39241;submit_39241		target_39241		next_39241	CanAcceptMenu_39241		CompleteMenu_39241					1	0								
39242	4				s1380101	12	yhg_005	yhg_005		281	281								101991				3605			SubmitNpcEx_39242		title_39242	context_39242	accept_39242_1;menu_39242_1	complete_39242;submit_39242		target_39242		next_39242	CanAcceptMenu_39242		CompleteMenu_39242					1	0								
39243	4				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39243		title_39243	context_39243	accept_39243_1;menu_39243_1	complete_39243;submit_39243		target_39243		next_39243	CanAcceptMenu_39243		CompleteMenu_39243					1	0								
39244	3				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39244		title_39244	context_39244	accept_39244_1;menu_39244_1	complete_39244;submit_39244		target_39244		next_39244	CanAcceptMenu_39244		CompleteMenu_39244					1	0								
39245	4				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39245		title_39245	context_39245	accept_39245_1;menu_39245_1	complete_39245;submit_39245		target_39245		next_39245	CanAcceptMenu_39245		CompleteMenu_39245					1	0								
39246	4				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39246		title_39246	context_39246	accept_39246_1;menu_39246_1	complete_39246;submit_39246		target_39246		next_39246	CanAcceptMenu_39246		CompleteMenu_39246					1	0								
39247	4				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39247		title_39247	context_39247	accept_39247_1;menu_39247_1	complete_39247;submit_39247		target_39247		next_39247	CanAcceptMenu_39247		CompleteMenu_39247					1	0								
39248	6				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39248		title_39248	context_39248	accept_39248_1;menu_39248_1	complete_39248;submit_39248		target_39248		next_39248	CanAcceptMenu_39248		CompleteMenu_39248					1	0								
39249	4				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39249		title_39249	context_39249	accept_39249_1;menu_39249_1	complete_39249;submit_39249		target_39249		next_39249	CanAcceptMenu_39249		CompleteMenu_39249					1	0								
39250	4				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39250		title_39250	context_39250	accept_39250_1;menu_39250_1	complete_39250;submit_39250		target_39250		next_39250	CanAcceptMenu_39250		CompleteMenu_39250					1	0								
39251	5				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39251		title_39251	context_39251	accept_39251_1;menu_39251_1	complete_39251;submit_39251		target_39251		next_39251	CanAcceptMenu_39251		CompleteMenu_39251					1	0								
39252	4				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39252		title_39252	context_39252	accept_39252_1;menu_39252_1	complete_39252;submit_39252		target_39252		next_39252	CanAcceptMenu_39252		CompleteMenu_39252					1	0								
39253	5				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39253		title_39253	context_39253	accept_39253_1;menu_39253_1	complete_39253;submit_39253		target_39253		next_39253	CanAcceptMenu_39253		CompleteMenu_39253					1	0								
39254	4				s1380101	12	yhg_005	yhg_005		281	281								101991				3799			SubmitNpcEx_39254		title_39254	context_39254	accept_39254_1;menu_39254_1	complete_39254;submit_39254		target_39254		next_39254	CanAcceptMenu_39254		CompleteMenu_39254					1	0								
39255	5				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39255		title_39255	context_39255	accept_39255_1;menu_39255_1	complete_39255;submit_39255		target_39255		next_39255	CanAcceptMenu_39255		CompleteMenu_39255					1	0								
39256	6				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39256		title_39256	context_39256	accept_39256_1;menu_39256_1	complete_39256;submit_39256		target_39256		next_39256	CanAcceptMenu_39256		CompleteMenu_39256					1	0								
39257	4				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39257		title_39257	context_39257	accept_39257_1;menu_39257_1	complete_39257;submit_39257		target_39257		next_39257	CanAcceptMenu_39257		CompleteMenu_39257					1	0								
39258	6				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39258		title_39258	context_39258	accept_39258_1;menu_39258_1	complete_39258;submit_39258		target_39258		next_39258	CanAcceptMenu_39258		CompleteMenu_39258					1	0								
39259	4				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39259		title_39259	context_39259	accept_39259_1;menu_39259_1	complete_39259;submit_39259		target_39259		next_39259	CanAcceptMenu_39259		CompleteMenu_39259					1	0								
39260	5				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39260		title_39260	context_39260	accept_39260_1;menu_39260_1	complete_39260;submit_39260		target_39260		next_39260	CanAcceptMenu_39260		CompleteMenu_39260					1	0								
39261	6				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39261		title_39261	context_39261	accept_39261_1;menu_39261_1	complete_39261;submit_39261		target_39261		next_39261	CanAcceptMenu_39261		CompleteMenu_39261					1	0								
39262	4				s1380101	12	yhg_005	yhg_005		281	281								101991				3609			SubmitNpcEx_39262		title_39262	context_39262	accept_39262_1;menu_39262_1	complete_39262;submit_39262		target_39262		next_39262	CanAcceptMenu_39262		CompleteMenu_39262					1	0								
39263	5				s1380101	12	yhg_005	yhg_005		281	281								101991				3796			SubmitNpcEx_39263		title_39263	context_39263	accept_39263_1;menu_39263_1	complete_39263;submit_39263		target_39263		next_39263	CanAcceptMenu_39263		CompleteMenu_39263					1	0								
39264	5				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39264		title_39264	context_39264	accept_39264_1;menu_39264_1	complete_39264;submit_39264		target_39264		next_39264	CanAcceptMenu_39264		CompleteMenu_39264					1	0								
39265	4				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39265		title_39265	context_39265	accept_39265_1;menu_39265_1	complete_39265;submit_39265		target_39265		next_39265	CanAcceptMenu_39265		CompleteMenu_39265					1	0								
39266	5				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39266		title_39266	context_39266	accept_39266_1;menu_39266_1	complete_39266;submit_39266		target_39266		next_39266	CanAcceptMenu_39266		CompleteMenu_39266					1	0								
39267	6				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39267		title_39267	context_39267	accept_39267_1;menu_39267_1	complete_39267;submit_39267		target_39267		next_39267	CanAcceptMenu_39267		CompleteMenu_39267					1	0								
39268	5				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39268		title_39268	context_39268	accept_39268_1;menu_39268_1	complete_39268;submit_39268		target_39268		next_39268	CanAcceptMenu_39268		CompleteMenu_39268					1	0								
39269	6				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39269		title_39269	context_39269	accept_39269_1;menu_39269_1	complete_39269;submit_39269		target_39269		next_39269	CanAcceptMenu_39269		CompleteMenu_39269					1	0								
39270	5				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39270		title_39270	context_39270	accept_39270_1;menu_39270_1	complete_39270;submit_39270		target_39270		next_39270	CanAcceptMenu_39270		CompleteMenu_39270					1	0								
39271	3				s1380101	12	yhg_005	yhg_005		281	281								103524;104520;104519;104521;101991							SubmitNpcEx_39271		title_39271	context_39271	accept_39271_1;menu_39271_1	complete_39271;submit_39271		target_39271		next_39271	CanAcceptMenu_39271		CompleteMenu_39271					1	0								
39272	4				s1380101	12	yhg_005	yhg_005		281	281								103525;104520;104519;101991							SubmitNpcEx_39272		title_39272	context_39272	accept_39272_1;menu_39272_1	complete_39272;submit_39272		target_39272		next_39272	CanAcceptMenu_39272		CompleteMenu_39272					1	0								
39273	5				s1380101	12	yhg_005	yhg_005		281	281								103526;104520;101991							SubmitNpcEx_39273		title_39273	context_39273	accept_39273_1;menu_39273_1	complete_39273;submit_39273		target_39273		next_39273	CanAcceptMenu_39273		CompleteMenu_39273					1	0								
39274	6				s1380101	12	yhg_005	yhg_005		281	281								26727;101991							SubmitNpcEx_39274		title_39274	context_39274	accept_39274_1;menu_39274_1	complete_39274;submit_39274		target_39274		next_39274	CanAcceptMenu_39274		CompleteMenu_39274					1	0								
39275					s1380101	12	yhg_007	yhg_007		281	281								104408;101991									title_39275	context_39275	accept_39275_1;menu_39275_1	complete_39275;submit_39275		target_39275		next_39275	CanAcceptMenu_39275		CompleteMenu_39275					1	0	1	1	1				10000	box_yhg_rw_001
39276					s1380101	12	yhg_007	yhg_007		281	281								104408;101991									title_39276	context_39276	accept_39276_1;menu_39276_1	complete_39276;submit_39276		target_39276		next_39276	CanAcceptMenu_39276		CompleteMenu_39276					1	0	1	1	1				10000	box_yhg_rw_002
39281	3				s1380101	12	yhg_005	yhg_005		281	281								101991							SubmitNpcEx_39281		title_39281	context_39281	accept_39281_1;menu_39281_1	complete_39281;submit_39281		target_39281		next_39281	CanAcceptMenu_39281		CompleteMenu_39281					1	0								
39282					s1380101	12	yhg_007	yhg_007		281	281								101991				3660					title_39282	context_39282	accept_39282_1;menu_39282_1	complete_39282;submit_39282		target_39282		next_39282	CanAcceptMenu_39282		CompleteMenu_39282					0	0	1	1	1				10000	box_yhg_rw_004
39400					s1380601	5	yhg_qyrw_02	yhg_001		17	281				39401				660;102842							SubmitNpcEx_39400		title_39400	context_39400	accept_39400_1;menu_39400_1	complete_39400;submit_39400		target_39400			CanAcceptMenu_39400		CompleteMenu_39400					0	0	0							
39401					s1380601	5	yhg_001	yhg_qyrw_03		281	281			39400	39402											SubmitNpcEx_39401		title_39401	context_39401	accept_39401_1;menu_39401_1	complete_39401;submit_39401		target_39401			CanAcceptMenu_39401		CompleteMenu_39401					0	0	0							
39402					s1380601	5	yhg_qyrw_03	yhg_qyrw_03		281	281			39401	39403											SubmitNpcEx_39402		title_39402	context_39402	accept_39402_1;menu_39402_1	complete_39402;submit_39402		target_39402			CanAcceptMenu_39402		CompleteMenu_39402					0	0	0							
39403					s1380601	5	yhg_qyrw_03	yhg_qyrw_04		281	17			39402	39404											SubmitNpcEx_39403		title_39403	context_39403	accept_39403_1;menu_39403_1	complete_39403;submit_39403		target_39403			CanAcceptMenu_39403		CompleteMenu_39403					0	0	0							
39404					s1380601	5	yhg_qyrw_04	yhg_qyrw_04		281	17			39403	39405													title_39404	context_39404	accept_39404_1;menu_39404_1	complete_39404;submit_39404		target_39404			CanAcceptMenu_39404		CompleteMenu_39404					0	0	0							
39405					s1380601	5	yhg_qyrw_04	yhg_qyrw_05		17	17			39404	39406													title_39405	context_39405	accept_39405_1;menu_39405_1	complete_39405;submit_39405		target_39405			CanAcceptMenu_39405		CompleteMenu_39405					0	0	0							
39406					s1380601	5	yhg_qyrw_05	yhg_001		17	281			39405	39408											SubmitNpcEx_39406		title_39406	context_39406	accept_39406_1;menu_39406_1	complete_39406;submit_39406		target_39406			CanAcceptMenu_39406		CompleteMenu_39406		4155			0	0	0							
39407					s1380601	5	yhg_001	yhg_001		281	281	39500		39408					1410;17054;660;104641									title_39407	context_39407	accept_39407_1;menu_39407_1	complete_39407;submit_39407		target_39407			CanAcceptMenu_39407		CompleteMenu_39407	4156				0	0	2	1	5					
39301					s1380601	12	yhg_rm_pt_001	yhg_rm_pt_001		281	281			39350	39302				26702									title_39301	context_39301	accept_39301_1;menu_39301_1	complete_39301;submit_39301		target_39301		next_39301	CanAcceptMenu_39301		CompleteMenu_39301					1	0	0							
39302					s1380601	12	yhg_rm_pt_001	yhg_rm_pt_002		281	281			39301	39303				26702									title_39302	context_39302	accept_39302_1;menu_39302_1	complete_39302;submit_39302		target_39302		next_39302	CanAcceptMenu_39302		CompleteMenu_39302					1	0	0							
39303					s1380601	12	yhg_rm_pt_002	yhg_001		281	281			39302	39304				26702									title_39303	context_39303	accept_39303_1;menu_39303_1	complete_39303;submit_39303		target_39303		next_39303	CanAcceptMenu_39303		CompleteMenu_39303					1	0	0							
39304					s1380601	12	yhg_001	yhg_rm_pt_006		281	281			39303					26702									title_39304	context_39304	accept_39304_1;menu_39304_1	complete_39304;submit_39304		target_39304		next_39304	CanAcceptMenu_39304		CompleteMenu_39304					1	0	0							
39305					s1380601	12	yhg_rm_pt_006	yhg_rm_pt_006		281	281			39304	39306				26702									title_39305	context_39305	accept_39305_1;menu_39305_1	complete_39305;submit_39305		target_39305		next_39305	CanAcceptMenu_39305		CompleteMenu_39305					1	0	0							
39306					s1380601	12	yhg_rm_pt_006	yhg_001		281	281			39305					26702									title_39306	context_39306	accept_39306_1;menu_39306_1	complete_39306;submit_39306		target_39306			CanAcceptMenu_39306		CompleteMenu_39306					1	0	0							
39307					s1380601	12	yhg_001	yhg_001		281	281	39500		39306					26702									title_39307	context_39307	accept_39307_1;menu_39307_1	complete_39307;submit_39307		target_39307			CanAcceptMenu_39307		CompleteMenu_39307	4156				1	0	2	1	5					
39311					s1380601	5	yhg_rm_pt_007	yhg_rm_pt_001		281	281				39312				660;102845									title_39311	context_39311	accept_39311_1;menu_39311_1	complete_39311;submit_39311		target_39311		next_39311	CanAcceptMenu_39311		CompleteMenu_39311					0	0	0							
39312					s1380601	5	yhg_rm_pt_001	yhg_rm_pt_001		281	281			39311	39313													title_39312	context_39312	accept_39312_1;menu_39312_1	complete_39312;submit_39312		target_39312		next_39312	CanAcceptMenu_39312		CompleteMenu_39312					0	0	0							
39313					s1380601	5	yhg_rm_pt_001	yhg_rm_pt_008		281	281			39312	39314													title_39313	context_39313	accept_39313_1;menu_39313_1	complete_39313;submit_39313		target_39313		next_39313	CanAcceptMenu_39313		CompleteMenu_39313					0	0	0							
39314					s1380601	5	yhg_rm_pt_008	yhg_rm_pt_009		281	281			39313	39315													title_39314	context_39314	accept_39314_1;menu_39314_1	complete_39314;submit_39314		target_39314		next_39314	CanAcceptMenu_39314		CompleteMenu_39314					0	0	0							
39315					s1380601	5	yhg_rm_pt_009	yhg_rm_pt_009		281	281			39314	39316								3640;3641;3642;3643					title_39315	context_39315	accept_39315_1;menu_39315_1	complete_39315;submit_39315		target_39315		next_39315	CanAcceptMenu_39315		CompleteMenu_39315					1	0	0							
39316					s1380601	5	yhg_rm_pt_009	yhg_001		281	281			39315														title_39316	context_39316	accept_39316_1;menu_39316_1	complete_39316;submit_39316		target_39316		next_39316	CanAcceptMenu_39316		CompleteMenu_39316	4151				0	0	0							
39317					s1380601	5	yhg_001	yhg_001		281	281	39500		39316					1410;17054;660;104641									title_39317	context_39317	accept_39317_1;menu_39317_1	complete_39317;submit_39317		target_39317		next_39317	CanAcceptMenu_39317		CompleteMenu_39317	4156				0	0	2	1	5					
39415					s1380601	5	yhg_001	yhg_001		281	281	39500		39414					1410;17054;660;104641									title_39415	context_39415	accept_39415_1;menu_39415_1	complete_39415;submit_39415		target_39415					CompleteMenu_39415	4156				0	0	2	1	5					
39320					s1380601	12	yhg_rm_pt_006	yhg_rm_pt_006		281	281			39323					26702				3655;3656;3657					title_39320	context_39320	accept_39320_1;menu_39320_1	complete_39320;submit_39320		target_39320		next_39320	CanAcceptMenu_39320		CompleteMenu_39320					1	0	1	1	99					
39323					s1380601	12	yhg_rm_pt_006	yhg_001		281	281	39320		39304									3658					title_39323	context_39323	accept_39323_1;menu_39323_1	complete_39323;submit_39323		target_39323		next_39323	CanAcceptMenu_39323		CompleteMenu_39323		4154			1	0	0							
39350					s1380601	12	yhg_rm_pt_036	yhg_rm_pt_001		281	281				39301				26702							SubmitNpcEx_39350		title_39350	context_39350	accept_39350_1;menu_39350_1	complete_39350;submit_39350		target_39350		next_39350	CanAcceptMenu_39350		CompleteMenu_39350					1	0	0							
39351					s1380601	5	yhg_rm_pt_037	yhg_rm_pt_037		281	281			39361					26257									title_39351	context_39351	accept_39351_1;menu_39351_1	complete_39351;submit_39351		target_39351		next_39351	CanAcceptMenu_39351		CompleteMenu_39351					0	0	0							
39352					s1380601	5	yhg_rm_pt_037	yhg_rm_pt_037		281	281			39362					26257									title_39352	context_39352	accept_39352_1;menu_39352_1	complete_39352;submit_39352		target_39352		next_39352	CanAcceptMenu_39352		CompleteMenu_39352					0	0	0							
39353					s1380601	5	yhg_rm_pt_037	yhg_rm_pt_037		281	281			39363					26257									title_39353	context_39353	accept_39353_1;menu_39353_1	complete_39353;submit_39353		target_39353		next_39353	CanAcceptMenu_39353		CompleteMenu_39353					0	0	0							
