STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
57056				s1280101	2	WorldNpc03305	WorldNpc03305		7	7				57057				1272;25412									title_57056	context_57056	accept_57056_1;menu_57056_1	complete_57056;submit_57056		target_57056			CanAcceptMenu_57056		CompleteMenu_57056					0	0	0	0	0			
57057				s1280101	2	WorldNpc03305	NPCxszhh_4nei_yuming		7	15			57056	57532				1272							SubmitNpcEx_57057		title_57057	context_57057	accept_57057_1;menu_57057_1|accept_58057_2;menu_58057_2	complete_57057;submit_57057		target_57057			CanAcceptMenu_57057		CompleteMenu_57057					0	0	0	0	0			
57058				s1280101	2	WorldNpc03305	WorldNpc03305		7	7								1272;106236									title_57058	context_57058	accept_57058_1;menu_57058_1	complete_57058;submit_57058		target_57058			CanAcceptMenu_57058		CompleteMenu_57058					0	0	0	0	0			
57031				s1280102	2	npc_5neidh_jzt	npc_5neidh_jzt		7	7	57032			57032				26755							SubmitNpcEx_57031		title_57031	context_57031	accept_57031_1;menu_57031_1	complete_57031;submit_57031		target_57031		next_57031	CanAcceptMenu_57031		CompleteMenu_57031					1	0	0	0	0			
57032				s1280102	2		npc_5neidh_jzt		7	7	57033	1	57031	57033											SubmitNpcEx_57032		title_57032	context_57032	accept_57032_1;menu_57032_1	complete_57032;submit_57032		target_57032		next_57032	CanAcceptMenu_57032		CompleteMenu_57032					0	0	0	0	0			
57033				s1280102	2		npc_5neidh_jzt		7	7	57034	1	57032	57034											SubmitNpcEx_57033		title_57033	context_57033	accept_57033_1;menu_57033_1	complete_57033;submit_57033		target_57033		next_57033	CanAcceptMenu_57033		CompleteMenu_57033					0	0	0	0	0			
57034				s1280102	2		npc_5neidh_jzt		7	7	57035	1	57033	57035											SubmitNpcEx_57034		title_57034	context_57034		complete_57034;submit_57034		target_57034		next_57034			CompleteMenu_57034					0	0	0	0	0			
57035				s1280102	2		npc_5neidh_jzt		7	7	57036	1	57034	57036											SubmitNpcEx_57035		title_57035	context_57035	accept_57035_1;menu_57035_1	complete_57035;submit_57035		target_57035		next_57035	CanAcceptMenu_57035		CompleteMenu_57035					0	0	0	0	0			
57036				s1280102	2		npc_5neidh_jzt		7	7	57037	1	57035	57037											SubmitNpcEx_57036		title_57036	context_57036	accept_57036_1;menu_57036_1	complete_57036;submit_57036		target_57036		next_57036	CanAcceptMenu_57036		CompleteMenu_57036					0	0	0	0	0			
57037				s1280102	2		npc_5neidh_jzt		7	7			57036												SubmitNpcEx_57037		title_57037	context_57037		complete_57037;submit_57037		target_57037		next_57037			CompleteMenu_57037					0	0	0	0	0			
57038				s1280102	2		npc_5neidh_jzt		7	7			57037												SubmitNpcEx_57038									next_57038								0	0	0	0	0			
