STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
17626				s620101	2		WorldNpc03015		6	6								1271									title_17626	context_17626		complete_17626;submit_17626		target_17626					CompleteMenu_17626					1	0	2	1	9999		
17627				s620101	2		WorldNpc03015		6	6								1271							SubmitNpcEx_17627		title_17627	context_17627		complete_17627;submit_17627		target_17627					CompleteMenu_17627					1	0	2	1	999		
17628				s620101	2		WorldNpc03015		6	6								1271							SubmitNpcEx_17628		title_17628	context_17628		complete_17628;submit_17628		target_17628					CompleteMenu_17628					1	0	2	1	999		
17629				s620101	2		WorldNpc03015		6	6								1271								Adventure\yanjing\task17626_giveup.lua	title_17629	context_17629		complete_17629;submit_17629		target_17629					CompleteMenu_17629					1	0	2	1	999		
17630				s620101	2		WorldNpc03014		6	6								1271							SubmitNpcEx_17630		title_17630	context_17630		complete_17630;submit_17630		target_17630					CompleteMenu_17630					1	0	2	1	999		
17631				s620101	2		WorldNpc03014		6	6								1271									title_17631	context_17631		complete_17631;submit_17631		target_17631					CompleteMenu_17631					1	0	2	1	999		
17632				s620101	2		WorldNpc03014		6	6								1271				27013;27014;27015				Adventure\yanjing\gaibang\task17632.lua	title_17632	context_17632		complete_17632;submit_17632		target_17632					CompleteMenu_17632					1	0	2	1	999		
17633				s620101	2		WorldNpc03083		6	6								1271									title_17633	context_17633		complete_17633;submit_17633		target_17633					CompleteMenu_17633					0	0	0				
17636				s620101	2		WorldNpc03037		6	6								1271									title_17636	context_17636	accept_17636_1;menu_17636_1	complete_17636;submit_17636		target_17636			CanAcceptMenu_17636		CompleteMenu_17636					0	0	2	1	9999		
17637				s620101	2		WorldNpc03037		6	6								1271									title_17637	context_17637	accept_17637_1;menu_17637_1	complete_17637;submit_17637		target_17637		next_17637	CanAcceptMenu_17637		CompleteMenu_17637					0	0	2	1	9999		
17638				s620101	2		WorldNpc03037		6	6								1271									title_17638	context_17638	accept_17638_1;menu_17638_1	complete_17638;submit_17638		target_17638			CanAcceptMenu_17638		CompleteMenu_17638					0	0	2	1	9999		
17639				s620101	2		WorldNpc03037		6	6								1271									title_17639	context_17639	accept_17639_1;menu_17639_1	complete_17639;submit_17639		target_17639			CanAcceptMenu_17639		CompleteMenu_17639					0	0	2	1	9999		
17634				s620101	2		WorldNpc03014		6	6								1271									title_17634	context_17634		complete_17634;submit_17634		target_17634					CompleteMenu_17634					1	0	2	1	999		
17700				s620101	2				10	10	17711	1						933								Adventure\yanjing\gaibang\task17700.lua	title_17700	context_17700				target_17700		next_17700								1	0	2	1	999		
17701				s620101	2				10	10	17710	1						933									title_17701	context_17701				target_17701										1	0	0				
17702				s620101	2				10	9	17703	1	17710					933									title_17702	context_17702				target_17702										1	0	0				
17703				s620101	2		World_qy_tem001		9	9	17704							933				27019					title_17703	context_17703		complete_17703;submit_17703		target_17703					CompleteMenu_17703					1	0	0				
17704				s620101	2		WorldNpc02604		9	10								933									title_17704	context_17704		complete_17704;submit_17704		target_17704					CompleteMenu_17704					1	0	0				
17705				s620101	2		WorldNpc02203		9	9								1001									title_17705	context_17705		complete_17705;submit_17705		target_17705					CompleteMenu_17705					1	0	2	1	999		
17706				s620101	2				9	9	17708	1						1001								Adventure\yanjing\gaibang\task17706.lua	title_17706	context_17706				target_17706										1	0	2	1	999		
17708				s620101	2		WorldNpc02205		9	9	17709							1001							SubmitNpcEx_17708		title_17708	context_17708		complete_17708;submit_17708		target_17708					CompleteMenu_17708					1	0	0				
17709				s620101	2		WorldNpc02205		9	9			17708					1001							SubmitNpcEx_17709		title_17709	context_17709		complete_17709;submit_17709		target_17709					CompleteMenu_17709					1	0	0				
17710				s620101	2				10	10	17702	1	17701	17702				933									title_17710	context_17710				target_17710										1	0	0				
17711				s620101	2	WorldNpc02625			10	10	17701	1		17701				23787;933									title_17711	context_17711				target_17711		next_17711					5857			1	0	0				
