STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
83210	ÄîÂÞ°ÓÄÞÉÑ¹¬		s820202	5	WorldNpc06120	WorldNpc06120	22	22					3174;3163								title_83210	context_83210	accept_83210_1;menu_83210_1	complete_83210		target_83210		next_83210	CanAcceptMenu_83210		CompleteMenu_83210					1	1	1	1	1				131			repute_jianghu|60418383
83211	ÄîÂÞ°ÓÄÞÉÑ¹¬		s820202	5	WorldNpc06131	WorldNpc06131	22	22					3174;3163								title_83211	context_83211	accept_83211_1;menu_83211_1	complete_83211		target_83211		next_83211	CanAcceptMenu_83211		CompleteMenu_83211					1	0	1	1	1				131		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
83212	ÄîÂÞ°ÓÄÞÉÑ¹¬		s820202	5	WorldNpc06118	WorldNpc06118	22	22					3174;3163								title_83212	context_83212	accept_83212_1;menu_83212_1	complete_83212		target_83212		next_83212	CanAcceptMenu_83212		CompleteMenu_83212					1	0	1	1	1				131		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
83213	ÄîÂÞ°ÓÄÞÉÑ¹¬		s820202	5	WorldNpc06119	WorldNpc06119	22	22					3174;3163								title_83213	context_83213	accept_83213_1;menu_83213_1	complete_83213		target_83213		next_83213	CanAcceptMenu_83213		CompleteMenu_83213					1	0	1	1	1				131		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
83214	ÄîÂÞ°ÓÄÞÉÑ¹¬		s820202	5	WorldNpc06110	WorldNpc06110	22	22					3174;3163								title_83214	context_83214	accept_83214_1;menu_83214_1	complete_83214		target_83214		next_83214	CanAcceptMenu_83214		CompleteMenu_83214					1	0	1	1	1				131		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
83215	ÄîÂÞ°ÓÄÞÉÑ¹¬		s820202	5	WorldNpc06259	WorldNpc06259	22	22					3174;3163								title_83215	context_83215	accept_83215_1;menu_83215_1	complete_83215		target_83215		next_83215	CanAcceptMenu_83215		CompleteMenu_83215					1	1	1	1	1				131			repute_jianghu|60418383
83216	ÄîÂÞ°ÓÄÞÉÑ¹¬		s820202	5	WorldNpc06260	WorldNpc06260	22	22					3174;3163								title_83216	context_83216	accept_83216_1;menu_83216_1	complete_83216		target_83216		next_83216	CanAcceptMenu_83216		CompleteMenu_83216					1	1	1	1	1				131			repute_jianghu|60418383
83217	ÄîÂÞ°ÓÄÞÉÑ¹¬		s820202	5	WorldNpc06261	WorldNpc06261	22	22					3174;3163								title_83217	context_83217	accept_83217_1;menu_83217_1	complete_83217		target_83217		next_83217	CanAcceptMenu_83217		CompleteMenu_83217					1	1	1	1	1				131			repute_jianghu|60418383
83218	ÄîÂÞ°ÓÄÞÉÑ¹¬		s820202	5	WorldNpc06262	WorldNpc06262	22	22					3174;3163								title_83218	context_83218	accept_83218_1;menu_83218_1	complete_83218		target_83218		next_83218	CanAcceptMenu_83218		CompleteMenu_83218					1	1	1	1	1				131			repute_jianghu|60418383
83219	ÄîÂÞ°ÓÄÞÉÑ¹¬		s820202	5	WorldNpc06263	WorldNpc06263	22	22					3174;3163								title_83219	context_83219	accept_83219_1;menu_83219_1	complete_83219		target_83219		next_83219	CanAcceptMenu_83219		CompleteMenu_83219					1	0	1	1	1				131		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
83220	ÄîÂÞ°ÓÄÞÉÑ¹¬		s820202	5	WorldNpc06264	WorldNpc06264	22	22					3174;3163								title_83220	context_83220	accept_83220_1;menu_83220_1	complete_83220		target_83220		next_83220	CanAcceptMenu_83220		CompleteMenu_83220					1	0	1	1	1				131		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
83221	ÄîÂÞ°ÓÄÞÉÑ¹¬		s820202	5	WorldNpc06265	WorldNpc06265	22	22					3174;3163								title_83221	context_83221	accept_83221_1;menu_83221_1	complete_83221		target_83221		next_83221	CanAcceptMenu_83221		CompleteMenu_83221					1	0	1	1	1				131		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
83222	ÄîÂÞ°ÓÄÞÉÑ¹¬		s820202	5	WorldNpc06266	WorldNpc06266	22	22					3174;3163								title_83222	context_83222	accept_83222_1;menu_83222_1	complete_83222		target_83222		next_83222	CanAcceptMenu_83222		CompleteMenu_83222					1	0	1	1	1				131		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
83223	ÄîÂÞ°ÓÄÞÉÑ¹¬		s820202	5	WorldNpc06267	WorldNpc06267	22	22					3174;3163			34700					title_83223	context_83223	accept_83223_1;menu_83223_1	complete_83223		target_83223		next_83223	CanAcceptMenu_83223		CompleteMenu_83223					1	1	1	1	1				131			repute_jianghu|60418383
83224	ÄîÂÞ°ÓÄÞÉÑ¹¬		s820202	5	WorldNpc06268	WorldNpc06268	22	22					3174;3163			34701					title_83224	context_83224	accept_83224_1;menu_83224_1	complete_83224		target_83224		next_83224	CanAcceptMenu_83224		CompleteMenu_83224					1	1	1	1	1				131			repute_jianghu|60418383
83225	ÄîÂÞ°ÓÄÞÉÑ¹¬		s820202	5	WorldNpc06269	WorldNpc06269	22	22					3174;3163			34702					title_83225	context_83225	accept_83225_1;menu_83225_1	complete_83225		target_83225		next_83225	CanAcceptMenu_83225		CompleteMenu_83225					1	1	1	1	1				131			repute_jianghu|60418383
