STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
80379	∂Ò»Àπ»	interact∂Ò»Àπ»interact∂Ò»Àπ»	s700101	11	7	WorldNpc09261	WorldNpc09261	2	2					3174;10416;3675;15539;25665							title_80379	context_80379	accept_80379_1;menu_80379_1	complete_80379	uncom_80379	target_80379	task_TrackInfo_80379	next_80379	CanAcceptMenu_80379	UncompleteMenu_80379	CompleteMenu_80379					1	1	1	1	1									10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|60418383
80380	∂Ò»Àπ»	interact∂Ò»Àπ»interact∂Ò»Àπ»	s700101	11	5			2	2					3174;25665			21605				title_80380	context_80380	accept_80380_1;menu_80380_1	complete_80380	uncom_80380	target_80380	task_TrackInfo_80380	next_80380	CanAcceptMenu_80380	UncompleteMenu_80380	CompleteMenu_80380					1	1	1	1	1											repute_jianghu|60418383
80382	∂Ò»Àπ»	interact∂Ò»Àπ»useitem∂Ò»Àπ»¥Â◊Ø	s700101	11	5			2	2					3174;25665							title_80382	context_80382	accept_80382_1;menu_80382_1	complete_80382	uncom_80382	target_80382	task_TrackInfo_80382	next_80382	CanAcceptMenu_80382	UncompleteMenu_80382	CompleteMenu_80382					1	1	1	1	1											repute_jianghu|60418383
80384	∂Ò»Àπ»	interact∂Ò»Àπ»interact∂Ò»Àπ»	s700101	11	5			2	2					3174;25665			21609				title_80384	context_80384	accept_80384_1;menu_80384_1	complete_80384	uncom_80384	target_80384	task_TrackInfo_80384	next_80384	CanAcceptMenu_80384	UncompleteMenu_80384	CompleteMenu_80384					1	1	1	1	1											repute_jianghu|60418383
80390	∂Ò»Àπ»	interact∂Ò»Àπ»useitem∂Ò»Àπ»¥Â◊Ø	s700101	11	7	WorldNpc09272	WorldNpc09272	2	2					3174;10416;3679;15539;25665							title_80390	context_80390	accept_80390_1;menu_80390_1	complete_80390	uncom_80390	target_80390	task_TrackInfo_80390	next_80390	CanAcceptMenu_80390	UncompleteMenu_80390	CompleteMenu_80390					1	1	1	1	1									10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|60418383
80420	∂Ò»Àπ»	collect∂Ò»Àπ»	s700101	11	5			2	2					3174;25665							title_80420	context_80420	accept_80420_1;menu_80420_1	complete_80420	uncom_80420	target_80420	task_TrackInfo_80420	next_80420	CanAcceptMenu_80420	UncompleteMenu_80420	CompleteMenu_80420					1	1	1	1	1											repute_jianghu|60418383
80426	∂Ò»Àπ»	collect∂Ò»Àπ»	s700101	11	5			2	2					3174;25665							title_80426	context_80426	accept_80426_1;menu_80426_1	complete_80426	uncom_80426	target_80426	task_TrackInfo_80426	next_80426	CanAcceptMenu_80426	UncompleteMenu_80426	CompleteMenu_80426					1	1	1	1	1											repute_jianghu|60418383
80441	∂Ò»Àπ»	hunter∫⁄ƒ‡π»	s700101	11	5			2	2					3174;25665							title_80441	context_80441	accept_80441_1;menu_80441_1	complete_80441	uncom_80441	target_80441	task_TrackInfo_80441	next_80441	CanAcceptMenu_80441	UncompleteMenu_80441	CompleteMenu_80441					1	1	1	1	1											repute_jianghu|60418383
80444	∂Ò»Àπ»	hunter∫⁄ƒ‡π»	s700101	11	7	WorldNpc09226	WorldNpc09226	2	2					3174;10416;3676;15539;25665							title_80444	context_80444	accept_80444_1;menu_80444_1	complete_80444	uncom_80444	target_80444	task_TrackInfo_80444	next_80444	CanAcceptMenu_80444	UncompleteMenu_80444	CompleteMenu_80444					1	1	1	1	1									10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|60418383
80314	∂Ò»Àπ»œ¿øÕ∑Â	story	s700201	15	5	WorldNpc09323	WorldNpc09323	2	2					15539;25665							title_80314	context_80314	accept_80314_1;menu_80314_1	complete_80314	uncom_80314	target_80314	task_TrackInfo_80314	next_80314	CanAcceptMenu_80314	UncompleteMenu_80314	CompleteMenu_80314					1	1	1	1	1											repute_jianghu|700
80315	∂Ò»Àπ»œ¿øÕ∑Â	story	s700201	15	5	WorldNpc09324	WorldNpc09324	2	2					15539;25665							title_80315	context_80315	accept_80315_1;menu_80315_1	complete_80315	uncom_80315	target_80315	task_TrackInfo_80315	next_80315	CanAcceptMenu_80315	UncompleteMenu_80315	CompleteMenu_80315					1	1	1	1	1											repute_jianghu|700
80316	∂Ò»Àπ»œ¿øÕ∑Â	story	s700201	15	5	WorldNpc09325	WorldNpc09325	2	2					15539;25665							title_80316	context_80316	accept_80316_1;menu_80316_1	complete_80316	uncom_80316	target_80316	task_TrackInfo_80316	next_80316	CanAcceptMenu_80316	UncompleteMenu_80316	CompleteMenu_80316					1	1	1	1	1											repute_jianghu|700
80324	∂Ò»Àπ»œ¿øÕ∑Â	story	s700201	15	5	WorldNpc09248	WorldNpc09248	2	2					15539;25665							title_80324	context_80324	accept_80324_1;menu_80324_1	complete_80324	uncom_80324	target_80324	task_TrackInfo_80324	next_80324	CanAcceptMenu_80324	UncompleteMenu_80324	CompleteMenu_80324					1	1	1	1	1											repute_jianghu|700
80329	∂Ò»Àπ»œ¿øÕ∑Â	useitem	s700201	15	7	WorldNpc09253	WorldNpc09253	2	2					3174;10416;3678;15539;25665			21618				title_80329	context_80329	accept_80329_1;menu_80329_1	complete_80329	uncom_80329	target_80329	task_TrackInfo_80329	next_80329	CanAcceptMenu_80329	UncompleteMenu_80329	CompleteMenu_80329					1	1	1	1	1									10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|60418383
80343	∂Ò»Àπ»œ¿øÕ∑Â	hunterŒÂ ØÃ≥collectŒÂ ØÃ∑	s700201	15	5	WorldNpc09225	WorldNpc09225	2	2					15539;25665							title_80343	context_80343	accept_80343_1;menu_80343_1	complete_80343	uncom_80343	target_80343	task_TrackInfo_80343	next_80343	CanAcceptMenu_80343	UncompleteMenu_80343	CompleteMenu_80343					1	1	1	1	1											repute_jianghu|700
80345	∂Ò»Àπ»œ¿øÕ∑Â	hunter∂Ò»Àπ»collectÃ˙Ω≥æ”	s700201	15	5	WorldNpc09227	WorldNpc09227	2	2					3174;25665							title_80345	context_80345	accept_80345_1;menu_80345_1	complete_80345	uncom_80345	target_80345	task_TrackInfo_80345	next_80345	CanAcceptMenu_80345	UncompleteMenu_80345	CompleteMenu_80345					1	1	1	1	1											repute_jianghu|60418383
80347	∂Ò»Àπ»œ¿øÕ∑Â	hunterŒÂ ØÃ≥collectÃ˙Ω≥æ”	s700201	15	5	WorldNpc09229	WorldNpc09229	2	2					15539;25665							title_80347	context_80347	accept_80347_1;menu_80347_1	complete_80347	uncom_80347	target_80347	task_TrackInfo_80347	next_80347	CanAcceptMenu_80347	UncompleteMenu_80347	CompleteMenu_80347					1	1	1	1	1											repute_jianghu|700
80348	∂Ò»Àπ»œ¿øÕ∑Â	hunterŒÂ ØÃ≥collectÃ˙Ω≥æ”	s700201	15	7		WorldNpc09230	2	2					10416;3677;15539;25665							title_80348	context_80348	accept_80348_1;menu_80348_1	complete_80348	uncom_80348	target_80348	task_TrackInfo_80348	next_80348	CanAcceptMenu_80348	UncompleteMenu_80348	CompleteMenu_80348					1	1	1	1	1									10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|700
80353	∂Ò»Àπ»œ¿øÕ∑Â	hunterœ¿øÕ¡Îcollect∂Ò»Àπ»	s700201	15	5	WorldNpc09235	WorldNpc09235	2	2					3174;25665							title_80353	context_80353	accept_80353_1;menu_80353_1	complete_80353	uncom_80353	target_80353	task_TrackInfo_80353	next_80353	CanAcceptMenu_80353	UncompleteMenu_80353	CompleteMenu_80353					1	1	1	1	1											repute_jianghu|60418383
80356	∂Ò»Àπ»œ¿øÕ∑Â	interactÃ˙Ω≥æ”collect∂Ò»Àπ»	s700201	15	7	WorldNpc09238	WorldNpc09159	2	2					3174;10416;3676;15539;25665							title_80356	context_80356	accept_80356_1;menu_80356_1	complete_80356	uncom_80356	target_80356	task_TrackInfo_80356	next_80356	CanAcceptMenu_80356	UncompleteMenu_80356	CompleteMenu_80356					1	1	1	1	1									10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|60418383
80357	∂Ò»Àπ»œ¿øÕ∑Â	interact∂Ò»Àπ»collectÃ“ª®¡÷	s700201	15	5	WorldNpc09239	WorldNpc09239	2	2					15539;25665							title_80357	context_80357	accept_80357_1;menu_80357_1	complete_80357	uncom_80357	target_80357	task_TrackInfo_80357	next_80357	CanAcceptMenu_80357	UncompleteMenu_80357	CompleteMenu_80357					1	1	1	1	1											repute_jianghu|700
80360	∂Ò»Àπ»œ¿øÕ∑Â	interact∂Ò»Àπ»collectÃ“ª®¡÷	s700201	15	5	WorldNpc09242	WorldNpc09242	2	2					15539;25665							title_80360	context_80360	accept_80360_1;menu_80360_1	complete_80360	uncom_80360	target_80360	task_TrackInfo_80360	next_80360	CanAcceptMenu_80360	UncompleteMenu_80360	CompleteMenu_80360					1	1	1	1	1											repute_jianghu|700
80376	∂Ò»Àπ»œ¿øÕ∑Â	hunter√∑ª®¡Î	s700201	15	5			2	2					3174;25665							title_80376	context_80376	accept_80376_1;menu_80376_1	complete_80376	uncom_80376	target_80376	task_TrackInfo_80376	next_80376	CanAcceptMenu_80376	UncompleteMenu_80376	CompleteMenu_80376					1	1	1	1	1									10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|60418383
80391	∂Ò»Àπ»œ¿øÕ∑Â	interact∂Ò»Àπ»interact∂Ò»Àπ»	s700201	15	5			2	2					3174;25665							title_80391	context_80391	accept_80391_1;menu_80391_1	complete_80391	uncom_80391	target_80391	task_TrackInfo_80391	next_80391	CanAcceptMenu_80391	UncompleteMenu_80391	CompleteMenu_80391					1	1	1	1	1											repute_jianghu|60418383
80392	∂Ò»Àπ»œ¿øÕ∑Â	interact∫⁄ƒ‡π»interact∫˙—Ó¡÷	s700201	15	5			2	2					3174;25665							title_80392	context_80392	accept_80392_1;menu_80392_1	complete_80392	uncom_80392	target_80392	task_TrackInfo_80392	next_80392	CanAcceptMenu_80392	UncompleteMenu_80392	CompleteMenu_80392					1	1	1	1	1									10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|60418383
80406	∂Ò»Àπ»œ¿øÕ∑Â	hunter¿•¬ÿπ»hunterœ¿øÕ∂¥collectÃ“ª®¡÷	s700201	15	7		WorldNpc09288	2	2					10416;3675;15539;25665							title_80406	context_80406	accept_80406_1;menu_80406_1	complete_80406	uncom_80406	target_80406	task_TrackInfo_80406	next_80406	CanAcceptMenu_80406	UncompleteMenu_80406	CompleteMenu_80406					1	1	1	1	1									10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|700
80412	∂Ò»Àπ»œ¿øÕ∑Â	interact∂Ò»Àπ»hunter∂Ò»Àπ»	s700201	15	5			2	2					3174;25665			21611				title_80412	context_80412	accept_80412_1;menu_80412_1	complete_80412	uncom_80412	target_80412	task_TrackInfo_80412	next_80412	CanAcceptMenu_80412	UncompleteMenu_80412	CompleteMenu_80412					1	1	1	1	1											repute_jianghu|60418383
80418	∂Ò»Àπ»œ¿øÕ∑Â	collectÃ˙Ω≥æ”	s700201	15	5			2	2					3174;25665							title_80418	context_80418	accept_80418_1;menu_80418_1	complete_80418	uncom_80418	target_80418	task_TrackInfo_80418	next_80418	CanAcceptMenu_80418	UncompleteMenu_80418	CompleteMenu_80418					1	1	1	1	1									10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|60418383
80425	∂Ò»Àπ»œ¿øÕ∑Â	collect√∑ª®¡÷	s700201	15	5			2	2					3174;25665							title_80425	context_80425	accept_80425_1;menu_80425_1	complete_80425	uncom_80425	target_80425	task_TrackInfo_80425	next_80425	CanAcceptMenu_80425	UncompleteMenu_80425	CompleteMenu_80425					1	1	1	1	1											repute_jianghu|60418383
80429	∂Ò»Àπ»œ¿øÕ∑Â	collectœ¿øÕ¡Î	s700201	15	7		WorldNpc09322	2	2					10416;3674;15539;25665							title_80429	context_80429	accept_80429_1;menu_80429_1	complete_80429	uncom_80429	target_80429	task_TrackInfo_80429	next_80429	CanAcceptMenu_80429	UncompleteMenu_80429	CompleteMenu_80429					1	1	1	1	1									10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|700
80435	∂Ò»Àπ»œ¿øÕ∑Â	hunterÃ“ª®¡÷	s700201	15	5			2	2					3174;25665							title_80435	context_80435	accept_80435_1;menu_80435_1	complete_80435	uncom_80435	target_80435	task_TrackInfo_80435	next_80435	CanAcceptMenu_80435	UncompleteMenu_80435	CompleteMenu_80435					1	1	1	1	1											repute_jianghu|60418383
80438	∂Ò»Àπ»œ¿øÕ∑Â	hunterœ¿øÕ¡Î	s700201	15	5			2	2					3174;25665							title_80438	context_80438	accept_80438_1;menu_80438_1	complete_80438	uncom_80438	target_80438	task_TrackInfo_80438	next_80438	CanAcceptMenu_80438	UncompleteMenu_80438	CompleteMenu_80438					1	1	1	1	1									10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|60418383
80443	∂Ò»Àπ»œ¿øÕ∑Â	hunter√∑ª®¡÷	s700201	15	5			2	2					3174;25665							title_80443	context_80443	accept_80443_1;menu_80443_1	complete_80443	uncom_80443	target_80443	task_TrackInfo_80443	next_80443	CanAcceptMenu_80443	UncompleteMenu_80443	CompleteMenu_80443					1	1	1	1	1									10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|60418383
80446	∂Ò»Àπ»œ¿øÕ∑Â	hunter∂Ò»Àπ»hunter∂Ò»Àπ»hunter∂Ò»Àπ»	s700501	15	7	WorldNpc09228	WorldNpc09228	2	2					3174;25665							title_80446	context_80446	accept_80446_1;menu_80446_1	complete_80446	uncom_80446	target_80446	task_TrackInfo_80446	next_80446	CanAcceptMenu_80446	UncompleteMenu_80446	CompleteMenu_80446					1	1	1	1	1									10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|60418383
80304	∂Ò»Àπ»–«Àﬁ∫£	story	s700301	13	5			2	2					3174;25665							title_80304	context_80304	accept_80304_1;menu_80304_1	complete_80304	uncom_80304	target_80304	task_TrackInfo_80304	next_80304	CanAcceptMenu_80304	UncompleteMenu_80304	CompleteMenu_80304					1	1	1	1	1									10416&3715|100044|conditiontext_100044|0|conditiontips_0;10416&3714|100043|conditiontext_100043|14|conditiontips_14;10416&3713|100042|conditiontext_100042|17|conditiontips_17;10416&3711|100040|conditiontext_100040|17|conditiontips_17;10416&3710|100039|conditiontext_100039|13|conditiontips_13;10416&3709|100038|conditiontext_100038|1|conditiontips_1;10416&3708|100037|conditiontext_100037|0|conditiontips_0		repute_jianghu|60418383
80305	∂Ò»Àπ»–«Àﬁ∫£	story	s700301	13	5			2	2					3174;25665							title_80305	context_80305	accept_80305_1;menu_80305_1	complete_80305	uncom_80305	target_80305	task_TrackInfo_80305	next_80305	CanAcceptMenu_80305	UncompleteMenu_80305	CompleteMenu_80305					1	1	1	1	1											repute_jianghu|60418383
