STRING	STRING	STRING	STRING	STRING
9-50099	908	-213	0	
9-50099	900	-197	0	convoy_talk_50099_4
9-50099	919	-187.3	0	
9-50099	948.5	-191.6	0	
9-50099	972.8	-175	0	
9-50099	969	-161	0	
9-50099	973	-140.4	0	
9-50099	982.5	-146	0	
9-50099	986	-170	0	
9-50099	1008	-179	8000	convoy_talk_50099
9-50099	1000	-168.7	0	
9-50030	1094	336	0	
9-50030	1081	337	0	
9-50030	1072	345	0	
9-50030	1021	353	0	convoy_talk_50030_4
9-50030	969	355	0	
9-50030	952	348	5000	
9-50030	947	329	0	
9-50030	937	320	0	convoy_talk_50030_8
9-50030	950	312	0	
9-50030	968	312	3000	
9-50030	940	292	0	
