STRING	STRING	STRING	STRING	STRING
16-34054	-489	-420	0	
16-34054	-496	-428	0	
16-34054	-503	-435	0	
16-34054	-512	-443	2000	convoy_talk_34054_13
16-34054	-526	-427	0	
16-34054	-533	-420	0	
16-34054	-541	-414	0	
16-34054	-547	-410	0	
16-34054	-555	-405	2000	convoy_talk_34054_18
16-34054	-562	-402	0	
16-34054	-566	-404	0	
16-34042	984	632	2000	convoy_talk_34042_1
16-34042	981	629	0	
16-34042	974	626	0	
16-34042	968	630	0	
16-34042	962	635	0	
16-34042	956	641	0	
16-34042	951	647	0	
16-34042	948	652	0	
16-34042	944	660	0	
16-34042	943	669	0	
16-34042	943	679	0	
16-34042	943	689	0	
16-34042	943	699	0	
16-34042	942	707	0	
16-34042	941	715	0	
16-34042	940	724	2000	convoy_talk_34042_16
16-34042	938	731	0	
16-34042	936	742	0	
16-34042	934	751	0	
16-34042	931	760	0	
16-34042	929	768	0	
16-34042	927	778	0	
16-34042	925	787	0	
16-34042	923	795	0	
16-34042	915	800	2000	convoy_talk_34042_25
16-34042	906	800	0	
16-34042	900	800	0	
16-34042	895	809	0	
16-34042	887	809	0	
16-34042	877	809	0	
16-34042	879	810	2000	convoy_talk_34042_31
16-34042	874	800	0	
16-34042	867	800	0	
16-34042	854	799	3000	convoy_talk_34042_34
				
16-34043	851	799	6000	convoy_talk_34043_1
16-34043	855	799	0	
16-34043	859	800	0	
16-34046	914	804	5000	convoy_talk_34046_1
16-34046	917	802	0	
16-34046	921	801	0	
