STRING	STRING	STRING	STRING	STRING
14-38302	491.453	307.065	2000	convoy_talk_38302
14-38302	489.801	312.645	0	
14-38471	749.12	176.5	0	
14-38471	766.05	169.18	0	
14-38471	780.23	167.05	0	
14-38471	800.63	164.55	0	
14-38471	802.57	178.44	1000	
14-38471	811.09	178.52	0	
14-38479	242.05	590.31	0	
14-38479	271.97	600.92	0	
14-38479	304	641	0	
14-38479	332	623	0	
14-38479	344	548	0	
14-38479	330.25	490.53	0	
14-38479	363.56	469.4	0	
14-38479	386.28	422.2	0	
14-38479	409	375	0	
14-38479	476.72	349.07	1000	
14-38479	493	313	0	
15-38331	453.16	608.45	0	
15-38331	407.76	608.39	0	
15-38331	347.9	600.37	0	
15-38331	339.03	570.15	0	
15-38331	354.88	535.53	0	
15-38331	351.27	488.95	1000	
15-38331	357.77	475.72	0	
15-38332	521.8	609.75	0	
2-38451	400.22	165.14	0	
2-38451	395.71	194.12	0	
2-38451	388.59	206.38	0	
2-38451	392.52	227.23	0	
2-38451	372.02	252.48	0	
2-38451	381.87	301.7	0	
2-38451	403.45	325.69	0	
2-38451	400.31	337.79	2000	convoy_talk_38451
2-38451	400.69	331.46	0	
22-38439	1224.34	820.71	0	
22-38439	1200.17	863.77	0	
22-38439	1238.505	888.85	0	
22-38439	1276.84	913.93	0	
22-38439	1249.015	946.77	0	
22-38439	1221.19	979.61	0	
22-38439	1162.93	1019.46	0	
22-38439	1119.19	1043.83	0	
22-38439	1130.87	1121.43	0	
22-38439	1190.67	1154.56	1000	
22-38439	1239.065	1166.04		
22-38439	1287.46	1177.52	0	
22-38444	1180	809	0	
22-38444	1221.77	809.05	0	
22-38444	1195.55	853.16	0	
22-38444	1252.32	865.75	1000	
22-38444	1277.5	907.92	0	
24-38462	97	393	0	
24-38462	106.67	355.41	0	
24-38462	127.815	310.43	0	
24-38462	148.96	265.45	0	
24-38462	185.395	247.77	0	
24-38462	221.83	230.09	0	
24-38462	286	260	1000	
24-38462	256.78	296.36	0	
24-38463	659	-74	0	
24-38463	646	-42	0	
24-38463	589	-34	0	
24-38463	625	19.6	1000	
24-38463	668	53.99	0	
9-38511	867	852	0	
9-38511	856	825	0	
9-38511	871	819	0	
9-38511	873	796	0	
9-38511	798	778	0	
9-38511	760	750	0	
9-38511	714	754	10000	convoy_talk_38511_1
9-38511	659	719.5	0	
9-38511	604	685	0	
9-38511	656	632.5	0	
9-38511	708	580	0	
9-38511	681	536.5	0	
9-38511	654	493	10000	convoy_talk_38511_2
9-38511	594.5	510.5	0	
9-38511	535	528	10000	convoy_talk_38511_3
9-38511	515	537	0	
9-38515	932	836	2000	convoy_talk_38515_1
9-38515	932	868	0	
9-38515	923	898	0	
9-38515	873	922	0	
9-38515	852	920	0	
9-38515	851	923	7000	convoy_talk_38515_2
9-38515	850	926	0	
9-38526	867	855	0	convoy_talk_38526_1
9-38526	871	864	0	convoy_talk_38526_1
9-38526	868	857	0	
9-38526	849	862	0	
16-38228	1015.63	476.38	0	
16-38228	1010.94	468.31	0	
16-38228	1010	456	0	
16-38228	1029	457	0	
16-38228	1056	456	0	
16-38228	1056	434	0	
16-38228	1056	416	0	
16-38228	1031	410	0	convoy_talk_38228
16-38228	1038.39	413.5	0	
9-38491	816	842	0	
9-38491	814	841	0	
9-38491	803	857	2000	
9-38491	824	899	0	
9-38491	851	923	5000	
9-38491	858	926	0	
9-38484	651	707	0	convoy_talk_38484_1
9-38484	664	720	0	convoy_talk_38484_2
9-38484	681	735	0	convoy_talk_38484_3
9-38484	700	745	0	convoy_talk_38484_4
9-38484	726	754	0	convoy_talk_38484_5
9-38484	730	749	0	
10-38570	489	305	0	
10-38570	489	273	0	
10-38570	489	229	0	
10-38570	489	203	0	
10-38570	500	189	0	
10-38570	495	175	0	
10-38570	495	160	0	
10-38570	490	157	0	
12-38045	782	302	0	
12-38045	807	314	0	
12-38045	785	382	0	convoy_talk_38045_3
12-38045	788	386	3000	
12-38045	797	396	3000	convoy_talk_38045_2
12-38045	800	401	0	
13-38338	428	32	0	
13-38338	428	55	0	
13-38338	452	55	0	
13-38338	476	55	2000	convoy_talk_38338
13-38338	467	55	0	
21-38550	630	1084	0	
21-38550	642	1086	0	
21-38550	657	1083	2000	convoy_talk_38550_3
21-38550	665	1084	0	
21-38550	667	1089	0	
9-38519	518	725	0	convoy_talk_38519
9-38519	527	721	0	convoy_talk_38519
9-38519	545	732	0	convoy_talk_38519
9-38519	542	754	0	convoy_talk_38519
9-38519	533	764	0	convoy_talk_38519
9-38519	523	762	0	convoy_talk_38519
9-38519	497	803	2000	convoy_talk_38519
9-38519	497	810	0	
2-38283	-319	-298	0	
2-38283	-291	-286	0	
2-38283	-261	-273	0	
2-38283	-235	-261	2000	convoy_talk_38283
2-38283	-229.49	-263	0	
13-38406	1370	1500	0	
13-38406	1384	1499	0	
13-38406	1406	1498	0	
13-38406	1438	1488	0	
13-38406	1464	1485	2000	convoy_talk_38406
13-38406	1459	1486	0	
12-38012	823	358	0	convoy_talk_38012
12-38012	827	361	1000	convoy_talk_38012
12-38012	831	358	0	convoy_talk_38012
12-38012	836	352	0	convoy_talk_38012
12-38012	837	345	1000	convoy_talk_38012
12-38012	836	337	0	convoy_talk_38012
12-38012	839	331	0	convoy_talk_38012
12-38012	840	323	2000	convoy_talk_38012
12-38012	842	315	0	convoy_talk_38012
12-38012	844	307	0	convoy_talk_38012_10
12-38012	843	300	1000	convoy_talk_38012_11
12-38012	845	296	0	convoy_talk_38012_12
12-38012	847	291	1000	convoy_talk_38012_13
12-38053	769	530	0	
12-38053	779	523	0	
12-38053	785	509	0	
12-38053	791	494	0	
12-38053	794	486	0	
12-38053	794	479	3000	convoy_talk_38053_1
12-38053	793	479	2000	convoy_talk_38053_2
12-38053	786	478	5000	convoy_talk_38053_3
12-38053	783	476	0	
12-38008	793	490	0	convoy_talk_38008_1
12-38008	778	524	0	convoy_talk_38008_2
12-38008	754	542	0	convoy_talk_38008_3
12-38008	739	579	0	convoy_talk_38008_4
12-38008	738	590	4000	convoy_talk_38008_5
12-38008	738.5	589.5	1000	convoy_talk_38008_6
12-38008	740	583	0	convoy_talk_38008_7
12-38006	769	370	2000	convoy_talk_38006_1
12-38006	769	363	0	
12-38006	770	357	0	
12-38006	771	351	0	
12-38006	771	343	0	
12-38006	773	336	0	
12-38006	773	328	0	
12-38006	770	320	0	convoy_talk_38006_8
12-38006	771	311	0	
12-38006	775	305	0	
12-38006	782	304	0	
12-38006	787	305	0	
12-38006	796	306	0	
12-38006	801	305	0	
12-38006	804	304	0	
12-38006	808	302	2000	convoy_talk_38006_16
12-38006	811	302	0	
12-38006	813	300	1000	convoy_talk_38006_18
12-38006	816	298	0	
12-38006				
12-38006				
12-38006				
12-38006				
